Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Engine Speed (rpm)
84887,4.73,0.29,0.00,0.99,0.00,1.0000,13.50,129,0,2,1,13,4.16,0.00,-4.64,2.75,886
85169,4.99,0.26,0.00,1.00,0.00,1.0000,13.00,131,0,2,1,13,3.89,0.00,-4.70,2.75,913
85387,5.22,0.26,0.00,1.00,0.00,1.0000,14.50,131,0,2,1,13,3.84,0.00,-4.70,3.14,896
85715,5.23,0.30,0.00,1.00,0.00,1.0000,17.00,131,0,2,1,13,4.12,0.00,-4.64,3.14,863
85918,5.18,0.30,0.00,1.00,0.00,1.0000,17.50,131,0,2,1,13,4.31,0.00,-4.60,3.14,844
86246,5.12,0.29,0.00,1.00,0.00,1.0000,16.50,131,0,2,1,13,4.15,0.00,-4.60,3.14,844
86465,5.09,0.29,0.00,0.99,0.00,1.0000,15.00,131,0,2,1,13,4.18,0.00,-4.64,3.14,857
86778,5.14,0.28,0.00,1.00,0.00,1.0000,15.00,131,0,2,1,13,3.97,0.00,-4.64,3.14,862
86996,5.25,0.27,0.00,1.00,0.00,1.0000,15.00,131,0,2,1,13,3.89,0.00,-4.64,2.75,857
87324,5.24,0.27,0.00,1.00,0.00,1.0000,16.00,131,0,2,1,13,3.77,0.00,-4.64,2.75,842
87543,5.34,0.26,0.00,1.00,0.00,1.0000,17.00,131,0,2,1,13,3.64,0.00,-4.58,2.75,827
87872,5.36,0.27,0.00,1.00,0.00,1.0000,17.00,131,0,2,1,13,3.69,0.00,-4.58,2.75,833
88075,5.42,0.26,0.00,1.00,0.00,1.0000,16.50,131,0,2,1,13,3.55,0.00,-4.54,2.75,812
88403,5.45,0.27,0.00,1.00,0.00,1.0000,17.50,131,0,2,1,13,3.72,0.00,-4.52,2.35,795
88621,5.45,0.28,0.00,0.99,0.00,1.0000,17.50,131,0,2,1,13,3.67,0.00,-4.52,2.35,780
88934,5.37,0.30,0.00,0.99,0.00,1.0000,15.50,131,0,2,1,13,3.55,0.00,-4.52,2.75,753
89153,5.27,0.30,0.00,0.99,0.00,1.0000,16.50,131,0,2,1,13,3.69,0.00,-4.52,2.75,738
89480,5.20,0.28,0.00,0.99,0.00,1.0000,17.50,131,0,2,1,13,3.38,0.00,-4.52,2.35,730
89699,5.15,0.30,0.00,0.99,0.00,1.0000,18.50,131,0,2,1,13,3.48,0.00,-4.52,2.75,707
90012,5.07,0.30,0.00,0.99,0.00,1.0000,18.50,131,0,2,1,13,3.74,0.00,-4.52,2.75,703
90231,4.86,0.30,0.00,0.99,0.00,1.0000,18.00,131,0,2,1,13,3.57,0.00,-4.52,3.14,713
90559,4.80,0.28,0.00,0.99,0.00,1.0000,15.50,131,0,2,1,13,3.69,0.00,-4.54,3.14,744
90777,4.79,0.29,0.00,0.99,0.00,1.0000,12.50,131,0,2,1,13,3.79,0.00,-4.54,2.75,785
91090,4.93,0.28,0.00,0.99,0.00,1.0000,11.50,133,0,2,1,13,4.05,0.00,-4.54,2.75,812
91309,5.02,0.30,0.00,0.99,0.00,1.0000,12.00,133,0,2,1,13,4.00,0.00,-4.56,2.75,804
91621,5.08,0.29,0.00,0.99,0.00,1.0000,11.50,133,0,2,1,13,3.97,0.00,-4.60,2.75,833
91871,5.16,0.29,0.00,0.99,0.00,1.0000,11.00,133,0,3,1,13,4.05,0.00,-4.62,2.75,838
92169,5.22,0.29,0.00,0.99,0.00,1.0000,8.00,133,0,3,1,13,3.95,0.00,-4.62,2.75,829
92419,5.31,0.28,0.00,1.00,0.00,1.0000,9.00,133,0,3,1,13,3.77,0.00,-4.56,2.75,799
92716,5.30,0.30,0.00,0.99,0.00,1.0000,10.00,133,0,3,1,13,3.89,0.00,-4.54,2.75,785
92934,5.28,0.28,0.00,0.99,0.00,1.0000,10.50,133,0,3,1,13,3.55,0.00,-4.54,2.75,772
93231,5.28,0.29,0.00,0.99,0.00,1.0000,10.00,133,0,3,1,13,3.79,0.00,-4.54,2.75,778
93465,5.23,0.31,0.00,0.99,0.00,1.0000,12.00,133,0,3,1,13,3.89,0.00,-4.54,2.75,752
93778,5.18,0.31,0.00,0.99,0.00,1.0000,15.00,133,0,3,1,13,3.87,0.00,-4.54,2.75,754
93997,5.24,0.27,0.00,0.99,0.00,1.0000,13.50,133,0,3,1,13,3.48,0.00,-4.54,2.35,776
94309,5.30,0.28,0.00,0.99,0.00,1.0000,14.00,133,0,3,1,13,3.64,0.00,-4.54,2.35,770
94544,5.30,0.28,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.36,0.00,-4.54,2.75,759
94856,5.24,0.31,0.00,0.99,0.00,1.0000,17.00,133,0,3,1,13,3.84,0.00,-4.54,2.75,746
95074,5.18,0.31,0.00,0.99,0.00,1.0000,16.50,133,0,3,1,13,3.77,0.00,-4.54,2.75,738
95387,5.17,0.29,0.00,0.99,0.00,1.0000,15.50,133,0,3,1,13,3.57,0.00,-4.54,2.75,746
95605,5.16,0.29,0.00,0.99,0.00,1.0000,15.00,133,0,3,1,13,3.62,0.00,-4.54,2.75,751
95934,5.19,0.29,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.64,0.00,-4.56,2.75,759
96136,5.22,0.29,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.66,0.00,-4.56,2.75,762
96465,5.18,0.29,0.00,0.99,0.00,1.0000,15.50,133,0,3,1,13,3.57,0.00,-4.56,2.75,748
96684,5.14,0.30,0.00,0.99,0.00,1.0000,14.00,133,0,3,1,13,3.77,0.00,-4.56,2.75,758
96996,5.22,0.28,0.00,0.99,0.00,1.0000,13.00,133,0,3,1,13,3.43,0.00,-4.56,2.35,757
97215,5.21,0.27,0.00,0.99,0.00,1.0000,15.50,133,0,3,1,13,3.24,0.00,-4.56,2.35,732
97543,5.14,0.30,0.00,0.99,0.00,1.0000,16.50,133,0,3,1,13,3.57,0.00,-4.56,2.75,714
97746,5.07,0.30,0.00,0.99,0.00,1.0000,17.00,133,0,3,1,13,3.45,0.00,-4.56,2.75,708
98074,4.97,0.29,0.00,0.99,0.00,1.0000,16.50,133,0,3,1,13,3.47,0.00,-4.56,2.75,720
98293,4.87,0.31,0.00,0.99,0.00,1.0000,16.00,133,0,3,1,13,3.69,0.00,-4.56,2.75,722
98575,4.92,0.28,0.00,0.99,0.00,1.0000,15.00,133,0,3,1,13,3.50,0.00,-4.56,2.75,750
98840,5.00,0.30,0.00,0.99,0.00,1.0000,13.00,133,0,3,1,13,3.82,0.00,-4.56,2.75,784
99152,5.11,0.29,0.00,0.99,0.00,1.0000,13.00,133,0,3,1,13,3.87,0.00,-4.56,2.75,782
99371,5.16,0.29,0.00,0.99,0.00,1.0000,12.50,133,0,3,1,13,3.77,0.00,-4.56,2.75,790
99683,5.21,0.28,0.00,0.99,0.00,1.0000,12.50,133,0,3,1,13,3.74,0.00,-4.56,2.75,788
99902,5.22,0.29,0.00,0.99,0.00,1.0000,10.50,133,0,3,1,13,3.79,0.00,-4.56,2.75,803
100230,5.24,0.30,0.00,0.99,0.00,1.0000,11.00,133,0,3,1,13,3.92,0.00,-4.56,2.75,792
100449,5.22,0.30,0.00,0.99,0.00,1.0000,11.50,133,0,3,1,13,3.97,0.00,-4.58,2.75,782
100761,5.20,0.30,0.00,0.99,0.00,1.0000,11.50,133,0,3,1,13,3.89,0.00,-4.58,2.75,782
100980,5.20,0.30,0.00,0.99,0.00,1.0000,12.00,133,0,3,1,13,3.84,0.00,-4.58,2.75,772
101293,5.17,0.29,0.00,0.99,0.00,1.0000,11.50,133,0,3,1,13,3.79,0.00,-4.58,2.75,781
101527,5.15,0.29,0.00,0.99,0.00,1.0000,15.00,133,0,3,1,13,3.69,0.00,-4.58,2.75,762
101762,5.11,0.29,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.64,0.00,-4.58,2.75,761
102121,5.11,0.29,0.00,0.99,0.00,1.0000,13.50,133,0,3,1,13,3.77,0.00,-4.58,2.75,776
102293,5.15,0.30,0.00,0.99,0.00,1.0000,13.50,133,0,3,1,13,3.92,0.00,-4.58,2.75,773
102636,5.15,0.29,0.00,0.99,0.00,1.0000,14.00,133,0,3,1,13,3.66,0.00,-4.58,2.75,770
102855,5.13,0.29,0.00,0.99,0.00,1.0000,15.00,133,0,3,1,13,3.52,0.00,-4.58,2.75,756
103168,5.10,0.30,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.77,0.00,-4.58,2.75,762
103402,5.10,0.30,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.77,0.00,-4.58,2.75,759
103730,5.10,0.29,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.77,0.00,-4.58,2.75,762
103933,5.12,0.29,0.00,0.99,0.00,1.0000,13.00,133,0,3,1,13,3.77,0.00,-4.58,2.75,778
104261,5.20,0.30,0.00,0.99,0.00,1.0000,14.50,133,0,3,1,13,3.82,0.00,-4.58,2.75,763
104512,5.24,0.28,0.00,0.99,0.00,1.0000,13.50,135,0,3,1,13,3.62,0.00,-4.58,2.75,774
104793,5.24,0.31,0.00,0.99,0.00,1.0000,13.50,135,0,3,1,13,3.82,0.00,-4.58,2.75,760
105011,5.22,0.29,0.00,0.99,0.00,1.0000,13.00,135,0,3,1,13,3.89,0.00,-4.58,2.75,704
105324,5.20,0.30,0.00,0.99,0.00,1.0000,13.00,135,0,3,1,13,3.79,0.00,-4.58,2.75,766
105542,5.22,0.31,0.00,0.99,0.00,1.0000,13.00,135,0,3,1,13,3.95,0.00,-4.58,2.75,765
