Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
3066,-6.48,2.26,4832,0.00,0.78,0.00,1.0000,20.00,131,2,3,0,5,188.05,19.61,10.09,100.00
3297,-5.00,1.80,5104,0.00,0.84,-2.75,1.0000,29.00,131,2,3,0,5,152.54,5.10,1.99,45.10
3450,-3.63,1.60,5006,0.00,0.87,-2.75,1.0000,29.00,131,2,3,0,5,135.29,5.10,0.19,41.57
3671,-1.88,1.09,5063,0.00,0.90,0.00,1.0000,38.50,131,2,3,0,5,90.92,0.00,-2.96,29.02
3824,-2.59,1.46,5165,0.00,0.88,-2.75,1.0000,33.00,131,2,3,0,5,124.20,6.27,-1.55,36.47
4055,-1.92,1.66,5274,0.00,0.87,-2.75,1.0000,31.50,131,2,3,0,5,143.40,7.84,0.33,43.92
4198,-0.71,1.89,5504,0.00,0.83,-2.75,1.0000,28.00,129,2,3,0,5,176.02,9.41,2.59,70.59
4429,4.66,0.14,5425,0.00,1.15,0.00,1.0000,44.50,129,2,3,0,5,12.96,0.00,-5.57,11.37
4571,4.85,0.18,5136,0.00,0.95,0.00,1.0000,37.50,129,2,3,0,5,15.30,0.00,-5.61,10.59
4802,4.47,0.21,4506,0.00,0.80,0.00,1.0000,31.00,127,2,3,0,5,16.06,0.00,-5.82,10.59
4956,5.56,0.19,4354,0.00,0.80,0.00,1.0000,24.00,129,2,3,0,5,14.35,0.00,-5.51,9.80
5186,12.22,1.23,4786,0.00,0.91,0.00,1.0000,38.50,129,2,3,0,5,96.39,46.27,11.12,100.00
5329,-2.55,0.83,4915,0.00,1.07,0.00,1.0000,38.00,129,2,3,0,5,69.80,0.00,-3.44,23.53
5560,-2.06,1.07,4879,0.00,0.91,0.00,1.0000,40.00,129,2,3,0,5,86.83,0.00,-1.45,28.63
5714,-2.76,1.34,4942,0.00,0.89,0.00,1.0000,38.00,127,2,3,0,5,106.97,1.57,-2.84,32.55
5945,-2.70,1.61,5076,0.00,0.87,-2.75,1.0000,31.50,127,2,3,0,5,134.69,13.33,-0.73,38.43
6088,-2.11,1.86,5187,0.00,0.85,-2.75,1.0000,29.00,126,2,3,0,5,161.41,8.63,2.44,59.61
6318,4.48,2.03,5396,0.00,0.83,0.00,1.0000,28.00,124,2,3,0,5,183.16,34.90,7.68,100.00
6461,2.74,2.35,5663,0.00,0.79,0.00,1.0000,25.00,124,2,3,0,5,219.85,53.33,13.69,100.00
6702,-0.91,2.43,5988,0.00,0.79,0.00,1.0000,25.00,122,2,3,0,5,236.06,47.06,12.41,100.00
6878,-1.55,2.26,6256,0.00,0.80,0.00,1.0000,27.50,122,2,3,0,5,233.77,37.65,10.89,100.00
7087,-4.66,2.07,6484,0.00,0.80,0.00,1.0000,29.50,120,2,3,0,5,223.71,17.25,7.52,100.00
7230,-5.47,1.86,6709,0.00,0.82,-2.75,1.0000,0.00,120,2,3,0,5,203.54,0.78,3.56,100.00
7461,-9.69,1.25,6716,0.00,0.83,-2.75,1.0000,0.00,120,3,4,0,5,148.30,0.00,1.55,40.78
7603,0.73,0.55,6556,0.00,0.95,0.00,1.0000,48.00,118,3,4,0,5,60.82,0.00,-4.18,23.14
7845,5.95,0.12,6351,0.00,0.95,0.00,1.0000,42.00,118,3,4,0,5,12.89,0.00,-4.20,10.59
7977,5.33,0.15,6239,0.00,0.80,0.00,1.0000,35.50,120,3,4,0,5,15.72,0.00,-4.37,10.59
8219,7.32,0.94,6158,0.00,0.79,0.00,1.0000,44.50,120,3,4,0,5,88.20,0.00,-4.60,38.43
8351,3.51,1.58,6376,-1.41,0.85,-2.75,1.0000,35.00,120,4,4,0,5,166.67,40.00,7.06,100.00
8592,-4.73,2.00,6428,-1.41,0.84,0.00,1.0000,30.00,120,4,4,0,5,217.70,21.96,6.13,100.00
8735,2.05,0.11,6216,0.00,1.30,0.00,1.0000,45.00,120,4,5,0,6,11.94,0.00,-4.41,11.37
8966,5.29,0.15,5816,0.00,0.95,0.00,1.0000,38.00,120,4,5,0,6,14.02,0.00,-4.64,10.98
9120,5.86,0.17,5405,0.00,0.95,0.00,1.0000,31.00,120,4,5,0,6,15.37,0.00,-5.26,10.59
9350,5.60,0.19,4948,0.00,0.95,0.00,1.0000,24.50,122,4,5,0,6,15.58,0.00,-5.65,10.59
9493,3.59,0.41,4750,0.00,0.95,0.00,1.0000,36.00,122,4,5,0,6,33.12,0.00,-5.78,17.65
9724,1.76,0.56,4732,0.00,0.95,0.00,1.0000,49.00,122,4,5,0,6,44.30,0.00,-5.74,21.18
9878,0.88,0.36,4515,0.00,0.95,0.00,1.0000,49.00,124,4,5,0,6,26.89,0.00,-5.63,14.90
10129,4.28,0.27,4240,0.00,0.96,0.00,1.0000,42.50,124,4,5,0,6,19.42,0.00,-5.41,12.55
10286,5.41,0.22,3650,0.00,0.82,0.00,1.0000,34.50,124,4,5,0,6,12.82,0.00,-5.34,9.41
10540,5.20,0.23,3137,0.00,0.95,-0.75,1.0000,28.00,124,4,5,0,6,11.32,0.00,-5.24,8.24
10697,5.56,0.17,3142,0.00,0.95,-0.75,1.0000,24.00,124,4,5,0,6,9.33,0.00,-5.36,7.06
10963,5.43,0.19,3191,0.00,0.95,0.00,1.0000,24.00,124,4,5,0,6,10.20,0.00,-5.12,7.84
11108,5.40,0.19,2922,0.00,0.81,-0.75,1.0000,24.00,126,4,5,0,6,9.43,0.00,-5.26,7.06
11374,5.23,0.18,2363,0.00,0.83,0.00,1.0000,24.00,126,4,5,0,6,7.28,0.00,-5.55,6.27
11531,4.79,0.23,1740,0.00,0.83,0.00,1.0000,23.00,126,4,5,0,6,6.45,0.00,-5.55,5.10
11773,5.14,0.24,1235,0.00,0.83,0.00,1.0000,17.00,127,4,5,0,6,4.72,0.00,-5.57,3.92
11942,4.71,0.50,627,0.00,0.74,0.00,1.0000,21.00,127,4,5,0,6,5.19,0.00,-4.45,5.10
12208,0.86,1.59,390,0.00,0.54,0.00,1.0000,22.00,127,4,5,0,6,5.30,0.00,-4.45,5.10
12377,1.87,1.59,200,0.00,0.51,0.00,1.0000,14.50,129,4,5,0,6,5.30,0.00,-4.45,7.06
12618,0.84,1.59,200,0.00,0.51,0.00,1.0000,14.50,129,4,5,0,6,5.30,0.00,-4.47,7.06
12776,-4.90,3.30,75,0.00,0.74,0.00,1.0000,14.50,129,4,5,0,6,4.12,0.00,-4.49,7.06
13041,-3.92,1.72,75,0.00,0.74,0.00,1.0000,22.50,131,4,5,0,6,2.15,0.00,-3.46,7.06
13198,-3.93,1.72,75,0.00,0.74,0.00,1.0000,22.50,131,4,5,0,6,2.15,0.00,-3.48,7.06
13452,-4.96,1.72,75,0.00,0.74,0.00,1.0000,22.50,131,4,5,0,6,2.15,0.00,-3.50,7.06
13597,-4.97,1.72,75,0.00,0.74,0.00,1.0000,22.50,131,4,5,0,6,2.15,0.00,-4.52,7.06
13864,-4.28,0.00,0,0.00,0.74,0.00,1.0000,22.50,133,4,5,0,6,2.20,0.00,-4.54,7.06
