Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
186987,5.00,0.26,3539,0.00,0.83,0.00,1.0000,24.50,61,0,0,0,20,15.23,0.00,-4.81,9.80
186999,4.91,0.30,3535,0.00,0.83,0.00,1.0000,31.00,61,0,0,0,20,16.03,0.00,-4.81,10.59
187152,5.01,0.38,3556,0.00,0.83,0.00,1.0000,38.00,61,0,0,0,20,22.55,0.00,-4.81,12.55
187188,4.69,0.42,3552,0.00,0.83,0.00,1.0000,45.00,61,0,0,0,20,23.14,0.00,-4.80,13.73
187197,4.26,0.50,3541,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,29.34,0.00,-4.81,15.29
187354,3.88,0.51,3507,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,28.94,0.00,-4.83,15.29
187389,3.99,0.45,3551,0.00,0.82,0.00,1.0000,31.00,61,0,0,0,20,26.59,0.00,-4.80,14.51
187389,4.01,0.47,3499,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,27.71,0.00,-4.80,14.51
187517,3.94,0.47,3516,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,27.81,0.00,-4.80,14.51
187576,3.95,0.48,3531,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,28.32,0.00,-4.80,14.51
187727,3.93,0.47,3507,0.00,0.82,0.00,1.0000,47.50,61,0,0,0,20,27.71,0.00,-4.80,14.51
187786,3.91,0.52,3515,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,27.81,0.00,-4.80,14.51
187786,3.90,0.48,3531,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,28.22,0.00,-4.80,14.51
187963,3.97,0.47,3536,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,27.61,0.00,-4.80,14.51
187995,4.03,0.45,3514,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,26.19,0.00,-4.80,14.12
187998,4.22,0.43,3511,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,25.04,0.00,-4.80,13.73
188178,4.50,0.40,3524,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,23.69,0.00,-4.80,12.94
188202,4.65,0.39,3506,0.00,0.95,0.00,1.0000,47.50,61,0,0,0,20,22.90,0.00,-4.80,12.55
188347,4.75,0.38,3508,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,21.84,0.00,-4.80,12.55
188385,4.84,0.37,3515,0.00,0.95,0.00,1.0000,47.00,61,0,0,0,20,22.02,0.00,-4.80,12.16
188385,4.94,0.36,3530,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,21.56,0.00,-4.80,12.16
188538,4.96,0.36,3466,0.00,0.96,0.00,1.0000,44.00,61,0,0,0,20,20.83,0.00,-4.80,12.16
188571,5.03,0.34,3455,0.00,0.97,0.00,1.0000,42.50,61,0,0,0,20,19.98,0.00,-4.78,11.76
188573,5.10,0.34,3480,0.00,0.98,0.00,1.0000,40.50,61,0,0,0,20,19.66,0.00,-4.78,11.37
188738,5.10,0.32,3497,0.00,0.99,0.00,1.0000,39.00,61,0,0,0,20,18.74,0.00,-4.76,11.37
188773,5.12,0.31,3488,0.00,0.99,0.00,1.0000,37.00,61,0,0,0,20,18.51,0.00,-4.78,10.98
188926,5.19,0.32,3463,0.00,0.99,0.00,1.0000,35.50,61,0,0,0,20,18.37,0.00,-4.80,10.98
188961,5.27,0.30,3428,0.00,0.83,0.00,1.0000,33.50,61,0,0,0,20,17.63,0.00,-4.78,10.20
188964,5.31,0.30,3490,0.00,0.83,0.00,1.0000,32.00,61,0,0,0,20,17.26,0.00,-4.78,10.20
189117,5.27,0.29,3432,0.00,0.83,0.00,1.0000,30.50,61,0,0,0,20,16.55,0.00,-4.78,10.20
189153,5.14,0.31,3447,0.00,0.83,0.00,1.0000,28.50,61,0,0,0,20,15.10,0.00,-4.74,9.41
189153,5.13,0.27,3422,0.00,0.83,0.00,1.0000,27.00,61,0,0,0,20,15.10,0.00,-4.78,9.41
189319,5.14,0.26,3395,0.00,0.83,0.00,1.0000,25.50,61,0,0,0,20,14.75,0.00,-4.76,9.02
189342,5.14,0.24,3428,0.00,0.83,0.00,1.0000,24.00,61,0,0,0,20,13.82,0.00,-4.74,9.02
189508,5.18,0.23,3402,0.00,0.83,0.00,1.0000,28.00,61,0,0,0,20,13.02,0.00,-4.76,8.63
189540,5.73,0.23,3456,0.00,0.83,0.00,1.0000,34.50,61,0,0,0,20,13.22,0.00,-4.74,8.63
189543,6.14,0.21,3413,0.00,0.83,0.00,1.0000,34.50,61,0,0,0,20,12.06,0.00,-4.76,8.24
189707,6.26,0.21,3355,0.00,0.83,0.00,1.0000,33.00,61,0,0,0,20,11.87,0.00,-4.74,8.24
189731,6.30,0.20,3300,0.00,0.83,0.00,1.0000,31.00,61,0,0,0,20,11.32,0.00,-4.72,7.84
189743,6.36,0.18,3376,0.00,0.83,0.00,1.0000,29.50,61,0,0,0,20,10.36,0.00,-4.70,7.45
189895,6.41,0.20,3390,0.00,0.83,0.00,1.0000,33.50,61,0,0,0,20,15.03,0.00,-4.70,8.63
189938,5.94,0.33,3364,0.00,0.83,0.00,1.0000,38.50,61,0,0,0,20,18.74,0.00,-4.76,11.37
189951,5.15,0.35,3356,0.00,0.83,0.00,1.0000,37.50,61,0,0,0,20,19.58,0.00,-4.72,11.76
190115,4.92,0.35,3343,0.00,0.82,0.00,1.0000,36.00,61,0,0,0,20,19.66,0.00,-4.72,11.76
190151,4.77,0.35,3347,0.00,0.82,0.00,1.0000,34.50,61,0,0,0,20,19.03,0.00,-4.70,11.37
190297,4.81,0.37,3352,0.00,0.82,0.00,1.0000,34.50,61,0,0,0,20,15.37,0.00,-4.72,10.98
190297,4.91,0.36,3373,0.00,0.82,0.00,1.0000,41.00,61,0,0,0,20,17.71,0.00,-4.70,10.98
190340,5.13,0.32,3394,0.00,0.83,0.00,1.0000,46.50,61,0,0,0,20,17.78,0.00,-4.72,10.59
190484,5.35,0.32,3303,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,17.85,0.00,-4.72,10.98
190519,5.44,0.32,3278,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.63,0.00,-4.72,10.98
190659,5.48,0.32,3291,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.63,0.00,-4.68,10.59
190695,5.46,0.28,3318,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.33,0.00,-4.70,10.98
190707,5.40,0.34,3344,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,19.07,0.00,-4.70,11.37
190847,5.33,0.34,3350,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,19.38,0.00,-4.72,11.37
190882,5.29,0.34,3271,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.70,0.00,-4.72,11.37
191044,5.19,0.33,3288,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.03,0.00,-4.70,10.98
191087,5.41,0.31,3308,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.00,0.00,-4.68,10.59
191131,5.47,0.32,3319,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.52,0.00,-4.70,10.59
191241,5.42,0.37,3274,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,15.40,0.00,-4.70,10.98
191266,5.37,0.32,3278,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.81,0.00,-4.68,10.98
191275,5.40,0.32,3293,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.81,0.00,-4.68,10.98
191447,5.31,0.35,3290,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,19.94,0.00,-4.68,11.76
191482,5.12,0.37,3273,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,20.22,0.00,-4.70,11.76
191482,4.94,0.37,3288,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,18.07,0.00,-4.68,11.76
191664,5.01,0.42,3273,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,17.99,0.00,-4.70,11.76
191667,4.98,0.36,3276,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,19.90,0.00,-4.68,11.76
191819,5.01,0.36,3269,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,19.82,0.00,-4.68,11.76
191878,5.09,0.35,3272,0.00,0.95,0.00,1.0000,46.50,61,0,0,0,20,19.33,0.00,-4.68,11.37
191878,5.15,0.34,3268,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.81,0.00,-4.68,11.37
192042,5.19,0.34,3269,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.07,0.00,-4.68,10.98
192069,5.30,0.33,3265,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.36,0.00,-4.68,10.98
192069,5.34,0.28,3261,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,17.92,0.00,-4.68,10.98
192245,5.42,0.28,3263,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.14,0.00,-4.68,10.98
192271,5.42,0.34,3260,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,18.44,0.00,-4.68,10.98
192412,5.40,0.35,3260,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,19.18,0.00,-4.68,11.37
192456,5.32,0.35,3249,0.00,0.95,0.00,1.0000,46.00,61,0,0,0,20,19.19,0.00,-4.68,11.76
192459,5.27,0.36,3246,0.00,0.96,0.00,1.0000,46.00,61,0,0,0,20,19.66,0.00,-4.68,11.76
192612,5.24,0.35,3247,0.00,0.97,0.00,1.0000,46.00,61,0,0,0,20,19.26,0.00,-4.66,11.76
192635,5.20,0.36,3245,0.00,0.98,0.00,1.0000,46.00,61,0,0,0,20,19.41,0.00,-4.66,11.76
192682,5.19,0.36,3245,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,19.66,0.00,-4.68,11.76
192824,5.19,0.37,3240,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,19.50,0.00,-4.66,11.76
192824,5.23,0.36,3253,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,19.03,0.00,-4.66,11.37
192976,5.32,0.34,3252,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,18.37,0.00,-4.66,10.98
193011,5.38,0.35,3242,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,18.73,0.00,-4.66,10.98
193023,5.47,0.33,3223,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,17.74,0.00,-4.66,10.59
193081,5.55,0.32,3238,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,17.10,0.00,-4.64,10.20
193266,5.69,0.31,3256,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,16.43,0.00,-4.66,10.20
193269,5.75,0.29,3262,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,15.79,0.00,-4.66,10.20
193426,5.84,0.29,3210,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,15.44,0.00,-4.66,9.80
193449,5.93,0.27,3196,0.00,1.00,0.00,1.0000,45.50,61,0,0,0,20,14.21,0.00,-4.64,9.41
193459,6.02,0.27,3198,0.00,1.00,0.00,1.0000,45.50,61,0,0,0,20,14.28,0.00,-4.64,9.41
193626,6.11,0.26,3209,0.00,1.00,0.00,1.0000,45.00,61,0,0,0,20,13.88,0.00,-4.64,9.02
193650,6.22,0.25,3207,0.00,1.00,0.00,1.0000,45.00,61,0,0,0,20,13.35,0.00,-4.66,9.02
193814,6.29,0.25,3198,0.00,1.00,0.00,1.0000,45.00,61,0,0,0,20,13.29,0.00,-4.66,8.63
193837,6.30,0.29,3200,0.00,1.00,0.00,1.0000,44.50,61,0,0,0,20,10.26,0.00,-4.64,9.02
193849,6.25,0.25,3174,0.00,1.00,0.00,1.0000,45.00,61,0,0,0,20,13.75,0.00,-4.64,9.02
194003,6.01,0.31,3171,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,16.13,0.00,-4.68,10.20
194038,5.82,0.31,3215,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,16.48,0.00,-4.68,10.20
194048,5.74,0.31,3216,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,16.27,0.00,-4.64,10.20
194218,5.86,0.29,3208,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,15.58,0.00,-4.66,9.80
194254,5.87,0.28,3126,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,14.41,0.00,-4.66,9.41
194407,5.95,0.26,3129,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,13.49,0.00,-4.70,9.02
194431,6.05,0.25,3159,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,13.29,0.00,-4.70,9.02
194443,6.09,0.27,3174,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,14.35,0.00,-4.70,9.02
194612,6.07,0.27,3183,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,14.48,0.00,-4.68,9.41
194638,6.08,0.27,3166,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,14.48,0.00,-4.68,9.41
194649,6.05,0.26,3157,0.00,0.99,0.00,1.0000,45.00,61,0,0,0,20,13.95,0.00,-4.68,9.41
194790,5.97,0.28,3133,0.00,0.83,0.00,1.0000,45.00,61,0,0,0,20,14.75,0.00,-4.68,9.41
194825,5.90,0.30,3140,0.00,0.83,0.00,1.0000,45.00,61,0,0,0,20,16.20,0.00,-4.70,9.80
194975,5.63,0.34,3151,0.00,0.83,0.00,1.0000,45.50,61,0,0,0,20,17.67,0.00,-4.70,10.59
195011,5.52,0.33,3161,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,17.18,0.00,-4.70,10.98
195020,5.50,0.33,3130,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,17.15,0.00,-4.68,10.98
195171,5.40,0.34,3113,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,17.62,0.00,-4.68,10.59
195207,5.37,0.34,3142,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,17.65,0.00,-4.72,10.98
195207,5.23,0.35,3142,0.00,0.99,0.00,1.0000,45.50,61,0,0,0,20,18.66,0.00,-4.70,11.37
195374,5.06,0.38,3128,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,19.60,0.00,-4.72,11.76
195410,4.96,0.38,3116,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,20.25,0.00,-4.72,11.76
195563,4.84,0.40,3115,0.00,0.99,0.00,1.0000,46.00,61,0,0,0,20,21.35,0.00,-4.70,12.16
195597,4.66,0.43,3116,0.00,0.98,0.00,1.0000,46.50,61,0,0,0,20,22.23,0.00,-4.72,12.55
195609,4.50,0.43,3128,0.00,0.98,0.00,1.0000,46.50,61,0,0,0,20,22.36,0.00,-4.70,12.55
195762,4.40,0.43,3129,0.00,0.98,0.00,1.0000,46.50,61,0,0,0,20,22.15,0.00,-4.70,12.55
195762,4.37,0.43,3109,0.00,0.98,0.00,1.0000,46.50,61,0,0,0,20,22.54,0.00,-4.72,12.55
195892,4.37,0.42,3106,0.00,0.98,0.00,1.0000,46.50,61,0,0,0,20,22.16,0.00,-4.72,12.55
195903,4.28,0.46,3128,0.00,0.99,0.00,1.0000,46.50,61,0,0,0,20,23.95,0.00,-4.74,12.94
196000,4.04,0.45,3122,0.00,0.98,0.00,1.0000,47.00,61,0,0,0,20,25.82,0.00,-4.72,14.12
196153,3.82,0.51,3126,0.00,0.98,0.00,1.0000,47.00,61,0,0,0,20,26.38,0.00,-4.72,14.12
196176,3.69,0.51,3110,0.00,0.98,0.00,1.0000,47.00,61,0,0,0,20,26.19,0.00,-4.74,14.12
196188,3.46,0.53,3118,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,27.66,0.00,-4.72,14.51
196343,3.39,0.54,3130,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,27.55,0.00,-4.72,14.51
196367,3.36,0.53,3127,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,27.55,0.00,-4.72,14.51
196378,3.33,0.53,3132,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,25.70,0.00,-4.72,14.51
196542,3.24,0.56,3120,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,29.38,0.00,-4.72,14.90
196566,3.14,0.57,3117,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,30.20,0.00,-4.70,14.90
196730,3.07,0.57,3133,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,29.48,0.00,-4.70,14.90
196765,3.04,0.57,3140,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,29.48,0.00,-4.72,14.90
196765,2.95,0.57,3136,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,29.88,0.00,-4.70,15.29
196919,2.91,0.58,3122,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,30.39,0.00,-4.72,15.29
196942,2.72,0.62,3132,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,32.62,0.00,-4.70,16.47
196954,2.41,0.66,3132,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,33.84,0.00,-4.70,16.86
197119,2.28,0.64,3152,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,33.61,0.00,-4.70,16.86
197143,2.13,0.70,3159,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,37.53,0.00,-4.70,17.65
197309,1.72,0.70,3158,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,37.15,0.00,-4.68,17.65
197336,1.67,0.71,3151,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,37.39,0.00,-4.68,17.65
197348,1.61,0.70,3154,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,37.39,0.00,-4.68,17.65
197500,1.61,0.73,3158,0.00,0.98,0.00,1.0000,47.50,61,0,0,0,20,37.76,0.00,-4.68,17.65
197524,1.50,0.76,3182,0.00,0.98,0.00,1.0000,47.00,61,0,0,0,20,38.68,0.00,-4.66,18.82
197689,0.95,0.78,3192,0.00,0.98,0.00,1.0000,46.50,59,0,0,0,20,43.79,0.00,-4.68,19.61
197713,0.72,0.82,3187,0.00,0.98,0.00,1.0000,46.00,59,0,0,0,20,43.39,0.00,-4.64,19.61
197713,0.35,0.82,3206,0.00,0.95,0.00,1.0000,45.50,59,0,0,0,20,43.77,0.00,-4.66,20.00
197877,0.47,0.85,3192,0.00,0.95,0.00,1.0000,46.00,59,0,0,0,20,43.52,0.00,-4.64,20.39
197900,-0.28,0.89,3204,0.00,0.95,0.00,1.0000,45.50,59,0,0,0,20,47.48,0.00,-4.29,21.18
197912,-0.25,0.86,3200,0.00,0.95,0.00,1.0000,45.00,59,0,0,0,20,47.95,0.00,-4.66,20.39
198098,0.76,0.90,3220,0.00,0.96,0.00,1.0000,45.00,59,0,0,0,20,48.46,0.00,-4.64,20.78
198122,0.05,0.94,3230,0.00,0.96,0.00,1.0000,44.50,59,0,0,0,20,50.28,0.00,-3.67,21.96
198134,-0.17,1.00,3234,0.00,0.96,0.00,1.0000,43.50,59,0,0,0,20,50.69,0.00,-3.94,21.96
198338,0.17,0.97,3260,0.00,0.96,0.00,1.0000,43.50,59,0,0,0,20,51.66,0.00,-3.94,22.35
198350,0.33,0.95,3264,0.00,0.97,0.00,1.0000,43.00,59,0,0,0,20,53.51,0.00,-4.22,21.96
198350,0.72,1.00,3280,0.00,0.97,0.00,1.0000,43.50,59,0,0,0,20,56.66,0.00,-3.15,23.14
198518,-0.70,1.09,3302,0.00,0.91,0.00,1.0000,40.50,59,0,0,0,20,61.37,0.39,-2.32,25.49
198542,-0.57,1.10,3302,0.00,0.97,0.00,1.0000,39.50,59,0,0,0,20,60.56,0.00,-2.84,24.71
198719,-1.17,1.07,3317,0.00,0.97,0.00,1.0000,39.00,59,0,0,0,20,58.92,0.00,-2.73,24.71
198730,-0.78,1.09,3322,0.00,0.98,0.00,1.0000,39.50,59,0,0,0,20,60.69,0.00,-3.13,23.92
198742,-0.59,1.11,3340,0.00,0.98,0.00,1.0000,38.50,59,0,0,0,20,64.61,0.00,-2.88,25.49
198894,-1.80,1.17,3351,0.00,0.97,0.00,1.0000,37.50,59,0,0,0,20,64.46,0.00,-2.53,25.88
198931,-1.71,1.13,3356,0.00,0.97,0.00,1.0000,37.50,59,0,0,0,20,62.80,0.00,-2.94,24.71
198931,-1.36,1.12,3368,0.00,0.98,0.00,1.0000,38.00,59,0,0,0,20,63.46,0.00,-3.07,24.31
199099,-1.28,1.16,3388,0.00,0.98,0.00,1.0000,38.00,59,0,0,0,20,64.73,0.00,-2.82,25.10
199099,-2.53,1.21,3428,0.00,0.97,0.00,1.0000,36.50,57,0,0,0,20,65.55,0.00,-2.59,25.49
199268,-2.06,1.11,3421,0.00,0.98,0.00,1.0000,37.50,57,0,0,0,20,62.06,0.00,-3.38,23.14
199351,-2.39,1.05,3445,0.00,0.98,0.00,1.0000,38.50,57,0,0,0,20,60.13,0.00,-3.38,22.35
199361,-1.85,1.11,3442,0.00,0.98,0.00,1.0000,39.50,57,0,0,0,20,67.55,0.00,-3.04,23.92
199551,-2.49,1.07,3497,0.00,0.98,-1.50,1.0000,37.50,57,0,0,0,21,61.95,0.00,-3.71,22.75
199551,-2.15,1.09,3481,0.00,0.98,0.00,1.0000,38.00,57,0,0,0,20,62.25,0.00,-3.71,22.75
199551,-2.50,1.14,3464,0.00,0.98,0.00,1.0000,38.00,57,0,0,0,20,66.22,0.00,-3.17,24.31
199757,-2.31,1.06,3489,0.00,0.98,-1.50,1.0000,38.50,57,0,0,0,21,61.65,0.00,-4.23,21.96
199757,-2.15,1.04,3507,0.00,0.98,-1.50,1.0000,38.50,57,0,0,0,21,61.03,0.00,-4.25,21.96
199768,-2.40,1.03,3532,0.00,0.98,-1.50,1.0000,38.50,57,0,0,0,21,60.13,0.00,-4.25,21.96
199921,-2.12,1.01,3548,0.00,0.98,-1.50,1.0000,39.00,57,0,0,0,21,61.40,0.00,-4.78,21.57
199957,-1.80,0.96,3539,0.00,0.98,-1.50,1.0000,40.00,57,0,0,0,21,56.79,0.00,-4.81,20.78
199957,-1.50,0.94,3569,0.00,0.98,-1.50,1.0000,40.00,57,0,0,0,21,54.94,0.00,-4.81,20.39
200132,-1.13,0.89,3571,0.00,0.98,-1.50,1.0000,41.00,57,0,0,0,21,52.81,0.00,-4.81,20.00
200156,-0.79,0.87,3558,0.00,0.99,-1.50,1.0000,42.50,57,0,0,0,21,51.56,0.00,-4.81,20.00
200336,-0.68,0.87,3596,0.00,0.99,-1.50,1.0000,42.50,57,0,0,0,21,51.85,0.00,-4.81,20.00
200359,-0.58,0.87,3605,0.00,0.99,-1.50,1.0000,43.00,57,0,0,0,21,52.42,0.00,-4.83,20.00
200368,-0.49,0.86,3588,0.00,0.99,-1.50,1.0000,43.00,57,0,0,0,21,53.71,0.00,-4.83,20.00
200550,-0.39,0.86,3609,0.00,0.99,-1.50,1.0000,42.50,57,0,0,0,21,51.71,0.00,-4.83,20.00
200571,2.00,0.45,3574,0.00,1.09,-1.50,1.0000,44.50,57,0,0,0,21,26.02,0.00,-4.83,13.33
200574,0.35,0.73,3594,0.00,0.99,-1.50,1.0000,43.50,57,0,0,0,21,41.68,0.00,-4.83,17.65
200738,4.28,0.20,3578,0.00,1.00,-1.50,1.0000,37.50,57,0,0,0,21,11.50,0.00,-4.83,8.63
200810,5.40,0.21,3556,0.00,1.01,-1.50,1.0000,35.00,57,0,0,0,21,10.05,0.00,-4.81,8.24
200813,5.92,0.18,3530,0.00,1.01,-1.50,1.0000,33.50,57,0,0,0,21,10.69,0.00,-4.83,7.84
200978,6.29,0.19,3506,0.00,1.01,-1.50,1.0000,31.50,57,0,0,0,21,10.94,0.00,-4.81,7.84
201014,6.32,0.19,3457,0.00,1.01,-1.50,1.0000,29.50,57,0,0,0,21,10.69,0.00,-4.78,7.84
201014,5.93,0.28,3372,0.00,1.00,-1.50,1.0000,38.50,57,0,0,0,21,20.06,0.00,-4.76,11.76
201179,4.82,0.44,3253,0.00,0.87,-1.50,1.0000,44.50,57,0,0,0,21,27.30,0.00,-4.72,13.73
201202,3.36,0.65,2841,0.00,0.86,0.00,1.0000,46.50,57,0,0,0,21,30.57,0.00,-4.70,14.90
201214,2.47,0.71,2578,0.00,0.88,0.00,1.0000,45.50,57,0,0,0,21,25.66,0.00,-4.93,14.90
201394,2.11,0.56,2744,0.00,0.98,0.00,1.0000,42.00,57,0,0,0,21,29.96,0.00,-5.14,14.51
201406,1.13,0.80,2629,0.00,0.91,0.00,1.0000,45.00,57,0,0,0,21,33.77,0.00,-5.09,17.25
201545,0.73,0.78,2642,0.00,0.98,0.00,1.0000,43.00,57,0,0,0,21,33.70,0.00,-5.07,16.47
201548,0.61,0.80,2720,0.00,0.88,0.00,1.0000,43.00,57,0,0,0,21,37.96,0.00,-5.12,17.65
201594,0.70,0.75,2699,0.00,0.98,0.00,1.0000,43.00,57,0,0,0,21,34.75,0.00,-5.10,16.86
201774,0.61,0.80,2668,0.00,0.98,0.00,1.0000,42.50,57,0,0,0,21,35.68,0.00,-5.09,17.25
201785,0.52,0.79,2712,0.00,0.98,0.00,1.0000,41.50,57,0,0,0,21,35.62,0.00,-5.09,17.25
201794,0.50,0.80,2669,0.00,0.98,0.00,1.0000,42.00,57,0,0,0,21,35.81,0.00,-5.09,17.25
201953,0.42,0.78,2694,0.00,0.98,0.00,1.0000,41.50,57,0,0,0,21,35.76,0.00,-5.09,17.25
201990,0.41,0.85,2692,0.00,0.98,0.00,1.0000,41.50,57,0,0,0,21,35.35,0.00,-5.09,17.25
202069,0.62,0.76,2700,0.00,0.98,0.00,1.0000,42.50,57,0,0,0,21,33.64,0.00,-5.09,16.08
202180,0.74,0.73,2688,0.00,0.99,0.00,1.0000,43.00,57,0,0,0,21,33.00,0.00,-5.09,16.08
202190,0.80,0.75,2701,0.00,0.99,0.00,1.0000,43.50,57,0,0,0,21,34.13,0.00,-5.09,16.08
202390,0.76,0.76,2706,0.00,0.99,0.00,1.0000,43.00,57,0,0,0,21,34.13,0.00,-5.07,16.47
202393,0.72,0.77,2692,0.00,0.99,0.00,1.0000,43.50,57,0,0,0,21,34.80,0.00,-5.07,16.47
202393,0.85,0.74,2688,0.00,0.99,0.00,1.0000,43.00,57,0,0,0,21,35.32,0.00,-5.07,16.08
202572,1.29,0.69,2698,0.00,0.99,0.00,1.0000,45.00,57,0,0,0,21,31.26,0.00,-5.09,15.29
202581,1.23,0.69,2709,0.00,0.99,0.00,1.0000,44.50,57,0,0,0,21,31.15,0.00,-5.09,15.29
202583,1.07,0.63,2705,0.00,0.99,0.00,1.0000,44.00,57,0,0,0,21,30.82,0.00,-5.09,15.29
202789,1.31,0.69,2708,0.00,0.99,0.00,1.0000,44.50,57,0,0,0,21,31.26,0.00,-5.09,15.29
202836,1.32,0.69,2712,0.00,0.99,0.00,1.0000,45.00,57,0,0,0,21,31.26,0.00,-5.07,15.29
202836,1.32,0.68,2696,0.00,0.99,0.00,1.0000,45.00,57,0,0,0,21,33.21,0.00,-5.07,14.90
203037,1.46,0.66,2701,0.00,0.99,0.00,1.0000,45.00,57,0,0,0,21,29.43,0.00,-5.07,14.90
