Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
1404,8.29,1.37,850,0.00,0.99,0.00,1.0000,20.50,48,3,1,2,10,19.36,7.45,-2.82,72.94
1562,6.30,1.97,952,0.00,0.67,0.00,1.0000,11.00,48,3,1,2,11,30.77,7.45,-0.58,100.00
1598,2.89,1.26,1143,0.00,0.93,0.00,1.0000,8.50,48,3,1,2,11,21.43,9.80,2.24,100.00
1612,3.34,1.11,1531,0.00,0.93,0.00,1.0000,12.50,48,3,1,2,11,27.51,12.16,2.40,100.00
1797,3.42,1.14,1822,0.00,0.89,0.00,1.0000,17.50,48,3,1,2,11,32.67,9.80,2.84,47.84
1815,2.21,1.03,2151,0.00,0.89,0.00,1.0000,26.50,48,3,1,2,11,37.51,3.14,2.92,32.55
1871,1.87,1.06,2456,0.00,0.94,0.00,1.0000,30.50,48,3,1,2,11,43.16,0.00,1.49,27.84
2004,1.42,1.07,2624,0.00,0.96,0.00,1.0000,31.00,48,3,1,2,11,45.85,0.00,0.70,24.31
2081,1.04,0.99,2635,0.00,1.00,0.00,1.0000,31.50,46,3,1,2,11,43.86,0.00,-0.44,21.96
2199,1.68,1.03,2523,0.00,0.94,0.00,1.0000,29.50,46,3,1,2,11,44.21,0.00,-1.64,23.14
2215,3.42,1.32,2399,0.00,0.86,0.00,1.0000,24.00,46,3,1,2,11,52.76,10.20,-0.23,29.41
2215,2.14,1.20,2436,0.00,0.89,0.00,1.0000,26.50,46,3,1,2,11,50.35,0.00,-1.60,27.06
2419,2.21,1.31,2329,0.00,0.89,0.00,1.0000,22.00,46,3,1,2,11,51.43,0.39,1.16,28.63
2465,1.51,1.33,2202,0.00,0.93,0.00,1.0000,21.50,46,3,1,2,11,49.54,0.00,0.81,27.84
2609,0.66,1.34,2018,0.00,0.94,0.00,1.0000,20.00,46,3,1,2,11,46.67,0.00,0.39,27.06
2637,-0.34,1.41,1720,0.00,0.94,0.00,1.0000,15.50,46,3,1,2,11,43.13,0.00,-0.25,26.27
2637,-0.64,1.49,1552,0.00,0.94,0.00,1.0000,11.50,46,3,1,2,11,40.06,0.00,-0.91,27.84
2637,0.90,1.46,1360,0.00,0.89,0.00,1.0000,7.50,46,3,1,2,11,35.35,0.00,0.89,27.06
2830,1.36,1.38,1404,0.00,0.92,0.00,1.0000,7.00,46,3,1,2,11,31.33,1.18,1.70,29.02
2844,2.18,1.55,1710,0.00,0.95,0.00,1.0000,12.00,46,3,1,2,11,41.97,29.02,2.11,90.59
2844,2.79,1.38,1950,0.00,0.86,0.00,1.0000,17.50,46,3,1,2,11,45.07,31.37,2.98,100.00
3027,2.89,1.45,1930,0.00,0.95,0.00,1.0000,17.50,46,3,1,2,11,48.30,25.10,4.25,63.53
3027,2.05,1.46,1827,0.00,0.95,0.00,1.0000,16.00,46,3,1,2,11,45.33,16.86,4.47,41.18
3206,1.15,1.44,2004,0.00,0.96,0.00,1.0000,17.00,46,3,1,2,11,46.38,21.18,2.80,41.18
3231,1.73,1.45,2228,0.00,0.96,0.00,1.0000,20.00,46,3,1,2,11,51.55,26.67,3.27,42.75
3231,2.00,1.45,2345,0.00,0.96,0.00,1.0000,20.50,46,3,1,2,11,59.00,35.69,3.69,39.61
3355,0.08,1.51,2342,0.00,0.97,0.00,1.0000,20.00,46,3,1,2,11,57.52,1.96,3.62,32.55
3442,-0.90,1.49,2427,0.00,0.96,0.00,1.0000,20.50,46,3,1,2,11,58.11,7.06,1.70,31.76
3451,-0.36,1.48,2579,0.00,0.95,0.00,1.0000,21.50,46,3,1,2,11,62.28,4.71,0.52,31.76
3608,-0.60,1.43,2722,0.00,0.93,0.00,1.0000,23.00,46,3,1,2,11,65.94,2.35,0.91,30.59
3643,-0.62,1.43,2802,0.00,0.92,0.00,1.0000,25.00,46,3,1,2,11,66.77,0.00,0.52,28.63
3643,-1.27,1.34,2892,0.00,0.91,0.00,1.0000,27.00,46,3,1,2,11,63.78,0.00,-0.19,26.27
3826,-1.40,1.32,3015,0.00,0.93,0.00,1.0000,28.50,46,3,1,2,11,65.77,0.00,-0.97,26.27
3845,-1.52,1.32,3123,0.00,0.93,0.00,1.0000,30.00,46,3,1,2,11,66.77,0.00,-0.89,25.88
3907,-1.99,1.24,3221,0.00,0.93,0.00,1.0000,33.50,46,3,1,2,11,64.28,0.00,-1.08,23.92
4046,-2.13,1.15,3289,0.00,0.94,0.00,1.0000,35.50,46,3,1,2,11,61.45,0.00,-1.62,22.75
4074,-2.21,1.11,3358,0.00,0.98,0.00,1.0000,37.50,46,3,1,2,11,60.00,0.00,-2.32,21.57
4234,-2.20,1.00,3452,0.00,0.98,0.00,1.0000,39.50,46,3,1,2,11,56.11,0.00,-3.71,20.00
4299,-1.59,0.79,3539,0.00,1.05,0.00,1.0000,43.50,46,3,1,2,11,42.51,0.00,-3.75,15.29
4410,2.37,0.30,3524,0.00,1.26,0.00,1.0000,37.00,46,3,1,2,11,14.85,0.00,-3.79,9.02
4435,4.95,0.18,3537,0.00,1.35,0.00,1.0000,35.00,46,3,1,2,11,11.07,0.00,-3.81,8.63
4481,5.11,0.17,3550,0.00,1.21,0.00,1.0000,33.00,46,3,1,2,11,9.94,0.00,-3.81,8.63
4621,6.97,0.19,3304,0.00,0.99,0.00,1.0000,27.50,46,3,1,2,11,10.76,0.00,-3.77,8.63
4621,6.97,0.18,3393,0.00,0.99,0.00,1.0000,29.00,46,3,1,2,11,10.20,0.00,-3.81,8.63
4621,6.74,0.17,3497,0.00,0.99,0.00,1.0000,31.00,46,3,1,2,11,9.38,0.00,-4.80,8.63
4668,6.92,0.21,3184,0.00,0.99,0.00,1.0000,25.50,46,3,1,2,11,11.13,0.00,-3.71,8.63
4855,6.69,0.22,3095,0.00,0.99,0.00,1.0000,24.00,46,3,1,2,11,11.50,0.00,-3.67,7.84
4855,6.44,0.21,2972,0.00,0.99,0.00,1.0000,22.00,46,3,1,2,11,11.01,0.00,-3.69,7.84
5059,6.26,0.23,2850,0.00,0.99,0.00,1.0000,20.50,46,3,1,2,11,11.01,0.00,-3.79,7.84
5106,6.19,0.20,2754,0.00,0.99,0.00,1.0000,19.00,46,3,1,2,11,8.92,0.00,-3.89,7.06
5231,6.22,0.20,2627,0.00,0.99,0.00,1.0000,17.50,46,3,1,2,11,8.93,0.00,-3.96,7.06
5266,5.35,0.21,2469,0.00,0.83,0.00,1.0000,16.00,46,3,1,2,11,8.97,0.00,-0.14,7.06
5266,5.21,0.23,2275,0.00,0.83,0.00,1.0000,15.00,46,3,1,2,11,8.93,0.00,-5.16,6.67
5311,5.16,0.24,2092,0.00,0.83,0.00,1.0000,24.00,46,3,1,2,11,8.57,0.00,-5.22,6.27
5435,5.21,0.25,2002,0.00,0.83,0.00,1.0000,24.00,46,3,1,2,11,8.23,0.00,-5.14,5.88
5496,5.17,0.23,2008,0.00,0.83,0.00,1.0000,24.00,46,3,1,2,11,7.72,0.00,-5.07,5.88
5496,5.17,0.22,2049,0.00,0.83,0.00,1.0000,27.50,46,3,1,2,11,7.13,0.00,-5.03,5.88
5703,5.20,0.21,2142,0.00,0.83,0.00,1.0000,32.50,46,3,1,2,11,7.36,0.00,-5.03,5.88
5716,5.25,0.22,2156,0.00,0.83,0.00,1.0000,37.50,46,3,1,2,11,8.23,0.00,-5.05,7.06
5777,5.53,0.25,2118,0.00,0.83,0.00,1.0000,40.50,46,3,1,2,11,9.18,0.00,-5.10,7.06
5903,5.59,0.26,2102,0.00,0.83,0.00,1.0000,40.50,46,3,1,2,11,8.70,0.00,-5.10,6.27
5919,5.66,0.23,2059,0.00,0.83,0.00,1.0000,40.50,46,3,1,2,11,7.76,0.00,-5.09,5.88
5919,5.72,0.23,2053,0.00,0.83,0.00,1.0000,40.00,46,3,1,2,11,7.76,0.00,-5.07,5.88
6091,5.76,0.21,2086,0.00,0.83,0.00,1.0000,40.50,46,3,1,2,11,7.24,0.00,-5.07,6.27
6106,5.75,0.24,2100,0.00,0.83,0.00,1.0000,29.50,46,3,1,2,11,9.13,0.00,-5.05,7.84
6106,5.70,0.31,2091,0.00,0.83,0.00,1.0000,40.50,46,3,1,2,11,11.01,0.00,-5.07,8.24
6310,5.48,0.32,2069,0.00,0.83,0.00,1.0000,41.00,46,3,1,2,11,11.13,0.00,-5.07,8.24
6371,5.19,0.32,2076,0.00,0.99,0.00,1.0000,41.00,46,3,1,2,11,11.03,0.00,-5.07,8.24
6500,5.10,0.33,2055,0.00,0.95,0.00,1.0000,41.00,46,3,1,2,11,11.36,0.00,-5.07,8.24
6536,5.06,0.32,2068,0.00,0.95,0.00,1.0000,41.00,46,3,1,2,11,11.40,0.00,-5.07,8.24
6549,5.06,0.36,2055,0.00,0.95,0.00,1.0000,41.00,46,3,1,2,11,12.55,0.00,-5.05,8.63
6706,4.96,0.37,2063,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,12.33,0.00,-5.07,8.63
6731,4.82,0.37,2058,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,12.76,0.00,-5.05,9.02
6731,4.88,0.36,2046,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,12.60,0.00,-5.07,9.02
6878,4.73,0.38,2049,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,12.98,0.00,-5.05,9.02
6892,4.62,0.36,2061,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,12.62,0.00,-5.05,9.02
6969,4.56,0.37,2046,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,12.92,0.00,-5.07,9.02
7107,4.58,0.38,2054,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,13.02,0.00,-5.07,8.63
7136,4.56,0.36,2050,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,12.52,0.00,-5.05,8.63
7136,4.61,0.34,2059,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,11.60,0.00,-5.05,8.24
7330,4.68,0.34,2042,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,11.30,0.00,-5.07,8.24
7356,4.72,0.35,2060,0.00,0.96,0.00,1.0000,41.50,46,3,1,2,11,11.64,0.00,-5.05,7.84
7417,4.85,0.34,2047,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,11.41,0.00,-5.05,7.84
7562,4.86,0.35,2048,0.00,0.95,0.00,1.0000,41.00,46,3,1,2,11,12.23,0.00,-5.05,9.02
7575,4.80,0.39,2050,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,13.43,0.00,-5.05,9.41
7575,4.64,0.41,2068,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,13.88,0.00,-5.05,9.41
7763,4.50,0.42,2049,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,13.98,0.00,-5.05,9.41
7778,4.41,0.40,2054,0.00,0.96,0.00,1.0000,42.00,46,3,1,2,11,13.80,0.00,-5.05,9.41
7917,4.24,0.40,2058,0.00,0.98,0.00,1.0000,40.00,46,3,1,2,11,13.51,0.00,-5.05,8.63
7917,4.30,0.40,2043,0.00,0.97,0.00,1.0000,41.00,46,3,1,2,11,13.28,0.00,-5.05,9.41
7971,4.18,0.36,2049,0.00,0.99,0.00,1.0000,38.00,46,3,1,2,11,12.49,0.00,-5.05,8.63
8121,4.19,0.37,2059,0.00,0.99,0.00,1.0000,37.00,46,3,1,2,11,12.90,0.00,-5.05,8.63
8173,4.19,0.37,2058,0.00,0.99,0.00,1.0000,35.50,46,3,1,2,11,12.43,0.00,-5.05,8.24
8184,4.24,0.34,2074,0.00,0.99,0.00,1.0000,34.00,46,3,1,2,11,11.78,0.00,-5.05,8.24
8363,4.33,0.36,2046,0.00,0.99,0.00,1.0000,33.00,46,3,1,2,11,12.33,0.00,-5.07,8.24
8371,4.38,0.35,2047,0.00,0.99,0.00,1.0000,31.50,46,3,1,2,11,11.95,0.00,-5.07,7.84
8419,4.48,0.34,2055,0.00,0.99,0.00,1.0000,30.50,46,3,1,2,11,11.72,0.00,-5.05,7.45
8561,4.55,0.31,2064,0.00,0.99,0.00,1.0000,29.00,46,3,1,2,11,10.61,0.00,-5.05,7.45
8621,4.73,0.30,2036,0.00,0.99,0.00,1.0000,27.50,46,3,1,2,11,10.15,0.00,-5.05,7.06
8763,4.81,0.30,2032,0.00,0.99,0.00,1.0000,26.50,46,3,1,2,11,10.19,0.00,-5.07,7.06
8903,4.90,0.28,2000,0.00,1.00,0.00,1.0000,25.50,46,3,1,2,11,9.41,0.00,-5.05,6.67
8985,5.04,0.27,2039,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,8.91,0.00,-5.03,6.27
8985,5.08,0.24,2070,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,8.15,0.00,-5.03,5.88
9005,5.53,0.24,2004,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,8.02,0.00,-5.07,5.88
9005,5.38,0.23,2044,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,7.93,0.00,-5.05,5.88
9217,5.62,0.24,1986,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,8.02,0.00,-5.05,5.88
9343,5.66,0.23,2046,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,7.63,0.00,-5.03,5.88
9449,5.67,0.22,1996,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,7.47,0.00,-5.05,5.88
9564,5.72,0.24,1956,0.00,1.00,0.00,1.0000,24.00,46,3,1,2,11,7.76,0.00,-5.03,5.88
9564,5.73,0.24,1979,0.00,1.00,0.00,1.0000,25.00,46,3,1,2,11,7.59,0.00,-5.07,5.88
9715,5.73,0.25,1988,0.00,1.00,0.00,1.0000,29.00,46,3,1,2,11,9.30,0.00,-5.07,8.24
9766,5.41,0.36,1958,0.00,0.91,0.00,1.0000,33.50,46,3,1,2,11,12.31,0.00,-5.03,9.02
9766,4.93,0.41,1972,0.00,0.77,0.00,1.0000,39.50,46,3,1,2,11,13.29,0.00,-5.05,9.41
9935,4.59,0.41,2016,0.00,0.82,0.00,1.0000,32.50,46,3,1,2,11,13.95,0.00,-5.07,10.20
9970,4.42,0.45,2033,0.00,0.82,0.00,1.0000,33.00,46,3,1,2,11,15.10,0.00,-5.05,10.20
9970,4.18,0.46,1938,0.00,0.82,0.00,1.0000,41.50,46,3,1,2,11,14.96,0.00,-5.05,9.80
9970,4.06,0.43,1919,0.00,0.82,0.00,1.0000,41.00,46,3,1,2,11,13.22,0.00,-5.03,9.02
9970,4.00,0.38,1963,0.00,0.99,0.00,1.0000,41.50,46,3,1,2,11,12.27,0.00,-5.10,9.02
10146,4.16,0.37,2013,0.00,0.95,0.00,1.0000,29.00,46,3,1,2,11,12.11,0.00,-5.09,9.41
10167,4.23,0.39,1983,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,13.32,0.00,-5.05,9.80
10167,4.19,0.43,1958,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,13.95,0.00,-5.03,9.80
10326,4.02,0.44,1974,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,14.31,0.00,-5.03,9.80
10361,3.96,0.44,2000,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,14.88,0.00,-5.07,10.20
10361,3.94,0.45,2012,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,15.61,0.00,-5.05,10.59
10481,3.93,0.47,1975,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,15.36,0.00,-5.03,10.59
10594,3.57,0.48,2008,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,15.68,0.00,-5.03,10.59
10655,3.58,0.46,2012,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,15.80,0.00,-5.05,11.37
10764,3.50,0.61,2022,0.00,0.95,0.00,1.0000,41.50,46,3,1,2,11,23.00,0.00,-5.03,15.69
10799,2.61,0.80,2054,0.00,0.70,0.00,1.0000,41.50,46,3,1,2,11,26.71,0.00,-5.05,14.12
10799,1.76,0.70,2057,0.00,0.94,0.00,1.0000,42.00,46,3,1,2,11,24.19,0.00,-5.03,13.73
10969,1.51,0.70,2044,0.00,0.94,0.00,1.0000,42.00,46,3,1,2,11,22.99,0.00,-5.05,12.55
11004,1.45,0.54,2090,0.00,0.94,0.00,1.0000,42.00,46,3,1,2,11,18.40,0.00,-5.05,11.76
11004,2.22,0.59,2083,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,21.68,0.00,-5.07,13.33
11184,2.10,0.60,2102,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,19.55,0.00,-5.07,11.37
11208,2.22,0.53,2096,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,18.68,0.00,-5.07,11.76
11371,2.56,0.62,2129,0.00,0.97,0.00,1.0000,42.50,46,3,1,2,11,22.33,0.00,-5.09,13.33
11371,2.62,0.59,2124,0.00,0.95,0.00,1.0000,42.00,46,3,1,2,11,21.37,0.00,-5.07,12.94
11406,2.30,0.64,2144,0.00,0.98,0.00,1.0000,42.50,46,3,1,2,11,23.45,0.00,-5.09,13.33
11559,2.08,0.61,2159,0.00,0.99,0.00,1.0000,42.50,46,3,1,2,11,21.24,0.00,-5.10,12.16
11594,2.18,0.56,2158,0.00,0.99,0.00,1.0000,42.50,46,3,1,2,11,20.26,0.00,-5.10,12.16
11594,2.34,0.57,2177,0.00,0.99,0.00,1.0000,42.50,46,3,1,2,11,20.95,0.00,-5.10,13.33
11766,2.33,0.64,2178,0.00,0.99,0.00,1.0000,43.00,46,3,1,2,11,23.61,0.00,-5.10,14.12
11808,2.13,0.68,2193,0.00,0.99,0.00,1.0000,43.00,46,3,1,2,11,25.14,0.00,-5.10,14.51
11969,1.86,0.68,2215,0.00,0.98,0.00,1.0000,43.00,46,3,1,2,11,24.95,0.00,-5.10,14.12
11985,1.68,0.67,2231,0.00,0.99,0.00,1.0000,43.50,46,3,1,2,11,24.40,0.00,-5.12,14.12
12172,1.68,0.65,2228,0.00,0.99,0.00,1.0000,43.50,46,3,1,2,11,24.49,0.00,-5.12,14.90
12185,1.61,0.68,2250,0.00,0.99,0.00,1.0000,43.50,46,3,1,2,11,25.23,0.00,-5.14,14.90
12185,1.49,0.70,2266,0.00,0.98,0.00,1.0000,43.50,46,3,1,2,11,26.09,0.00,-5.14,15.29
12246,1.37,0.72,2265,0.00,0.98,0.00,1.0000,44.00,46,3,1,2,11,27.71,0.00,-5.14,15.69
12361,1.15,0.74,2282,0.00,0.98,0.00,1.0000,43.00,46,3,1,2,11,28.63,0.00,-5.16,15.69
12387,1.02,0.74,2295,0.00,0.98,0.00,1.0000,42.50,46,3,1,2,11,28.53,0.00,-5.16,16.08
12387,1.00,0.79,2323,0.00,0.98,0.00,1.0000,42.00,46,3,1,2,11,33.57,0.00,-5.18,20.00
12579,0.84,1.03,2371,0.00,0.79,0.00,1.0000,36.00,46,3,1,2,11,39.93,0.00,-5.16,21.57
12593,-1.08,1.04,2381,0.00,0.89,0.00,1.0000,32.00,46,3,1,2,11,40.94,0.00,-5.18,21.57
12781,-1.47,1.02,2363,0.00,0.97,0.00,1.0000,31.00,46,3,1,2,11,40.30,0.00,-5.20,21.18
12781,-1.60,1.00,2412,0.00,0.97,0.00,1.0000,30.00,46,3,1,2,11,40.18,0.00,-5.22,21.57
12795,-1.29,1.05,2436,0.00,0.97,0.00,1.0000,29.00,46,3,1,2,11,43.52,0.00,-5.20,22.35
12952,-1.52,1.06,2454,0.00,0.98,0.00,1.0000,28.50,45,3,1,2,11,42.75,0.00,-4.87,22.35
12966,-1.84,1.02,2485,0.00,0.98,0.00,1.0000,28.50,45,3,1,2,11,41.07,0.00,-5.05,20.78
13160,-1.95,0.97,2509,0.00,0.98,0.00,1.0000,29.50,45,3,1,2,11,41.59,0.00,-5.18,20.78
13170,-1.50,0.98,2550,0.00,0.98,0.00,1.0000,30.00,45,3,1,2,11,41.07,0.00,-5.16,20.78
13170,-1.51,0.98,2578,0.00,0.98,0.00,1.0000,30.50,45,3,1,2,11,42.23,0.00,-5.16,20.78
13325,-1.55,1.01,2603,0.00,0.98,0.00,1.0000,30.00,45,3,1,2,11,42.88,0.00,-5.14,20.78
13360,-1.54,0.98,2623,0.00,0.98,0.00,1.0000,29.50,45,3,1,2,11,43.00,0.00,-5.14,20.78
13360,-1.53,0.97,2640,0.00,0.99,0.00,1.0000,30.50,45,3,1,2,11,42.10,0.00,-5.12,20.39
13529,-1.46,0.97,2666,0.00,0.99,0.00,1.0000,31.50,45,3,1,2,11,43.26,0.00,-5.10,20.39
13575,-1.32,0.96,2700,0.00,0.99,0.00,1.0000,32.50,45,3,1,2,11,42.10,0.00,-5.09,19.61
13575,-1.08,0.93,2726,0.00,0.99,0.00,1.0000,34.00,45,3,1,2,11,41.20,0.00,-5.09,19.61
13706,-0.91,0.93,2734,0.00,0.99,0.00,1.0000,35.50,45,3,1,2,11,42.36,0.00,-5.07,20.00
13829,-0.87,0.94,2775,0.00,0.99,0.00,1.0000,36.00,45,3,1,2,11,43.26,0.00,-5.07,20.00
13949,-0.97,0.94,2787,0.00,0.99,0.00,1.0000,36.50,45,3,1,2,11,43.91,0.00,-5.07,20.00
13984,-0.99,0.95,2802,0.00,0.99,0.00,1.0000,37.50,45,3,1,2,11,43.39,0.00,-5.05,19.61
13984,-0.97,0.91,2841,0.00,0.99,0.00,1.0000,38.50,45,3,1,2,11,42.88,0.00,-5.03,19.61
14170,-0.87,0.89,2846,0.00,0.99,0.00,1.0000,40.00,45,3,1,2,11,42.49,0.00,-5.01,19.61
14170,-0.65,0.92,2878,0.00,0.99,0.00,1.0000,40.00,45,3,1,2,11,43.78,0.00,-4.99,19.61
14170,-0.65,0.90,2891,0.00,0.99,0.00,1.0000,40.50,45,3,1,2,11,43.78,0.00,-4.97,19.61
14346,-0.60,0.90,2919,0.00,0.99,0.00,1.0000,41.00,45,3,1,2,11,43.52,0.00,-4.97,19.61
14424,-0.54,0.89,2921,0.00,0.99,0.00,1.0000,41.50,45,3,1,2,11,44.42,0.00,-4.93,19.61
14549,-0.50,0.89,2948,0.00,0.99,0.00,1.0000,41.50,45,3,1,2,11,43.52,0.00,-4.91,20.00
14594,-0.44,0.93,2982,0.00,0.99,0.00,1.0000,41.50,45,3,1,2,11,47.74,0.00,-4.87,21.96
14594,0.49,1.08,3002,0.00,0.92,0.00,1.0000,39.00,45,3,1,2,11,56.19,0.00,-3.83,26.27
14594,0.87,1.28,3061,0.00,0.86,0.00,1.0000,33.50,45,3,1,2,11,65.61,0.00,-2.28,29.41
14778,-0.50,1.27,3076,0.00,0.93,0.00,1.0000,32.50,45,3,1,2,11,64.28,0.00,-1.30,29.02
14843,-1.01,1.26,3076,0.00,0.93,0.00,1.0000,32.50,45,3,1,2,11,63.45,0.00,-1.55,28.24
14983,-1.27,1.25,3131,0.00,0.94,0.00,1.0000,33.00,45,3,1,2,11,65.11,0.00,-1.72,27.84
14996,-1.26,1.26,3163,0.00,0.94,0.00,1.0000,33.00,45,3,1,2,11,66.93,0.00,-1.86,28.63
14996,-1.24,1.31,3209,0.00,0.95,0.00,1.0000,33.00,45,3,1,2,11,69.40,0.00,-1.62,28.63
15155,-1.82,1.30,3253,0.00,0.95,0.00,1.0000,33.50,45,3,1,2,11,70.20,0.00,-1.90,28.63
15190,-1.77,1.43,3288,0.00,0.95,0.00,1.0000,35.50,43,3,1,2,11,77.21,0.00,-1.74,30.59
15190,-1.94,1.44,3333,0.00,0.93,0.00,1.0000,34.00,43,3,1,2,11,79.47,0.78,-1.16,31.76
15358,-1.45,1.53,3370,0.00,0.91,0.00,1.0000,32.50,43,3,1,2,11,87.25,11.76,-0.99,33.33
15437,-1.87,1.56,3412,0.00,0.90,0.00,1.0000,31.50,43,3,1,2,11,90.92,6.27,-0.10,32.94
15559,-2.66,1.59,3454,0.00,0.88,0.00,1.0000,31.50,43,3,1,2,11,92.11,8.24,0.02,32.55
15594,-2.76,1.65,3531,0.00,0.86,0.00,1.0000,31.50,43,3,1,2,11,97.11,7.45,-0.35,32.94
15594,-3.17,1.66,3583,0.00,0.86,0.00,1.0000,31.00,43,3,1,2,11,98.06,6.67,-0.27,32.16
15785,-3.86,1.62,3612,0.00,0.86,0.00,1.0000,31.00,43,3,1,2,11,97.58,3.53,-0.64,31.37
