Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
847,10.51,1.53,3272,0.00,0.91,0.00,1.0000,32.50,52,6,2,2,21,84.10,46.67,12.05,100.00
1038,10.18,1.62,3298,0.00,0.89,0.00,1.0000,31.50,52,6,2,2,21,88.58,45.49,11.27,100.00
1065,9.52,1.70,3328,0.00,0.85,0.00,1.0000,30.50,52,6,2,2,21,94.49,43.92,11.52,100.00
1079,9.20,1.79,3365,0.00,0.84,0.00,1.0000,29.50,52,6,2,2,21,102.70,44.31,11.60,100.00
1265,7.84,1.90,3375,0.00,0.82,0.00,1.0000,28.00,52,6,2,2,21,109.13,42.75,11.99,100.00
1265,6.64,2.02,3414,0.00,0.83,0.00,1.0000,25.50,52,6,2,2,21,113.96,41.57,11.02,100.00
1300,5.19,2.19,3475,0.00,0.78,0.00,1.0000,23.50,50,6,2,2,21,126.60,39.61,10.46,100.00
1468,2.30,2.35,3507,0.00,0.77,0.00,1.0000,21.00,50,6,2,2,21,136.86,38.43,10.31,100.00
1524,-0.78,2.68,3570,0.00,0.75,0.00,1.0000,16.50,50,6,2,2,21,159.36,27.45,8.97,100.00
1524,0.25,2.58,3532,0.00,0.77,0.00,1.0000,18.00,50,6,2,2,21,150.91,34.12,9.77,100.00
1718,-2.18,2.75,3645,0.00,0.76,0.00,1.0000,16.50,50,6,2,2,21,171.71,22.75,9.11,100.00
1815,-3.33,2.73,3657,0.00,0.76,0.00,1.0000,16.00,50,6,2,2,21,168.08,17.25,8.97,91.76
1862,-5.72,2.59,3712,0.00,0.76,0.00,1.0000,16.00,50,6,2,2,21,160.01,13.33,6.90,82.75
1862,-5.68,2.50,3756,0.00,0.77,0.00,1.0000,16.50,50,6,2,2,21,156.28,9.41,6.88,89.80
2008,-4.19,2.35,3793,0.00,0.78,0.00,1.0000,18.50,50,6,2,2,21,149.93,9.41,7.31,93.33
2034,-3.79,2.30,3869,0.00,0.79,0.00,1.0000,19.50,50,6,2,2,21,146.67,9.02,7.29,86.67
2034,-2.90,2.24,3868,0.00,0.80,0.00,1.0000,21.00,50,6,2,2,21,147.65,10.20,6.96,93.73
2173,-2.47,2.24,3915,0.00,0.80,0.00,1.0000,22.50,50,6,2,2,21,146.34,10.59,7.12,96.08
2218,-1.87,2.21,3982,0.00,0.81,0.00,1.0000,23.00,48,6,2,2,21,148.30,13.33,7.10,100.00
2398,-0.55,2.24,4012,0.00,0.81,0.00,1.0000,23.00,48,6,2,2,21,151.23,13.73,7.23,100.00
2424,-0.27,2.28,4063,0.00,0.81,0.00,1.0000,22.50,48,6,2,2,21,154.85,13.73,8.43,100.00
2438,-0.23,2.34,4104,0.00,0.80,0.00,1.0000,21.50,48,6,2,2,21,159.66,13.73,8.57,100.00
2613,-1.09,2.38,4140,0.00,0.80,0.00,1.0000,21.50,48,6,2,2,21,162.82,11.37,8.70,100.00
2640,-0.92,2.42,4186,0.00,0.80,0.00,1.0000,20.50,48,6,2,2,21,164.22,11.37,8.04,100.00
2640,-0.98,2.38,4218,0.00,0.80,0.00,1.0000,21.00,48,6,2,2,21,167.02,9.80,8.31,100.00
2789,-1.24,2.39,4254,0.00,0.80,0.00,1.0000,21.00,48,6,2,2,21,167.37,10.59,8.33,100.00
2815,-1.08,2.39,4284,0.00,0.80,0.00,1.0000,21.00,48,6,2,2,21,170.88,10.20,8.08,100.00
2815,-1.01,2.37,4325,0.00,0.80,0.00,1.0000,21.00,48,6,2,2,21,172.71,10.59,8.24,100.00
2988,-0.80,2.40,4392,0.00,0.80,0.00,1.0000,21.00,48,6,2,2,21,175.27,10.59,8.39,100.00
3039,-0.34,2.39,4404,0.00,0.80,0.00,1.0000,21.50,48,6,2,2,21,173.76,10.98,8.53,100.00
3050,-0.38,2.38,4453,0.00,0.80,0.00,1.0000,20.50,46,6,2,2,21,178.27,10.98,8.80,100.00
3243,-0.23,2.40,4504,0.00,0.80,0.00,1.0000,21.00,46,6,2,2,21,180.53,10.59,8.80,100.00
3268,-0.44,2.40,4518,0.00,0.79,0.00,1.0000,20.50,46,6,2,2,21,180.90,10.20,9.01,100.00
3268,-0.55,2.41,4591,0.00,0.80,0.00,1.0000,21.00,46,6,2,2,21,183.91,9.80,8.80,100.00
3438,-0.62,2.41,4630,0.00,0.80,0.00,1.0000,20.50,46,6,2,2,21,185.79,10.20,8.66,100.00
3509,-0.48,2.40,4649,0.00,0.80,0.00,1.0000,20.50,46,6,2,2,21,189.95,10.20,8.80,100.00
3629,-0.10,2.41,4700,0.00,0.80,0.00,1.0000,21.00,46,6,2,2,21,188.42,10.20,8.95,100.00
3644,0.27,2.46,4756,0.00,0.80,0.00,1.0000,21.00,46,6,2,2,21,191.13,10.59,9.18,100.00
3703,0.09,2.43,4748,0.00,0.79,0.00,1.0000,21.00,46,6,2,2,21,193.89,10.20,9.49,100.00
3814,-0.18,2.42,4810,0.00,0.79,0.00,1.0000,21.50,46,6,2,2,21,194.70,10.20,9.38,100.00
3849,-0.26,2.47,4832,0.00,0.79,0.00,1.0000,22.00,46,6,2,2,21,198.32,9.41,9.13,100.00
3849,-0.61,2.48,4882,0.00,0.79,0.00,1.0000,22.00,46,6,2,2,21,198.72,9.41,8.74,100.00
4031,-0.82,2.48,4916,0.00,0.79,0.00,1.0000,22.00,46,6,2,2,21,207.16,8.63,8.62,100.00
4067,-2.69,2.48,4957,0.00,0.79,0.00,1.0000,22.50,46,6,2,2,21,205.95,4.31,8.22,90.59
4067,-2.47,2.47,5006,0.00,0.79,0.00,1.0000,23.00,46,6,2,2,21,205.95,3.53,6.63,100.00
4223,-2.92,2.47,5032,0.00,0.79,0.00,1.0000,23.00,46,6,2,2,21,205.95,1.18,6.77,72.55
4255,-5.27,2.42,5060,0.00,0.79,0.00,1.0000,23.50,46,6,2,2,21,197.51,1.18,6.30,45.88
4429,-6.30,1.93,5098,0.00,1.00,0.00,1.0000,27.50,46,6,2,2,21,154.22,0.00,3.71,32.55
4454,-8.39,1.16,5094,0.00,1.17,0.00,1.0000,35.50,46,6,2,2,21,85.57,0.00,1.39,21.57
4469,-5.21,0.61,5073,0.00,1.53,0.00,1.0000,42.50,46,6,2,2,21,44.81,0.00,-5.28,16.86
4624,2.80,0.26,5008,0.00,1.73,0.00,1.0000,46.50,46,6,2,2,21,17.63,0.00,-5.28,10.98
4659,5.08,0.18,4924,0.00,1.21,0.00,1.0000,44.50,46,6,2,2,21,15.58,0.00,-5.28,10.98
4659,5.70,0.19,4823,0.00,0.97,0.00,1.0000,42.50,46,6,2,2,21,15.51,0.00,-5.30,10.98
4819,5.79,0.22,4709,0.00,0.95,0.00,1.0000,41.00,46,6,2,2,21,17.12,0.00,-5.36,10.98
4845,5.83,0.22,4538,0.00,0.97,0.00,1.0000,39.00,46,6,2,2,21,16.97,0.00,-5.39,10.59
5002,5.68,0.23,4392,0.00,0.98,0.00,1.0000,37.00,46,6,2,2,21,16.55,0.00,-5.20,10.59
5033,5.60,0.22,4204,0.00,0.98,0.00,1.0000,35.50,46,6,2,2,21,15.79,0.00,-5.07,10.20
5033,5.48,0.22,4068,0.00,0.99,0.00,1.0000,33.50,46,6,2,2,21,14.96,0.00,-4.99,9.80
5174,5.44,0.23,3934,0.00,0.83,0.00,1.0000,31.50,46,6,2,2,21,15.30,0.00,-4.91,9.80
5221,5.37,0.22,3826,0.00,0.83,0.00,1.0000,29.50,46,6,2,2,21,14.21,0.00,-4.87,9.41
5378,5.31,0.23,3668,0.00,0.83,0.00,1.0000,27.50,46,6,2,2,21,14.28,0.00,-4.83,9.41
5413,5.22,0.23,3555,0.00,0.83,0.00,1.0000,26.00,46,6,2,2,21,13.68,0.00,-4.83,9.02
5564,5.18,0.22,3434,0.00,0.83,0.00,1.0000,24.50,46,6,2,2,21,12.69,0.00,-4.81,9.02
5612,5.22,0.23,3309,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,12.69,0.00,-4.78,8.63
5612,5.18,0.22,3181,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,12.06,0.00,-4.72,8.24
5626,5.10,0.22,3053,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,11.50,0.00,-4.68,8.24
5770,4.93,0.23,2922,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,10.76,0.00,-4.70,7.84
5818,4.81,0.22,2820,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,10.52,0.00,-4.78,7.45
5818,4.77,0.21,2684,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,9.18,0.00,-4.87,7.06
5986,4.85,0.21,2578,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,9.43,0.00,-5.05,7.06
6032,4.94,0.22,2466,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,9.02,0.00,-5.10,6.67
6032,5.13,0.22,2352,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,8.66,0.00,-5.14,6.67
6209,5.17,0.22,2264,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,8.23,0.00,-5.20,6.27
6237,5.25,0.22,2139,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,7.85,0.00,-5.20,5.88
6237,5.32,0.22,2017,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,7.52,0.00,-5.14,5.49
6411,5.39,0.20,1912,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,6.45,0.00,-5.10,5.10
6442,5.35,0.21,1814,0.00,0.83,0.00,1.0000,24.00,46,6,2,2,21,6.60,0.00,-5.07,5.10
6614,5.24,0.21,1709,0.00,0.83,0.00,1.0000,22.50,46,6,2,2,21,6.04,0.00,-5.16,4.71
6625,5.10,0.22,1596,0.00,0.83,0.00,1.0000,20.50,46,6,2,2,21,5.95,0.00,-5.26,4.31
6625,5.20,0.23,1472,0.00,0.83,0.00,1.0000,19.00,46,6,2,2,21,5.78,0.00,-5.34,4.31
6799,5.38,0.24,1363,0.00,0.83,0.00,1.0000,18.00,46,6,2,2,21,5.75,0.00,-5.36,3.92
6867,5.47,0.27,1256,0.00,0.83,0.00,1.0000,17.50,46,6,2,2,21,5.69,0.00,-5.22,3.92
7005,5.54,0.29,1115,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,5.62,0.00,-5.07,4.31
7034,5.66,0.34,1015,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,6.01,0.00,-9.71,4.71
7034,5.80,0.41,982,0.00,0.77,0.00,1.0000,17.00,46,6,2,2,21,6.49,0.00,-4.52,4.31
7218,5.37,0.38,1002,0.00,0.76,0.00,1.0000,17.00,46,6,2,2,21,5.72,0.00,-4.29,3.92
7281,5.38,0.30,992,0.00,0.82,0.00,1.0000,17.00,46,6,2,2,21,5.08,0.00,-4.33,3.53
7427,5.50,0.28,980,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,4.60,0.00,-4.35,3.53
7427,5.65,0.29,962,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,4.65,0.00,-4.33,3.53
7427,5.74,0.29,936,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,4.60,0.00,-4.29,3.53
7427,5.83,0.30,907,0.00,0.83,0.00,1.0000,17.00,46,6,2,2,21,4.62,0.00,-4.25,3.53
7598,5.90,0.32,877,0.00,0.83,0.00,1.0000,17.00,48,6,2,2,21,4.65,0.00,-4.14,3.53
7613,5.95,0.33,838,0.00,0.83,0.00,1.0000,17.00,48,6,2,2,21,4.71,0.00,-4.08,3.53
7766,5.99,0.35,810,0.00,0.83,0.00,1.0000,17.00,48,6,2,2,21,4.65,0.00,-4.00,3.53
7787,5.92,0.36,774,0.00,0.83,0.00,1.0000,17.00,48,6,2,2,21,4.72,0.00,-3.96,3.92
7801,5.80,0.36,755,0.00,0.83,0.00,1.0000,17.00,48,6,2,2,21,4.69,0.00,-3.89,3.92
7957,5.73,0.39,737,0.00,0.99,0.00,1.0000,17.00,48,6,2,2,21,4.81,0.00,-3.87,3.92
7972,5.56,0.39,727,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.78,0.00,-3.87,3.92
8129,5.39,0.39,723,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.74,0.00,-3.87,3.92
8143,5.32,0.39,718,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.69,0.00,-3.87,3.92
8204,5.13,0.39,723,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.78,0.00,-3.87,3.92
8314,5.02,0.40,727,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.81,0.00,-3.87,3.92
8349,4.99,0.39,734,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.66,0.00,-3.87,3.53
8507,4.93,0.38,740,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.68,0.00,-3.87,3.53
8531,4.92,0.38,748,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.62,0.00,-3.87,3.53
8531,4.92,0.39,751,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.86,0.00,-3.87,3.53
8703,4.90,0.39,752,0.00,0.95,0.00,1.0000,17.00,48,6,2,2,21,4.83,0.00,-3.87,3.53
8738,4.92,0.37,762,0.00,0.95,0.00,1.0000,19.50,48,6,2,2,21,4.68,0.00,-3.87,6.27
8738,4.93,0.45,776,0.00,0.95,0.00,1.0000,23.50,48,6,2,2,21,7.74,0.00,-3.87,8.24
8913,4.21,0.72,821,0.00,0.70,0.00,1.0000,27.50,48,6,2,2,21,11.84,0.00,-3.87,11.37
8938,5.39,1.29,919,0.00,0.64,0.00,1.0000,30.50,48,6,2,2,21,18.47,0.00,-3.87,15.69
9004,4.31,1.31,1218,0.00,0.70,0.00,1.0000,25.00,48,6,2,2,21,23.29,0.00,-1.57,14.90
9129,0.69,0.77,1736,0.00,0.92,0.00,1.0000,30.00,48,6,2,2,21,19.73,0.00,-3.02,16.47
9204,-0.87,0.89,2487,0.00,0.93,0.00,1.0000,40.50,48,6,2,2,21,34.09,0.00,-4.39,23.14
9315,-0.53,0.78,3222,0.00,0.93,0.00,1.0000,44.50,48,6,2,2,21,36.02,0.00,-4.08,18.43
9349,0.51,0.57,3950,0.00,1.05,0.00,1.0000,42.00,48,6,2,2,21,35.36,0.00,-4.33,18.04
9349,2.20,0.54,4428,0.00,1.14,0.00,1.0000,48.50,48,6,2,2,21,39.31,0.00,-4.70,18.43
9536,3.18,0.54,4216,0.00,0.95,0.00,1.0000,48.50,48,6,2,2,21,40.21,0.00,-4.83,18.82
9552,3.75,0.56,4124,0.00,0.95,0.00,1.0000,48.00,48,6,2,2,21,37.06,0.00,-5.03,16.86
9552,3.72,0.48,4214,0.00,0.96,0.00,1.0000,48.50,48,6,2,2,21,33.84,0.00,-4.87,16.86
9743,3.98,0.55,4326,0.00,0.95,0.00,1.0000,49.00,48,6,2,2,21,41.09,0.00,-4.93,20.78
9758,3.22,0.66,4250,0.00,0.95,0.00,1.0000,48.00,48,6,2,2,21,49.19,0.00,-4.95,21.96
9758,2.65,0.71,4214,0.00,0.95,0.00,1.0000,47.00,48,6,2,2,21,51.42,0.00,-5.01,21.96
9923,2.13,0.72,4280,0.00,0.96,0.00,1.0000,47.00,48,6,2,2,21,52.55,0.00,-4.93,23.53
10003,4.31,0.98,4240,0.00,0.97,0.00,1.0000,44.00,48,6,2,2,21,78.26,25.49,-4.93,33.33
10015,3.62,1.23,4262,0.00,0.96,0.00,1.0000,39.00,48,6,2,2,21,86.68,26.27,-2.63,34.51
10128,2.48,1.27,4316,0.00,0.94,0.00,1.0000,38.00,48,6,2,2,21,94.83,27.06,-0.29,35.29
10141,2.23,1.45,4321,0.00,0.92,0.00,1.0000,35.50,48,6,2,2,21,105.03,28.63,0.12,37.65
10328,1.50,1.55,4332,0.00,0.89,0.00,1.0000,34.00,48,6,2,2,21,118.31,28.24,0.95,39.22
10344,0.91,1.75,4343,0.00,0.88,0.00,1.0000,31.00,48,6,2,2,21,131.36,27.84,1.28,42.75
10344,0.38,2.05,4422,0.00,0.74,0.00,1.0000,29.00,48,6,2,2,21,157.58,25.49,1.76,52.55
10501,-0.88,2.30,4412,0.00,0.77,0.00,1.0000,27.00,48,6,2,2,21,174.94,20.78,3.42,52.94
10533,-2.92,2.54,4486,0.00,0.77,0.00,1.0000,21.50,48,6,2,2,21,189.17,18.82,3.81,58.82
10672,-3.68,2.65,4506,0.00,0.79,0.00,1.0000,20.00,48,6,2,2,21,201.93,16.08,4.58,68.24
10711,-4.43,2.68,4566,0.00,0.78,0.00,1.0000,19.50,46,6,2,2,21,203.94,14.51,5.49,89.02
10774,-2.62,2.65,4582,0.00,0.77,0.00,1.0000,19.00,46,6,2,2,21,200.73,16.08,6.67,100.00
10890,-0.93,2.60,4652,0.00,0.76,0.00,1.0000,19.00,46,6,2,2,21,200.73,19.22,8.89,100.00
10890,-1.09,2.60,4665,0.00,0.77,0.00,1.0000,19.00,46,6,2,2,21,199.12,21.18,10.38,100.00
11063,0.00,2.54,4710,0.00,0.77,0.00,1.0000,19.50,46,6,2,2,21,202.34,23.92,9.96,100.00
11086,0.61,2.60,4774,0.00,0.78,0.00,1.0000,18.50,46,6,2,2,21,203.54,21.57,10.83,100.00
11086,0.18,2.57,4822,0.00,0.78,0.00,1.0000,18.50,46,6,2,2,21,205.95,21.57,10.69,100.00
11234,0.17,2.61,4861,0.00,0.78,0.00,1.0000,19.00,46,6,2,2,21,210.43,21.96,10.67,100.00
11281,-0.54,2.59,4904,0.00,0.78,0.00,1.0000,18.50,46,6,2,2,21,212.55,19.61,10.83,100.00
11281,-0.64,2.61,4943,0.00,0.77,0.00,1.0000,18.50,46,6,2,2,21,213.41,19.61,10.07,100.00
11472,-0.80,2.59,4993,0.00,0.77,0.00,1.0000,19.00,46,6,2,2,21,218.56,18.43,10.00,100.00
11507,-0.84,2.65,5018,0.00,0.77,0.00,1.0000,19.00,46,6,2,2,21,221.56,16.47,9.92,100.00
11507,-1.21,2.66,5086,0.00,0.77,0.00,1.0000,19.50,46,6,2,2,21,221.56,16.08,9.75,100.00
11674,-1.25,2.62,5102,0.00,0.77,0.00,1.0000,20.00,46,6,2,2,21,224.14,15.29,9.42,100.00
11770,-1.35,2.62,5132,0.00,0.77,0.00,1.0000,20.50,46,6,2,2,21,225.42,15.29,9.24,100.00
11770,-1.28,2.62,5156,0.00,0.77,0.00,1.0000,20.50,46,6,2,2,21,223.28,14.51,9.22,100.00
11906,-1.08,2.60,5227,0.00,0.77,0.00,1.0000,21.00,46,6,2,2,21,225.42,15.29,9.09,100.00
11942,-0.67,2.57,5251,0.00,0.77,0.00,1.0000,21.50,46,6,2,2,21,224.99,30.20,9.26,100.00
11942,3.49,2.57,5312,0.00,0.78,0.00,1.0000,22.00,46,6,2,2,21,226.71,37.65,9.55,100.00
12015,5.29,2.59,5315,0.00,0.78,0.00,1.0000,22.00,46,6,2,2,21,231.49,41.57,13.63,100.00
12203,5.27,2.64,5386,0.00,0.77,0.00,1.0000,21.50,46,6,2,2,21,237.43,45.10,15.41,100.00
12321,4.99,2.74,5418,0.00,0.76,0.00,1.0000,21.50,46,6,2,2,21,246.11,47.45,15.31,100.00
12363,4.33,2.81,5482,0.00,0.76,0.00,1.0000,20.50,46,6,2,2,21,256.36,47.06,15.28,100.00
12376,2.58,2.85,5486,0.00,0.75,0.00,1.0000,20.50,46,6,2,2,21,263.10,47.06,15.26,100.00
12519,1.91,2.89,5546,0.00,0.75,0.00,1.0000,20.50,46,6,2,2,21,265.98,45.88,15.24,100.00
12547,1.44,2.86,5568,0.00,0.75,0.00,1.0000,20.50,46,6,2,2,21,268.91,45.49,15.20,100.00
12547,1.15,2.87,5641,0.00,0.75,0.00,1.0000,20.50,46,6,2,2,21,268.91,45.88,15.14,100.00
12705,1.02,2.86,5694,0.00,0.76,0.00,1.0000,21.00,46,6,2,2,21,268.91,45.49,15.10,100.00
12734,0.90,2.82,5731,0.00,0.76,0.00,1.0000,21.00,46,6,2,2,21,269.41,45.49,14.81,100.00
12797,0.75,2.81,5779,0.00,0.76,0.00,1.0000,21.50,46,6,2,2,21,267.93,45.88,14.64,100.00
12906,0.69,2.80,5826,0.00,0.76,0.00,1.0000,21.50,46,6,2,2,21,267.95,45.49,14.52,100.00
12972,0.66,2.80,5864,0.00,0.76,0.00,1.0000,22.00,46,6,2,2,21,269.41,45.49,14.37,100.00
13094,0.55,2.73,5908,0.00,0.76,0.00,1.0000,22.00,46,6,2,2,21,271.91,45.49,14.29,100.00
13156,0.48,2.72,5902,0.00,0.76,0.00,1.0000,22.50,46,6,2,2,21,271.41,45.10,14.08,100.00
13289,0.30,2.74,5966,0.00,0.76,0.00,1.0000,23.00,46,6,2,2,21,272.42,41.96,13.86,100.00
13313,-0.64,2.74,6022,0.00,0.76,0.00,1.0000,23.00,46,6,2,2,21,273.42,25.10,12.67,100.00
13313,-6.00,2.63,6062,0.00,0.87,0.00,1.0000,23.50,46,6,2,2,21,217.27,0.00,7.15,31.37
13507,-6.28,0.63,5896,0.00,1.05,0.00,1.0000,0.00,46,6,2,2,21,39.50,0.00,-4.33,11.37
13531,2.10,0.12,5707,0.00,1.16,0.00,1.0000,0.00,46,6,2,2,21,12.69,0.00,-4.22,10.20
13567,4.21,0.15,5584,0.00,0.98,0.00,1.0000,5.00,46,6,2,2,21,28.21,27.06,-4.43,23.53
13676,10.17,1.61,5488,0.00,0.68,0.00,1.0000,43.00,46,6,2,2,21,151.89,47.06,-4.66,94.12
13712,13.29,1.89,5366,0.00,0.93,0.00,1.0000,37.50,46,6,2,2,21,185.41,46.67,2.67,100.00
13727,11.88,2.51,4775,-1.41,0.91,0.00,1.0000,24.50,46,7,2,2,21,212.98,49.80,15.18,100.00
13875,9.65,2.98,4466,-1.41,0.79,0.00,1.0000,14.00,46,7,2,2,21,221.56,52.94,15.72,100.00
13906,5.01,2.95,4683,-1.41,0.81,0.00,1.0000,13.50,46,7,2,2,21,237.89,52.94,17.09,100.00
13959,2.86,3.23,4558,-1.41,0.82,0.00,1.0000,12.00,46,7,2,2,21,245.66,50.98,17.17,100.00
14047,1.03,3.21,4647,-1.41,0.80,0.00,1.0000,12.00,46,7,2,2,21,249.77,49.41,16.90,100.00
14066,0.10,3.26,4668,-1.41,0.84,0.00,1.0000,12.00,46,7,2,2,21,250.23,49.02,17.09,100.00
14124,-0.46,3.17,4685,-1.41,0.82,0.00,1.0000,12.00,46,7,2,2,21,251.14,47.84,16.82,100.00
14322,-0.70,3.22,4716,-1.41,0.81,0.00,1.0000,12.50,46,7,2,2,21,249.31,47.84,16.71,100.00
14360,-0.57,3.14,4752,-1.41,0.80,0.00,1.0000,13.00,46,7,2,2,21,246.11,47.84,16.80,100.00
14360,-0.18,3.10,4801,0.00,0.79,0.00,1.0000,14.00,46,7,2,2,21,248.40,47.84,16.63,100.00
14520,0.05,3.08,4808,0.00,0.78,0.00,1.0000,14.00,46,7,2,2,21,247.49,47.84,16.67,100.00
14540,0.21,3.08,4822,0.00,0.78,0.00,1.0000,14.50,46,7,2,2,21,251.14,47.84,16.57,100.00
14695,0.26,3.08,4834,0.00,0.76,0.00,1.0000,14.50,46,7,2,2,21,248.40,47.84,16.47,100.00
14721,0.39,3.05,4878,0.00,0.76,0.00,1.0000,15.00,46,7,2,2,21,248.86,47.45,16.38,100.00
14785,0.42,3.09,4888,0.00,0.76,0.00,1.0000,15.00,46,7,2,2,21,248.86,48.24,16.26,100.00
14897,0.64,3.08,4924,0.00,0.76,0.00,1.0000,15.50,46,7,2,2,21,251.60,47.84,16.28,100.00
14926,0.42,3.08,4933,0.00,0.76,0.00,1.0000,16.00,46,7,2,2,21,253.50,47.45,16.20,100.00
14985,0.51,3.05,4972,0.00,0.76,0.00,1.0000,16.50,46,7,2,2,21,253.96,47.45,16.09,100.00
15094,0.50,3.08,4994,0.00,0.76,0.00,1.0000,16.50,46,7,2,2,21,255.88,47.06,16.09,100.00
15131,0.53,3.05,5017,0.00,0.76,0.00,1.0000,16.50,45,7,2,2,21,257.32,47.06,16.01,100.00
15305,0.53,3.06,5059,0.00,0.76,0.00,1.0000,16.50,45,7,2,2,21,257.32,47.45,15.91,100.00
15318,0.52,3.06,5084,0.00,0.76,0.00,1.0000,17.00,45,7,2,2,21,259.73,46.67,15.89,100.00
15331,0.50,3.07,5126,0.00,0.76,0.00,1.0000,17.50,45,7,2,2,21,257.81,47.06,15.72,100.00
15489,0.47,3.07,5106,0.00,0.76,0.00,1.0000,17.50,45,7,2,2,21,261.65,46.67,15.76,100.00
15516,0.48,3.02,5134,0.00,0.76,0.00,1.0000,18.00,45,7,2,2,21,257.32,46.67,15.62,100.00
15677,0.37,3.06,5188,0.00,0.76,0.00,1.0000,18.00,45,7,2,2,21,259.73,46.67,15.64,100.00
15690,0.46,3.01,5190,0.00,0.76,0.00,1.0000,18.50,45,7,2,2,21,264.06,46.27,15.55,100.00
15690,0.45,3.01,5210,0.00,0.76,0.00,1.0000,19.00,45,7,2,2,21,264.06,46.27,15.55,100.00
