Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
15876,0.46,2.99,5268,0.00,0.76,0.00,1.0000,19.00,45,7,2,2,21,263.58,46.27,15.45,100.00
15891,0.48,3.04,5258,0.00,0.76,0.00,1.0000,19.00,45,7,2,2,21,260.21,46.67,15.43,100.00
15891,0.57,2.99,5300,0.00,0.76,0.00,1.0000,19.00,45,7,2,2,21,263.58,46.67,15.43,100.00
16063,0.61,3.02,5311,0.00,0.76,0.00,1.0000,19.50,45,7,2,2,21,265.02,47.06,15.37,100.00
16098,0.56,3.00,5358,0.00,0.76,0.00,1.0000,19.50,45,7,2,2,21,264.54,46.67,15.37,100.00
16111,0.57,3.00,5351,0.00,0.76,0.00,1.0000,19.50,45,7,2,2,21,267.93,46.67,15.37,100.00
16321,0.63,2.94,5409,0.00,0.76,0.00,1.0000,20.00,45,7,2,2,21,268.43,46.67,15.33,100.00
16456,0.69,2.99,5397,0.00,0.76,0.00,1.0000,20.00,45,7,2,2,21,265.02,46.67,15.31,100.00
16552,0.67,2.93,5455,0.00,0.76,0.00,1.0000,20.00,45,7,2,2,21,268.43,46.27,15.30,100.00
16656,0.48,2.96,5431,0.00,0.76,0.00,1.0000,20.00,45,7,2,2,21,269.41,45.88,15.22,100.00
16676,-0.33,2.95,5472,0.00,0.76,0.00,1.0000,20.50,45,7,2,2,21,268.91,44.71,15.08,100.00
16828,-2.42,2.96,5518,0.00,0.76,0.00,1.0000,20.50,45,7,2,2,21,268.93,20.78,14.21,95.29
16864,-14.98,2.64,5513,0.00,0.76,0.00,1.0000,21.00,45,7,2,2,21,209.41,0.00,12.09,29.02
16926,-13.71,0.59,5394,0.00,0.98,0.00,1.0000,0.00,45,7,2,2,21,28.19,0.00,-0.60,12.16
17035,-2.25,0.11,5250,0.00,1.00,0.00,1.0000,0.00,45,7,2,2,21,11.12,0.00,-4.89,10.98
17110,2.68,0.12,5076,0.00,1.00,0.00,1.0000,0.00,45,7,2,2,21,12.12,0.00,-5.09,12.55
17235,3.88,0.57,4997,0.00,0.83,0.00,1.0000,24.00,45,7,2,2,21,63.30,0.00,-5.26,30.20
17284,8.32,1.63,4856,0.00,0.73,0.00,1.0000,41.50,45,7,2,2,21,147.65,27.84,-4.78,83.92
17426,12.89,2.08,4670,0.00,0.85,0.00,1.0000,30.00,45,7,2,2,21,163.87,50.98,5.24,100.00
17502,11.93,2.29,4733,0.00,0.86,0.00,1.0000,26.50,45,7,2,2,21,188.80,51.37,15.68,100.00
17593,9.79,2.67,4730,0.00,0.85,0.00,1.0000,20.50,45,7,2,2,21,213.41,51.76,16.73,100.00
17629,7.48,2.92,4750,0.00,0.82,0.00,1.0000,17.00,45,7,2,2,21,235.60,51.37,16.59,100.00
17641,4.84,3.09,4785,0.00,0.81,0.00,1.0000,14.50,45,7,2,2,21,247.49,51.37,16.61,100.00
17641,2.65,3.17,4761,0.00,0.81,0.00,1.0000,14.50,45,7,2,2,21,254.44,48.63,16.67,100.00
17641,-0.11,3.22,4791,0.00,0.84,0.00,1.0000,14.50,45,7,2,2,21,252.54,47.45,16.49,100.00
17641,-0.70,3.20,4794,0.00,0.83,0.00,1.0000,14.50,45,7,2,2,21,254.44,41.96,16.46,100.00
17691,-1.18,3.14,4822,0.00,0.82,0.00,1.0000,15.00,45,7,2,2,21,252.56,41.57,16.26,100.00
17800,-1.03,3.10,4853,0.00,0.82,0.00,1.0000,15.00,45,7,2,2,21,248.86,32.16,15.88,100.00
17831,-2.62,3.04,4870,0.00,0.80,0.00,1.0000,15.00,45,7,2,2,21,245.66,24.31,15.80,100.00
17992,-4.65,2.97,4889,0.00,0.79,0.00,1.0000,15.50,45,7,2,2,21,237.43,11.76,11.33,61.18
18031,-12.82,1.97,4915,0.00,1.00,0.00,1.0000,19.00,45,7,2,2,21,120.28,0.00,2.59,23.92
18031,-6.82,0.52,4980,0.00,1.10,0.00,1.0000,40.00,45,7,2,2,21,21.08,0.00,-5.38,12.16
18177,2.01,0.12,4908,0.00,1.42,0.00,1.0000,46.00,45,7,2,2,21,10.88,0.00,-5.34,10.98
18177,4.29,0.14,4862,0.00,1.28,0.00,1.0000,44.50,45,7,2,2,21,11.50,0.00,-5.34,10.59
18225,5.00,0.16,4803,0.00,1.01,0.00,1.0000,42.50,45,7,2,2,21,13.35,0.00,-5.36,10.59
18397,5.43,0.20,4690,0.00,1.00,0.00,1.0000,41.00,45,7,2,2,21,15.92,0.00,-5.38,10.59
18410,5.70,0.21,4588,0.00,0.99,0.00,1.0000,39.00,45,7,2,2,21,15.65,0.00,-5.38,10.20
18566,5.72,0.21,4486,0.00,0.96,0.00,1.0000,37.00,45,7,2,2,21,14.96,0.00,-5.30,10.20
18601,5.77,0.22,4341,0.00,0.96,0.00,1.0000,35.00,45,7,2,2,21,15.79,0.00,-5.20,10.59
18785,5.55,0.22,4143,0.00,0.99,0.00,1.0000,33.50,45,7,2,2,21,15.37,0.00,-5.09,10.20
18863,5.41,0.23,3973,0.00,0.99,0.00,1.0000,31.50,45,7,2,2,21,15.03,0.00,-4.97,9.80
18969,5.38,0.23,3694,0.00,0.99,0.00,1.0000,29.50,45,7,2,2,21,14.82,0.00,-4.93,9.80
19021,5.31,0.24,3768,0.00,0.99,0.00,1.0000,27.50,45,7,2,2,21,14.15,0.00,-4.83,9.41
19021,5.25,0.22,3752,0.00,0.83,0.00,1.0000,18.50,45,7,2,2,21,14.35,0.00,-4.83,9.41
19021,5.40,0.22,3718,0.00,0.83,0.00,1.0000,16.50,45,7,2,2,21,13.42,0.00,-4.83,9.02
19094,5.53,0.21,3730,0.00,0.82,0.00,1.0000,16.50,45,7,2,2,21,13.35,0.00,-4.83,9.02
19175,5.64,0.21,3731,0.00,0.82,0.00,1.0000,24.00,45,7,2,2,21,12.82,0.00,-4.83,9.02
19188,5.67,0.20,3722,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,12.43,0.00,-4.83,9.02
19234,5.70,0.21,3710,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.22,0.00,-4.83,9.02
19430,5.68,0.21,3723,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.02,0.00,-4.83,9.02
19455,5.72,0.21,3694,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,12.89,0.00,-4.83,9.02
19455,5.71,0.21,3715,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.16,0.00,-4.83,9.02
19629,5.72,0.22,3678,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.22,0.00,-4.83,9.02
19673,5.71,0.21,3704,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.09,0.00,-4.83,9.02
19832,5.72,0.22,3670,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,13.02,0.00,-4.83,9.02
19859,5.72,0.22,3689,0.00,0.81,0.00,1.0000,24.00,45,7,2,2,21,12.89,0.00,-4.83,9.02
19859,5.71,0.21,3663,0.00,0.82,0.00,1.0000,24.00,45,7,2,2,21,12.96,0.00,-4.83,9.02
20036,5.72,0.21,3681,0.00,0.82,0.00,1.0000,24.00,45,7,2,2,21,13.09,0.00,-4.83,9.02
20050,5.72,0.21,3651,0.00,0.82,0.00,1.0000,24.00,45,7,2,2,21,12.96,0.00,-4.83,9.02
20227,5.72,0.21,3669,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.50,0.00,-4.83,9.02
20254,5.71,0.21,3640,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.56,0.00,-4.83,9.02
20271,5.66,0.21,3660,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,13.02,0.00,-4.83,9.02
20271,5.70,0.21,3641,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.96,0.00,-4.83,9.02
20441,5.65,0.22,3628,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.76,0.00,-4.83,9.02
20468,5.68,0.20,3644,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.63,0.00,-4.83,9.02
20645,5.66,0.21,3618,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.43,0.00,-4.83,9.02
20723,5.66,0.21,3634,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.89,0.00,-4.83,8.63
20830,5.66,0.21,3607,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.50,0.00,-4.83,9.02
20891,5.65,0.21,3603,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.82,0.00,-4.83,8.63
20891,5.68,0.21,3618,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.25,0.00,-4.83,8.63
20891,5.67,0.21,3592,0.00,0.82,0.00,1.0000,24.00,46,7,2,2,21,12.63,0.00,-4.83,8.63
21035,5.70,0.20,3612,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.50,0.00,-4.83,8.63
21071,5.69,0.20,3604,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.12,0.00,-4.83,8.63
21086,5.71,0.20,3576,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.83,8.63
21240,5.66,0.20,3595,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.81,8.63
21270,5.63,0.20,3567,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.43,0.00,-4.83,8.63
21460,5.66,0.20,3560,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.75,0.00,-4.83,8.63
21483,5.67,0.21,3581,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.94,0.00,-4.83,8.63
21483,5.66,0.21,3552,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.56,0.00,-4.81,8.63
21612,5.64,0.20,3548,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.75,0.00,-4.81,8.63
21656,5.65,0.21,3563,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.94,0.00,-4.81,8.63
21711,5.68,0.20,3534,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.31,0.00,-4.81,8.63
21726,5.67,0.21,3534,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.50,0.00,-4.81,8.63
21884,5.63,0.21,3546,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.31,0.00,-4.80,8.63
21895,5.65,0.21,3544,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.81,8.63
22033,5.65,0.21,3518,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.06,0.00,-4.81,8.63
22069,5.63,0.21,3536,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.06,0.00,-4.80,8.63
22225,5.65,0.20,3530,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.75,0.00,-4.80,8.63
22265,5.64,0.21,3498,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.12,0.00,-4.80,8.63
22265,5.65,0.21,3499,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.43,0.00,-4.80,8.63
22428,5.64,0.21,3515,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.78,8.63
22454,5.62,0.20,3514,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.78,8.63
22454,5.62,0.21,3482,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.81,0.00,-4.80,8.63
22628,5.64,0.21,3478,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.37,0.00,-4.78,8.63
22659,5.62,0.21,3498,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.75,0.00,-4.78,8.63
22672,5.64,0.21,3487,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.31,0.00,-4.80,8.63
22849,5.63,0.21,3468,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.50,0.00,-4.78,8.63
22859,5.60,0.21,3466,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.78,8.63
23031,5.59,0.21,3475,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.25,0.00,-4.78,8.63
23093,5.61,0.21,3470,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.78,8.63
23212,5.62,0.21,3466,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.78,8.63
23253,5.62,0.21,3442,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.78,8.63
23253,5.60,0.21,3437,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.76,8.63
23314,5.58,0.21,3452,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.76,8.63
23445,5.62,0.21,3444,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.76,8.63
23456,5.60,0.21,3440,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.00,0.00,-4.76,8.63
23615,5.60,0.22,3412,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.44,0.00,-4.76,8.63
23641,5.62,0.21,3408,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.63,0.00,-4.74,8.63
23641,5.61,0.21,3406,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.94,0.00,-4.74,8.63
23784,5.60,0.21,3423,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.18,0.00,-4.76,8.63
23845,5.59,0.21,3418,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.74,8.63
23845,5.57,0.20,3418,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.94,0.00,-4.76,8.63
24016,5.59,0.21,3409,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,12.06,0.00,-4.74,8.63
24034,5.57,0.21,3378,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.44,0.00,-4.74,8.24
24205,5.60,0.21,3379,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.63,0.00,-4.74,8.63
24238,5.60,0.21,3370,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.72,8.63
24238,5.60,0.21,3373,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.69,0.00,-4.74,8.63
24280,5.58,0.20,3378,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.50,0.00,-4.72,8.63
24456,5.59,0.21,3377,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.63,0.00,-4.74,8.63
24594,5.56,0.20,3375,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.50,0.00,-4.72,8.63
24625,5.60,0.21,3367,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.81,0.00,-4.72,8.63
24625,5.60,0.21,3366,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.63,0.00,-4.72,8.63
24781,5.53,0.21,3340,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.72,8.63
24804,5.56,0.20,3334,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.13,0.00,-4.72,8.63
24817,5.57,0.21,3333,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.63,0.00,-4.70,8.24
24970,5.57,0.20,3323,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.72,8.63
24993,5.54,0.21,3318,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.70,8.24
25142,5.54,0.21,3320,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.32,0.00,-4.72,8.24
25220,5.54,0.21,3313,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.44,0.00,-4.70,8.24
25391,5.57,0.19,3305,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,10.94,0.00,-4.70,8.24
25391,5.55,0.21,3304,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.25,0.00,-4.70,8.24
25391,5.58,0.21,3300,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.69,0.00,-4.70,8.24
25391,5.54,0.21,3297,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.50,0.00,-4.70,8.24
25564,5.59,0.21,3289,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.87,0.00,-4.70,8.24
25609,5.53,0.21,3304,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.32,0.00,-4.68,8.24
25609,5.53,0.21,3304,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.81,0.00,-4.68,8.24
25784,5.55,0.22,3296,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.69,0.00,-4.70,8.24
25801,5.52,0.20,3292,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,10.82,0.00,-4.68,8.24
25801,5.51,0.21,3268,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.56,0.00,-4.68,8.24
25985,5.52,0.21,3264,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.81,0.00,-4.68,8.24
26004,5.54,0.22,3257,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.94,0.00,-4.68,8.24
26192,5.51,0.22,3257,0.00,0.83,0.00,1.0000,24.00,46,7,2,2,21,11.81,0.00,-4.68,8.24
26254,5.57,0.21,3248,0.00,0.83,0.00,1.0000,24.50,46,7,2,2,21,11.56,0.00,-4.66,8.24
26399,5.61,0.21,3270,0.00,0.83,0.00,1.0000,31.00,46,7,2,2,21,11.69,0.00,-4.68,9.80
26399,5.57,0.33,3268,0.00,0.83,0.00,1.0000,37.00,46,7,2,2,21,21.71,0.00,-4.66,14.12
26425,3.79,0.56,3254,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,31.01,0.00,-4.66,16.86
26425,4.72,0.50,3251,0.00,0.75,0.00,1.0000,44.00,46,7,2,2,21,28.22,0.00,-4.68,16.08
26582,3.30,0.62,3234,0.00,0.82,0.00,1.0000,48.00,46,7,2,2,21,34.13,0.00,-4.68,18.04
26742,2.73,0.67,3243,0.00,0.76,0.00,1.0000,47.50,46,7,2,2,21,35.95,0.00,-4.68,18.43
26784,2.28,0.67,3236,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,36.70,0.00,-4.68,18.43
26784,2.03,0.68,3233,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,36.82,0.00,-4.66,18.82
26845,1.71,0.72,3234,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,38.69,0.00,-4.66,19.22
26954,1.51,0.72,3234,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,39.31,0.00,-4.66,18.82
26984,1.48,0.72,3250,0.00,0.82,0.00,1.0000,47.50,46,7,2,2,21,39.26,0.00,-4.66,18.82
26984,1.42,0.74,3239,0.00,0.98,0.00,1.0000,47.50,46,7,2,2,21,40.46,0.00,-4.66,19.22
27150,1.40,0.76,3248,0.00,0.95,0.00,1.0000,47.50,46,7,2,2,21,40.17,0.00,-4.66,19.22
27175,1.33,0.75,3249,0.00,0.95,0.00,1.0000,47.50,46,7,2,2,21,40.50,0.00,-4.66,19.22
27328,1.32,0.77,3244,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,41.21,0.00,-4.66,19.22
27378,1.10,0.76,3246,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,41.29,0.00,-4.66,19.22
27378,1.06,0.77,3244,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,41.58,0.00,-4.66,18.82
27437,1.04,0.78,3238,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,40.96,0.00,-4.66,18.82
27531,1.02,0.75,3228,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,40.59,0.00,-4.66,18.82
27579,1.01,0.77,3228,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,41.09,0.00,-4.66,18.82
27755,1.07,0.78,3224,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,40.96,0.00,-4.66,18.82
27768,0.99,0.77,3228,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,41.85,0.00,-4.66,18.82
27922,0.94,0.78,3226,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,41.59,0.00,-4.66,18.82
27957,0.88,0.78,3222,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,41.46,0.00,-4.66,18.82
27957,0.83,0.78,3226,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,42.23,0.00,-4.66,18.82
28133,0.78,0.78,3243,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,42.62,0.00,-4.66,18.82
28140,0.79,0.78,3241,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,41.85,0.00,-4.66,18.82
28221,0.78,0.78,3241,0.00,0.95,0.00,1.0000,46.50,46,7,2,2,21,41.58,0.00,-4.66,18.82
28332,0.77,0.76,3240,0.00,0.95,0.00,1.0000,47.00,46,7,2,2,21,40.43,0.00,-4.66,18.04
28376,0.75,0.76,3240,0.00,0.96,0.00,1.0000,47.00,46,7,2,2,21,41.18,0.00,-4.66,18.04
28376,0.94,0.74,3240,0.00,0.97,0.00,1.0000,47.00,46,7,2,2,21,40.31,0.00,-4.66,18.04
28539,0.94,0.74,3240,0.00,0.98,0.00,1.0000,47.50,46,7,2,2,21,40.05,0.00,-4.66,18.04
28581,1.00,0.73,3235,0.00,0.99,0.00,1.0000,47.50,46,7,2,2,21,40.16,0.00,-4.66,18.04
28581,1.05,0.75,3217,0.00,0.99,0.00,1.0000,47.00,46,7,2,2,21,39.68,0.00,-4.66,17.65
28750,1.06,0.72,3223,0.00,0.99,0.00,1.0000,47.00,46,7,2,2,21,38.17,0.00,-4.66,17.25
28786,1.21,0.69,3218,0.00,0.99,0.00,1.0000,47.50,46,7,2,2,21,38.64,0.00,-4.66,17.25
28942,1.32,0.71,3213,0.00,0.99,0.00,1.0000,47.50,46,7,2,2,21,37.66,0.00,-4.64,16.47
28984,1.55,0.64,3217,0.00,0.99,0.00,1.0000,47.50,46,7,2,2,21,33.88,0.00,-4.66,16.08
28984,1.82,0.63,3204,0.00,0.99,0.00,1.0000,47.50,46,7,2,2,21,34.32,0.00,-4.64,16.08
29125,1.95,0.62,3208,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,32.05,0.00,-4.66,15.29
29160,2.07,0.59,3233,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,31.25,0.00,-4.64,15.69
29221,2.32,0.63,3224,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,34.29,0.00,-4.64,16.08
29344,2.32,0.62,3222,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,31.92,0.00,-4.64,15.29
29400,2.26,0.55,3225,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.30,0.00,-4.66,15.29
29400,2.65,0.57,3220,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.32,0.00,-4.64,15.29
29568,2.72,0.57,3206,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.94,0.00,-4.66,15.29
29593,2.71,0.57,3204,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,31.04,0.00,-4.64,15.29
29734,2.72,0.57,3201,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.63,0.00,-4.64,15.29
29786,2.76,0.56,3202,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.72,0.00,-4.66,15.29
29786,2.80,0.56,3201,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.42,0.00,-4.66,15.29
29944,2.79,0.58,3196,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.54,0.00,-4.64,15.29
29971,2.78,0.58,3214,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.73,0.00,-4.64,15.29
29971,2.79,0.58,3216,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.64,0.00,-4.64,15.29
30110,2.76,0.57,3211,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.93,0.00,-4.64,15.29
30110,2.83,0.58,3208,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,31.35,0.00,-4.64,15.29
30188,2.83,0.58,3209,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.74,0.00,-4.64,15.29
30377,2.78,0.57,3190,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.53,0.00,-4.66,15.29
30391,2.80,0.57,3190,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.62,0.00,-4.64,15.29
30550,2.77,0.57,3186,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.73,0.00,-4.64,15.29
30609,2.82,0.58,3185,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,31.05,0.00,-4.64,15.29
30750,2.80,0.57,3200,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.52,0.00,-4.64,15.29
30785,2.81,0.56,3197,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.72,0.00,-4.66,15.29
30785,2.85,0.58,3196,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.42,0.00,-4.64,15.29
30799,2.79,0.56,3200,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.21,0.00,-4.66,15.29
30988,2.84,0.57,3197,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.53,0.00,-4.64,15.29
30988,2.82,0.56,3181,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,29.70,0.00,-4.66,15.29
30988,2.84,0.57,3175,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,29.91,0.00,-4.64,15.29
31162,2.89,0.58,3176,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.93,0.00,-4.64,15.29
31187,2.92,0.57,3174,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.52,0.00,-4.66,15.29
31363,2.95,0.57,3187,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.01,0.00,-4.64,15.29
31390,3.00,0.57,3189,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,29.80,0.00,-4.66,15.29
31442,2.99,0.57,3188,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,30.21,0.00,-4.66,15.29
31580,3.01,0.56,3184,0.00,0.99,0.00,1.0000,48.00,45,7,2,2,21,29.29,0.00,-4.66,15.29
31600,3.01,0.57,3165,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.42,0.00,-4.66,15.29
31615,3.03,0.58,3166,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.53,0.00,-4.68,15.29
31766,3.01,0.58,3164,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,29.81,0.00,-4.68,15.29
31781,3.00,0.56,3163,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.00,0.00,-4.66,15.29
31781,3.08,0.57,3178,0.00,0.99,0.00,1.0000,47.50,45,7,2,2,21,30.32,0.00,-4.66,15.29
