Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
9479,5.28,0.34,772,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
9493,5.28,0.34,774,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
9689,5.28,0.35,778,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
9699,5.28,0.34,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
9699,5.28,0.34,789,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
9766,5.28,0.33,786,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.24,0.00,-3.87,3.53
9886,5.28,0.32,783,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.29,0.00,-3.87,3.53
9886,5.28,0.34,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.54,0.00,-3.87,3.53
10092,5.28,0.35,785,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.42,0.00,-3.87,3.53
10092,5.28,0.33,786,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.37,0.00,-3.87,3.53
10278,5.28,0.34,785,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
10294,5.28,0.35,781,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
10354,5.28,0.34,787,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.43,0.00,-3.87,3.53
10462,5.28,0.34,779,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
10510,5.28,0.35,775,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
10510,5.28,0.34,776,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
10717,5.28,0.34,770,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.40,0.00,-3.87,3.53
10777,5.28,0.35,767,0.00,0.99,0.00,1.0000,14.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
10888,5.28,0.35,770,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.57,0.00,-3.87,3.53
10904,5.27,0.36,769,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.57,0.00,-3.87,3.53
10904,5.24,0.35,770,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
10963,5.23,0.36,773,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.60,0.00,-3.87,3.53
11108,5.23,0.34,779,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.37,0.00,-3.87,3.53
11122,5.28,0.35,783,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
11122,5.23,0.34,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.40,0.00,-3.87,3.53
11326,5.28,0.35,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.60,0.00,-3.87,3.53
11378,5.28,0.35,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
11514,5.28,0.34,783,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.42,0.00,-3.87,3.53
11531,5.28,0.35,787,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
11531,5.28,0.34,788,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
11745,5.30,0.34,782,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
11776,5.29,0.35,784,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.48,0.00,-3.87,3.53
11776,5.29,0.34,777,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.37,0.00,-3.87,3.53
11776,5.29,0.34,781,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.40,0.00,-3.87,3.53
11966,5.29,0.33,781,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.32,0.00,-3.87,3.53
11983,5.30,0.33,773,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.63,0.00,-3.87,3.53
12044,5.32,0.36,770,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.54,0.00,-3.87,3.53
12171,5.32,0.34,773,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.48,0.00,-3.87,3.53
12231,5.28,0.34,774,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.48,0.00,-3.87,3.53
12372,5.28,0.34,772,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
12390,5.28,0.34,770,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.42,0.00,-3.87,3.53
12390,5.28,0.35,775,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.48,0.00,-3.87,3.53
12575,5.28,0.36,777,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.63,0.00,-3.87,3.53
12619,5.28,0.35,774,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.54,0.00,-3.87,3.53
12760,5.28,0.35,774,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
12791,5.27,0.34,775,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.37,0.00,-3.87,3.53
12791,5.26,0.35,778,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.38,0.00,-3.87,3.53
12971,5.23,0.33,781,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.29,0.00,-3.87,3.53
12978,5.26,0.34,780,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
13049,5.27,0.35,772,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.54,0.00,-3.87,3.53
13166,5.28,0.35,773,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
13197,5.28,0.34,774,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.40,0.00,-3.87,3.53
13197,5.28,0.34,779,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.37,0.00,-3.87,3.53
13361,5.28,0.33,778,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.37,0.00,-3.87,3.53
13404,5.28,0.34,772,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.45,0.00,-3.87,3.53
13404,5.28,0.34,771,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.43,0.00,-3.87,3.53
13593,5.28,0.34,767,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.42,0.00,-3.87,3.53
13731,5.28,0.35,766,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.45,0.00,-3.87,3.53
13807,5.28,0.35,768,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
13807,5.27,0.35,765,0.00,0.99,0.00,1.0000,14.50,46,1,1,2,10,4.40,0.00,-3.87,3.53
13995,5.23,0.35,767,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
14030,5.23,0.36,771,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
14030,5.23,0.35,770,0.00,0.99,0.00,1.0000,14.50,46,1,1,2,10,4.57,0.00,-3.87,3.53
14030,5.23,0.36,778,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.66,0.00,-3.87,3.53
14199,5.23,0.36,776,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.63,0.00,-3.87,3.53
14214,5.23,0.35,778,0.00,0.99,0.00,1.0000,14.00,46,1,1,2,10,4.45,0.00,-3.87,3.53
14285,5.23,0.35,776,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
14401,5.27,0.35,782,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.54,0.00,-3.87,3.53
14424,5.28,0.34,784,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.45,0.00,-3.87,3.53
14424,5.28,0.35,779,0.00,0.99,0.00,1.0000,13.50,46,1,1,2,10,4.54,0.00,-3.87,3.53
14572,5.28,0.35,780,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.54,0.00,-3.87,3.53
14637,5.28,0.35,780,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.60,0.00,-3.87,3.53
14637,5.32,0.35,780,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
14806,5.33,0.34,783,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.48,0.00,-3.87,3.53
14841,5.33,0.34,784,0.00,0.99,0.00,1.0000,12.50,46,1,1,2,10,4.42,0.00,-3.87,3.53
14841,5.33,0.33,785,0.00,0.99,0.00,1.0000,12.50,46,1,1,2,10,4.46,0.00,-3.87,3.53
15010,5.33,0.34,782,0.00,0.99,0.00,1.0000,12.50,46,1,1,2,10,4.51,0.00,-3.87,3.53
15106,5.33,0.34,787,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
15228,5.33,0.34,789,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
15264,5.33,0.35,790,0.00,0.99,0.00,1.0000,12.50,46,1,1,2,10,4.57,0.00,-3.87,3.53
15264,5.33,0.35,785,0.00,0.99,0.00,1.0000,13.00,46,1,1,2,10,4.51,0.00,-3.87,3.53
