Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
3040,5.57,0.34,814,0.00,0.99,0.00,1.0000,17.00,54,16,3,7,20,4.68,0.00,-3.93,3.92
3153,5.54,0.35,797,0.00,0.99,0.00,1.0000,18.00,54,16,3,7,20,4.62,0.00,-3.89,3.92
3250,5.50,0.35,780,0.00,0.99,0.00,1.0000,19.00,54,16,3,7,20,4.66,0.00,-3.87,3.92
3366,5.44,0.36,768,0.00,0.99,0.00,1.0000,19.50,54,16,3,7,20,4.57,0.00,-3.87,3.92
3485,5.35,0.36,758,0.00,0.99,0.00,1.0000,19.50,54,16,3,7,20,4.69,0.00,-3.87,3.92
3563,5.30,0.37,750,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.66,0.00,-3.87,3.92
3693,5.24,0.37,746,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.75,0.00,-3.87,3.53
3818,5.18,0.36,742,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.60,0.00,-3.87,3.53
3954,5.16,0.36,746,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.51,0.00,-3.87,3.53
4069,5.10,0.37,744,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.51,0.00,-3.87,3.53
4184,5.10,0.36,742,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.57,0.00,-3.87,3.53
4306,5.09,0.37,745,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.57,0.00,-3.87,3.53
4348,5.07,0.37,748,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.57,0.00,-3.87,3.53
4469,5.06,0.37,742,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.57,0.00,-3.87,3.53
4558,5.06,0.36,742,0.00,0.99,0.00,1.0000,16.50,54,16,3,7,20,4.54,0.00,-3.87,3.53
4677,5.06,0.36,746,0.00,0.99,0.00,1.0000,16.00,54,16,3,7,20,4.51,0.00,-3.87,3.53
4795,5.05,0.36,751,0.00,0.99,0.00,1.0000,15.50,54,16,3,7,20,4.48,0.00,-3.87,3.53
4909,5.06,0.36,752,0.00,0.99,0.00,1.0000,15.50,54,16,3,7,20,4.57,0.00,-3.87,3.53
4984,5.06,0.35,754,0.00,0.99,0.00,1.0000,15.00,54,16,3,7,20,4.54,0.00,-3.87,3.53
5191,5.07,0.34,758,0.00,0.99,0.00,1.0000,14.50,54,16,3,7,20,4.43,0.00,-3.87,3.53
