Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
1951,0.77,3.04,5235,0.00,0.76,0.00,1.0000,18.50,39,3,1,2,15,265.98,44.31,15.45,100.00
1984,0.80,3.02,5323,0.00,0.76,0.00,1.0000,18.50,39,3,1,2,15,265.50,44.71,15.45,100.00
1984,0.81,3.03,5321,0.00,0.76,0.00,1.0000,18.50,39,3,1,2,15,266.97,45.49,15.41,100.00
2178,0.93,2.98,5419,0.00,0.76,0.00,1.0000,19.00,39,3,1,2,15,266.97,45.10,15.39,100.00
2201,0.90,2.98,5466,0.00,0.76,0.00,1.0000,19.50,39,3,1,2,15,272.42,45.10,15.39,100.00
2201,1.01,2.95,5480,0.00,0.76,0.00,1.0000,19.50,39,3,1,2,15,268.41,44.71,15.28,100.00
2388,1.05,2.98,5538,0.00,0.76,0.00,1.0000,20.00,39,3,1,2,15,270.41,44.71,15.26,100.00
2424,1.04,2.91,5544,0.00,0.76,0.00,1.0000,20.00,39,3,1,2,15,271.41,44.31,15.24,100.00
2424,1.12,2.92,5597,0.00,0.76,0.00,1.0000,20.50,39,3,1,2,15,272.42,43.92,15.22,100.00
2596,1.00,2.87,5656,0.00,0.76,0.00,1.0000,20.50,39,3,1,2,15,274.42,43.92,15.16,100.00
2643,0.93,2.85,5687,0.00,0.76,0.00,1.0000,21.00,39,3,1,2,15,272.92,43.92,15.08,100.00
2783,0.86,2.84,5747,0.00,0.76,0.00,1.0000,21.00,39,3,1,2,15,272.42,43.53,14.95,100.00
2818,0.83,2.85,5765,0.00,0.76,0.00,1.0000,21.00,39,3,1,2,15,269.91,43.53,14.68,100.00
2845,0.80,2.79,5826,0.00,0.76,0.00,1.0000,21.50,39,3,1,2,15,275.42,43.53,14.54,100.00
