Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
65480,1.82,0.62,2777,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,29.53,0.00,-5.03,14.90
65480,1.80,0.63,2776,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,29.94,0.00,-5.03,15.29
65480,1.76,0.63,2791,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,30.05,0.00,-5.03,15.29
65584,1.89,0.64,2792,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,29.42,0.00,-5.03,15.29
65826,1.92,0.63,2778,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.73,0.00,-5.03,15.29
65889,1.94,0.63,2792,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,29.44,0.00,-5.03,14.90
65997,1.94,0.63,2797,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,29.13,0.00,-5.03,14.90
66242,1.96,0.63,2784,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,29.03,0.00,-5.03,14.90
66277,2.02,0.63,2795,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,29.14,0.00,-5.03,14.90
66295,2.03,0.62,2784,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.73,0.00,-5.03,14.90
66535,2.05,0.62,2797,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.32,0.00,-5.03,14.90
66573,2.07,0.62,2801,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.63,0.00,-5.03,14.90
66573,2.08,0.62,2785,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.63,0.00,-5.03,14.90
66826,2.09,0.61,2799,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.94,0.00,-5.03,14.90
66902,2.07,0.61,2791,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.93,0.00,-5.03,14.90
66902,2.06,0.62,2804,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.93,0.00,-5.03,15.29
67137,2.07,0.62,2804,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.72,0.00,-5.03,14.90
67231,2.05,0.63,2786,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.93,0.00,-5.03,15.29
67231,2.03,0.64,2806,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,29.24,0.00,-5.03,14.90
67483,2.04,0.62,2796,0.00,1.11,0.00,1.0000,47.00,46,11,3,5,15,29.55,0.00,-5.03,14.90
67563,2.07,0.62,2808,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,29.04,0.00,-5.03,14.90
67626,2.04,0.62,2805,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.72,0.00,-5.03,14.90
67810,2.09,0.61,2797,0.00,1.11,0.00,1.0000,47.00,46,11,3,5,15,28.94,0.00,-5.03,14.90
67891,2.08,0.63,2812,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.73,0.00,-5.03,14.90
67891,2.08,0.63,2798,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.83,0.00,-5.03,14.90
68139,2.09,0.62,2811,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,29.45,0.00,-5.03,14.90
68215,2.09,0.63,2799,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,29.24,0.00,-5.03,14.90
68237,2.10,0.61,2805,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.83,0.00,-5.03,14.90
68443,2.10,0.62,2815,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,29.04,0.00,-5.03,14.90
68469,2.12,0.61,2799,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,29.13,0.00,-5.03,14.90
68686,2.12,0.62,2818,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.53,0.00,-5.03,14.90
68849,2.15,0.61,2808,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.73,0.00,-5.03,14.90
68867,2.16,0.61,2820,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.94,0.00,-5.03,14.90
68867,2.17,0.61,2821,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.73,0.00,-5.03,14.90
69114,2.19,0.61,2809,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.43,0.00,-5.03,14.90
69183,2.21,0.61,2822,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.74,0.00,-5.03,14.90
69217,2.19,0.61,2811,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.63,0.00,-5.03,14.90
69428,2.18,0.61,2827,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.33,0.00,-5.03,14.90
69480,2.23,0.60,2810,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.12,0.00,-5.01,14.90
69709,2.23,0.61,2823,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.02,0.00,-5.01,14.90
69761,2.24,0.60,2820,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.53,0.00,-5.01,14.90
69761,2.26,0.61,2814,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.74,0.00,-5.01,14.90
70022,2.25,0.61,2831,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,29.15,0.00,-5.01,14.90
70112,2.26,0.61,2817,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.42,0.00,-5.01,14.90
70112,2.24,0.60,2835,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.64,0.00,-5.01,14.90
70510,2.28,0.62,2822,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.63,0.00,-5.01,14.90
70536,2.28,0.60,2833,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.84,0.00,-5.01,14.90
70622,2.29,0.61,2822,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,27.51,0.00,-5.01,14.90
70797,2.31,0.58,2836,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.64,0.00,-5.01,14.51
70891,2.33,0.60,2843,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.01,0.00,-5.01,14.90
71081,2.35,0.58,2824,0.00,1.13,0.00,1.0000,46.50,46,11,3,5,15,27.31,0.00,-4.99,14.90
71116,2.35,0.60,2837,0.00,1.13,0.00,1.0000,46.50,46,11,3,5,15,27.72,0.00,-4.99,14.90
71116,2.35,0.60,2827,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.83,0.00,-4.99,14.90
71358,2.35,0.59,2845,0.00,1.13,0.00,1.0000,46.50,46,11,3,5,15,28.03,0.00,-4.99,14.51
71397,2.34,0.65,2834,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.33,0.00,-4.99,14.51
71478,2.37,0.58,2844,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,27.92,0.00,-4.99,14.51
71661,2.39,0.57,2832,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,27.40,0.00,-4.99,14.51
71715,2.39,0.55,2835,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.13,0.00,-4.99,14.90
71715,2.39,0.55,2847,0.00,1.13,0.00,1.0000,46.50,46,11,3,5,15,28.03,0.00,-4.99,14.90
71771,2.38,0.59,2838,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.12,0.00,-4.99,14.90
72030,2.35,0.59,2851,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.94,0.00,-4.99,14.90
72158,2.35,0.60,2839,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.43,0.00,-4.97,14.90
72316,2.32,0.60,2856,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.74,0.00,-4.97,14.90
72386,2.34,0.61,2856,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.54,0.00,-4.99,14.90
72386,2.34,0.60,2846,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.03,0.00,-4.97,14.90
72386,2.33,0.60,2844,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.94,0.00,-4.99,14.90
72692,2.32,0.61,2860,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.32,0.00,-4.99,14.90
72755,2.37,0.60,2848,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.54,0.00,-4.99,14.90
72755,2.37,0.61,2863,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.43,0.00,-4.99,14.90
73064,2.38,0.58,2853,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.42,0.00,-4.99,14.90
73156,2.40,0.54,2866,0.00,1.12,0.00,1.0000,46.50,46,11,3,5,15,28.21,0.00,-4.97,14.90
73156,2.37,0.59,2855,0.00,1.12,0.00,1.0000,47.00,46,11,3,5,15,28.33,0.00,-4.97,14.90
73156,2.39,0.59,2873,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,28.01,0.00,-4.97,14.90
73392,2.35,0.60,2859,0.00,1.11,0.00,1.0000,47.00,46,11,3,5,15,28.63,0.00,-4.97,14.90
73444,2.41,0.60,2872,0.00,1.11,0.00,1.0000,46.50,46,11,3,5,15,28.32,0.00,-4.97,14.90
73707,2.41,0.60,2862,0.00,1.11,0.00,1.0000,47.00,46,11,3,5,15,28.02,0.00,-4.95,14.90
73772,2.41,0.60,2878,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,28.74,0.00,-4.95,14.90
73772,2.37,0.60,2872,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,29.15,0.00,-4.95,14.90
74011,2.39,0.59,2880,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,28.63,0.00,-4.95,14.90
74069,2.39,0.61,2872,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,28.41,0.00,-4.95,14.90
74303,2.38,0.60,2893,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,29.15,0.00,-4.95,15.29
74356,2.36,0.59,2873,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,28.73,0.00,-4.95,15.29
74356,2.32,0.61,2896,0.00,1.10,0.00,1.0000,47.00,46,11,3,5,15,28.52,0.00,-4.95,15.29
74356,2.33,0.60,2879,0.00,1.09,0.00,1.0000,47.00,46,11,3,5,15,29.44,0.00,-4.95,14.90
74588,2.34,0.59,2896,0.00,1.09,0.00,1.0000,47.00,46,11,3,5,15,29.15,0.00,-4.95,14.90
74703,2.37,0.59,2886,0.00,1.09,0.00,1.0000,47.00,46,11,3,5,15,28.62,0.00,-4.95,14.90
74703,2.41,0.59,2900,0.00,1.09,0.00,1.0000,47.00,46,11,3,5,15,28.62,0.00,-4.93,14.90
74918,2.43,0.58,2886,0.00,1.08,0.00,1.0000,47.00,46,11,3,5,15,28.30,0.00,-4.93,14.51
74918,2.59,0.51,2902,0.00,1.08,0.00,1.0000,47.00,46,11,3,5,15,26.96,0.00,-4.93,12.94
75177,3.12,0.38,2882,0.00,1.26,0.00,1.0000,46.50,46,11,3,5,15,22.18,0.00,-4.93,10.98
75270,3.76,0.42,2901,0.00,1.14,0.00,1.0000,44.50,46,11,3,5,15,17.93,0.00,-4.93,10.59
75270,4.17,0.37,2862,0.00,1.13,0.00,1.0000,43.00,46,11,3,5,15,17.44,0.00,-4.93,10.59
75598,4.20,0.36,2885,0.00,1.12,0.00,1.0000,41.00,46,11,3,5,15,17.47,0.00,-4.95,10.59
75618,4.23,0.33,2899,0.00,1.12,0.00,1.0000,39.50,46,11,3,5,15,16.66,0.00,-4.95,10.20
75852,4.24,0.34,2918,0.00,1.12,0.00,1.0000,37.50,46,11,3,5,15,16.27,0.00,-4.95,10.20
75874,4.44,0.33,2884,0.00,1.07,0.00,1.0000,36.00,46,11,3,5,15,16.20,0.00,-4.93,10.20
76115,4.50,0.34,2861,0.00,1.02,0.00,1.0000,34.50,46,11,3,5,15,16.41,0.00,-4.93,10.20
76178,4.43,0.33,2839,0.00,1.01,0.00,1.0000,32.50,46,11,3,5,15,15.79,0.00,-4.95,10.20
76178,4.40,0.31,2910,0.00,1.01,0.00,1.0000,31.00,46,11,3,5,15,15.72,0.00,-4.97,9.80
76262,4.54,0.30,2880,0.00,1.00,0.00,1.0000,29.50,46,11,3,5,15,14.82,0.00,-4.97,9.80
76418,4.64,0.30,2864,0.00,0.83,0.00,1.0000,28.00,46,11,3,5,15,14.54,0.00,-4.93,9.41
76529,4.67,0.28,2846,0.00,0.83,0.00,1.0000,26.50,46,11,3,5,15,14.28,0.00,-4.95,9.02
76529,4.85,0.27,2878,0.00,0.83,0.00,1.0000,25.00,46,11,3,5,15,13.35,0.00,-4.97,8.63
76529,4.79,0.24,2841,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,12.43,0.00,-4.97,8.63
76840,4.72,0.26,2867,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,11.94,0.00,-4.95,8.24
76885,4.79,0.24,2830,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,11.75,0.00,-4.99,8.24
76885,4.85,0.23,2848,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,11.69,0.00,-4.97,7.84
77140,4.89,0.22,2817,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,10.30,0.00,-4.99,7.45
77192,4.98,0.20,2836,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,10.25,0.00,-5.01,7.06
77283,5.22,0.20,2808,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.23,0.00,-5.01,7.06
77538,5.28,0.20,2805,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.28,0.00,-5.01,6.67
77614,5.39,0.19,2814,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.12,0.00,-5.03,6.67
77945,5.44,0.17,2792,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.70,0.00,-5.03,6.67
77983,5.49,0.19,2801,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.23,0.00,-5.03,6.67
78084,5.54,0.19,2786,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.83,0.00,-5.05,6.67
78084,5.53,0.19,2771,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.66,0.00,-5.03,6.67
78084,5.51,0.18,2782,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.70,0.00,-5.03,6.67
78382,5.54,0.19,2762,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,8.70,0.00,-5.05,7.06
78413,5.51,0.21,2770,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.38,0.00,-5.05,7.45
78504,5.40,0.21,2764,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.84,0.00,-5.05,7.45
78686,5.32,0.21,2734,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,15,9.38,0.00,-5.05,7.45
78739,5.31,0.22,2752,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.84,0.00,-5.05,7.45
78739,5.28,0.22,2738,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,10.05,0.00,-5.05,7.45
78997,5.26,0.22,2725,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.89,0.00,-5.07,7.45
79065,5.26,0.21,2723,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.84,0.00,-5.05,7.45
79065,5.23,0.21,2723,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.84,0.00,-5.07,7.06
79178,5.24,0.21,2698,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.48,0.00,-5.07,7.06
79374,5.26,0.21,2695,0.00,0.83,0.00,1.0000,24.00,46,11,3,5,16,9.53,0.00,-5.07,7.06
79468,5.27,0.24,2704,0.00,0.83,0.00,1.0000,28.50,46,11,3,5,16,9.59,0.00,-5.09,8.24
79486,5.24,0.33,2719,0.00,0.83,0.00,1.0000,27.50,46,11,3,5,16,12.64,0.00,-5.07,9.80
79658,4.89,0.38,2715,0.00,0.83,0.00,1.0000,41.00,46,11,3,5,16,15.86,0.00,-5.07,10.98
79824,4.70,0.42,2683,0.00,0.82,0.00,1.0000,45.00,46,11,3,5,16,18.00,0.00,-5.07,12.16
79824,4.43,0.40,2686,0.00,0.82,0.00,1.0000,45.50,46,11,3,5,16,19.82,0.00,-5.07,12.55
80045,4.10,0.51,2675,0.00,0.82,0.00,1.0000,45.50,46,11,3,5,16,20.31,0.00,-5.09,12.55
80232,3.93,0.46,2666,0.00,0.82,0.00,1.0000,45.50,46,11,3,5,16,20.55,0.00,-5.09,12.55
80452,3.84,0.44,2682,0.00,0.82,0.00,1.0000,45.50,46,11,3,5,16,20.14,0.00,-5.09,11.76
80583,3.81,0.38,2672,0.00,0.82,0.00,1.0000,44.50,46,11,3,5,16,18.29,0.00,-5.09,10.98
80778,4.29,0.35,2666,0.00,0.82,0.00,1.0000,43.50,46,11,3,5,16,16.41,0.00,-5.09,10.59
80846,4.34,0.37,2655,0.00,0.83,0.00,1.0000,41.50,46,11,3,5,16,16.06,0.00,-5.09,10.59
80846,4.30,0.37,2670,0.00,0.99,0.00,1.0000,39.50,46,11,3,5,16,16.37,0.00,-5.09,10.59
81148,4.35,0.36,2636,0.00,0.99,0.00,1.0000,38.00,46,11,3,5,16,15.99,0.00,-5.10,10.59
81198,4.27,0.36,2632,0.00,0.99,0.00,1.0000,36.50,46,11,3,5,16,15.88,0.00,-5.10,10.20
81293,4.53,0.39,2608,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,16.06,0.00,-5.09,10.59
81293,4.47,0.36,2640,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,15.30,0.00,-5.09,10.59
81293,4.33,0.29,2687,0.00,0.99,0.00,1.0000,38.50,46,11,3,5,16,15.99,0.00,-5.10,10.20
81293,4.24,0.35,2667,0.00,0.99,0.00,1.0000,33.50,46,11,3,5,16,15.23,0.00,-5.10,10.20
81293,4.28,0.34,2635,0.00,0.99,0.00,1.0000,35.00,46,11,3,5,16,15.51,0.00,-5.10,10.20
81593,4.50,0.39,2630,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,16.86,0.00,-5.10,11.37
81841,4.42,0.42,2668,0.00,0.99,0.00,1.0000,37.50,46,11,3,5,16,17.99,0.00,-5.10,11.37
81903,4.36,0.41,2621,0.00,0.99,0.00,1.0000,45.00,46,11,3,5,16,18.03,0.00,-5.10,11.37
81991,4.26,0.41,2624,0.00,0.99,0.00,1.0000,45.00,46,11,3,5,16,18.21,0.00,-5.12,11.37
82191,4.20,0.46,2636,0.00,0.99,0.00,1.0000,45.00,46,11,3,5,16,18.10,0.00,-5.10,10.98
82249,4.24,0.39,2601,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,17.50,0.00,-5.10,10.59
82537,4.32,0.38,2633,0.00,0.99,0.00,1.0000,45.00,46,11,3,5,16,17.16,0.00,-5.10,10.59
82562,4.37,0.36,2628,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,16.56,0.00,-5.12,10.59
82861,4.33,0.40,2606,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,16.94,0.00,-5.12,10.98
82861,4.34,0.39,2614,0.00,1.06,0.00,1.0000,44.50,46,11,3,5,16,17.00,0.00,-5.12,10.98
82861,4.38,0.39,2610,0.00,1.01,0.00,1.0000,44.50,46,11,3,5,16,16.98,0.00,-5.12,10.98
82952,4.41,0.37,2617,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,15.41,0.00,-5.10,10.59
82952,4.43,0.38,2610,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,16.41,0.00,-5.10,10.59
82952,4.42,0.40,2596,0.00,0.99,0.00,1.0000,44.50,46,11,3,5,16,16.80,0.00,-5.10,10.98
83114,4.31,0.40,2592,0.00,1.09,0.00,1.0000,44.50,46,11,3,5,16,17.61,0.00,-5.12,10.98
83243,4.26,0.42,2598,0.00,1.10,0.00,1.0000,45.00,46,11,3,5,16,17.51,0.00,-5.12,11.37
83326,4.18,0.43,2588,0.00,1.10,0.00,1.0000,45.00,46,11,3,5,16,18.46,0.00,-5.12,11.37
83544,4.11,0.42,2588,0.00,1.12,0.00,1.0000,45.00,46,11,3,5,16,18.58,0.00,-5.12,11.37
83683,4.06,0.43,2599,0.00,1.13,0.00,1.0000,45.00,46,11,3,5,16,18.45,0.00,-5.12,11.37
83891,3.99,0.43,2596,0.00,1.14,0.00,1.0000,45.00,46,11,3,5,16,18.64,0.00,-5.12,11.37
83959,3.97,0.43,2592,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,18.56,0.00,-5.12,11.76
83959,3.90,0.45,2578,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,18.71,0.00,-5.12,11.76
83959,3.85,0.44,2580,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,18.70,0.00,-5.12,11.76
83959,3.81,0.45,2574,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,19.14,0.00,-5.14,11.76
84218,3.80,0.45,2586,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,18.83,0.00,-5.12,11.76
84486,3.77,0.45,2586,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,19.22,0.00,-5.12,12.16
84651,3.69,0.42,2582,0.00,1.15,0.00,1.0000,45.00,46,11,3,5,16,20.27,0.00,-5.14,12.16
84855,3.23,0.59,2577,0.00,1.12,0.00,1.0000,45.50,46,11,3,5,16,22.35,0.00,-5.14,13.33
84855,3.31,0.53,2564,0.00,1.13,0.00,1.0000,45.50,46,11,3,5,16,21.95,0.00,-5.14,12.94
84873,3.40,0.50,2564,0.00,1.13,0.00,1.0000,45.50,46,11,3,5,16,22.04,0.00,-5.14,12.55
84873,3.50,0.50,2566,0.00,1.13,0.00,1.0000,45.50,46,11,3,5,16,21.23,0.00,-5.12,12.55
84873,3.54,0.49,2565,0.00,1.13,0.00,1.0000,45.50,46,11,3,5,16,20.67,0.00,-5.14,12.55
84873,3.60,0.48,2580,0.00,1.14,0.00,1.0000,45.50,46,11,3,5,16,20.91,0.00,-5.14,12.55
85181,2.96,0.57,2580,0.00,1.12,0.00,1.0000,45.50,46,11,3,5,16,23.39,0.00,-5.14,13.73
85202,2.79,0.59,2580,0.00,1.10,0.00,1.0000,45.50,46,11,3,5,16,24.88,0.00,-5.14,14.51
85202,2.61,0.60,2578,0.00,1.10,0.00,1.0000,45.50,46,11,3,5,16,25.23,0.00,-5.14,14.51
85443,2.46,0.62,2568,0.00,1.09,0.00,1.0000,45.50,46,11,3,5,16,25.59,0.00,-5.12,14.90
85655,2.32,0.65,2567,0.00,1.09,0.00,1.0000,45.50,46,11,3,5,16,27.21,0.00,-5.14,15.29
85859,2.10,0.60,2566,0.00,1.08,0.00,1.0000,45.00,46,11,3,5,16,28.12,0.00,-5.12,15.29
85881,1.95,0.65,2567,0.00,1.08,0.00,1.0000,45.00,46,11,3,5,16,28.32,0.00,-5.14,15.29
85951,1.84,0.64,2578,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,28.31,0.00,-5.14,15.29
86140,1.82,0.66,2574,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,28.01,0.00,-5.14,15.29
86194,1.84,0.60,2582,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,28.11,0.00,-5.14,15.29
86284,1.82,0.65,2579,0.00,1.08,0.00,1.0000,45.00,46,11,3,5,16,28.01,0.00,-5.14,15.29
86450,1.82,0.65,2568,0.00,1.08,0.00,1.0000,45.00,46,11,3,5,16,27.81,0.00,-5.14,15.29
86512,1.79,0.64,2572,0.00,1.08,0.00,1.0000,45.00,46,11,3,5,16,28.11,0.00,-5.12,15.29
86512,1.81,0.66,2570,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,27.69,0.00,-5.14,15.29
86512,1.78,0.68,2587,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,27.70,0.00,-5.14,15.29
86776,1.71,0.69,2588,0.00,1.08,0.00,1.0000,44.50,46,11,3,5,16,29.03,0.00,-5.12,15.69
86828,1.61,0.69,2592,0.00,1.07,0.00,1.0000,44.00,46,11,3,5,16,29.54,0.00,-5.12,15.69
86848,1.55,0.69,2593,0.00,1.07,0.00,1.0000,44.00,46,11,3,5,16,29.63,0.00,-5.14,15.69
87150,1.45,0.70,2582,0.00,1.07,0.00,1.0000,44.00,46,11,3,5,16,29.94,0.00,-5.14,15.69
87171,1.42,0.65,2585,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.24,0.00,-5.12,16.08
87171,1.38,0.71,2588,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.24,0.00,-5.12,16.08
87475,1.26,0.72,2600,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.13,0.00,-5.12,16.08
87527,1.23,0.72,2603,0.00,1.07,0.00,1.0000,43.00,46,11,3,5,16,30.64,0.00,-5.12,16.08
87527,1.23,0.73,2606,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.84,0.00,-5.12,16.08
87829,1.22,0.72,2595,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,31.25,0.00,-5.12,16.08
87829,1.23,0.71,2598,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,31.25,0.00,-5.12,16.08
87829,1.22,0.73,2600,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.94,0.00,-5.12,16.08
88111,1.21,0.65,2614,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,31.05,0.00,-5.12,16.08
88111,1.21,0.71,2615,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,30.42,0.00,-5.12,16.08
88201,1.16,0.72,2620,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,31.25,0.00,-5.12,16.47
88367,1.11,0.74,2616,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,31.15,0.00,-5.12,16.47
88465,1.01,0.75,2610,0.00,1.07,0.00,1.0000,43.00,46,11,3,5,16,32.33,0.00,-5.12,16.47
88488,0.93,0.75,2616,0.00,1.06,0.00,1.0000,42.50,46,11,3,5,16,32.66,0.00,-5.10,16.47
88740,0.92,0.74,2637,0.00,1.06,0.00,1.0000,42.50,46,11,3,5,16,32.77,0.00,-5.12,16.47
88792,0.91,0.75,2632,0.00,1.06,0.00,1.0000,43.00,46,11,3,5,16,32.21,0.00,-5.10,16.47
89094,0.92,0.71,2625,0.00,1.06,0.00,1.0000,43.00,46,11,3,5,16,32.66,0.00,-5.10,16.47
89148,0.86,0.76,2628,0.00,1.06,0.00,1.0000,42.50,46,11,3,5,16,33.34,0.00,-5.10,16.47
89148,0.87,0.74,2633,0.00,1.06,0.00,1.0000,42.50,46,11,3,5,16,32.77,0.00,-5.10,16.47
89238,0.87,0.76,2642,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,32.21,0.00,-5.10,16.47
89449,0.85,0.75,2645,0.00,1.07,0.00,1.0000,43.00,46,11,3,5,16,32.43,0.00,-5.10,16.47
89516,0.85,0.72,2635,0.00,1.07,0.00,1.0000,43.50,46,11,3,5,16,33.00,0.00,-5.10,16.47
