Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
134698,0.00,18.47,1198,0.00,0.00,-31.50,13.5000,-64.00,-11,50,239,0,8,0.02,50.20,82.39,0.00,39.02
134698,0.00,18.59,1191,-194856557071914200000000000000000000000.00,0.00,-31.50,5.5000,-64.00,-11,50,212,0,8,0.01,50.20,82.39,0.00,29.53
134698,0.00,18.64,1191,-194804634103328870000000000000000000000.00,0.00,-31.50,1.5000,-64.00,-11,50,227,0,8,0.01,50.20,82.41,0.00,34.80
134952,0.00,18.57,1192,0.00,0.00,-31.50,7.6250,-64.00,-11,50,235,0,8,0.02,50.20,82.39,0.00,37.62
134952,0.00,20.02,1180,0.00,0.00,-31.50,11.3750,-64.00,-11,50,227,0,8,0.02,50.20,82.43,0.00,34.80
134952,0.00,18.74,1176,0.00,0.00,-31.50,5.0000,-64.00,-11,50,209,0,8,0.02,50.20,82.43,0.00,28.48
134952,0.00,18.46,1188,-194877326259348360000000000000000000000.00,0.00,-31.50,11.7500,-64.00,-11,50,209,0,8,0.01,50.20,82.39,0.00,28.48
134952,0.00,19.84,1178,0.00,0.00,-31.50,14.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.48,0.00,32.34
134952,0.00,18.20,1190,0.00,0.00,-31.50,8.0000,-64.00,-11,50,186,0,8,0.02,50.20,82.39,0.00,20.39
135066,0.00,18.39,1185,0.00,0.00,-31.50,5.3750,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
135066,0.00,18.38,1188,-194617711416421600000000000000000000000.00,0.00,-31.50,9.6250,-64.00,-11,50,175,0,8,0.01,50.20,82.41,0.00,16.52
135186,0.00,18.66,1171,0.00,0.00,-31.50,5.2500,-64.00,-11,50,201,0,8,0.02,50.20,82.43,0.00,25.66
136090,0.00,18.51,1180,0.00,0.00,-31.50,8.5000,-64.00,-11,50,212,0,8,0.02,50.20,77.46,0.00,29.53
136324,0.00,19.57,1190,0.00,0.00,-31.50,13.1250,-64.00,-11,50,224,0,8,0.02,50.20,77.44,0.00,33.75
136324,0.00,19.76,1193,-194685211275582570000000000000000000000.00,0.00,-31.50,0.0000,-64.00,-11,50,201,0,8,0.02,50.20,82.41,0.00,25.66
136346,0.00,18.28,1181,0.00,0.00,-31.50,11.1250,-64.00,-11,50,231,0,8,0.02,50.20,82.37,0.00,36.21
136346,0.00,18.18,1188,0.00,0.00,-31.50,1.6250,-64.00,-11,50,232,0,8,0.02,50.20,77.44,0.00,36.56
136346,0.00,19.48,1174,0.00,0.00,-31.50,2.0000,-64.00,-11,50,224,0,8,0.02,50.20,82.43,0.00,33.75
136346,0.00,17.95,1182,0.00,0.00,-31.50,1.2500,-64.00,-11,50,224,0,8,0.02,50.20,77.46,0.00,33.75
136346,0.00,19.38,1173,0.00,0.00,-31.50,7.0000,-64.00,-11,50,205,0,8,0.02,50.20,77.50,0.00,27.07
136346,0.00,18.22,1162,0.00,0.00,-31.50,15.5000,-64.00,-11,50,247,0,8,0.02,50.20,77.50,0.00,41.84
136346,0.00,18.19,1165,0.00,0.00,-31.50,14.5000,-64.00,-11,50,243,0,8,0.02,50.20,77.50,0.00,40.43
136359,0.00,18.41,1151,0.00,0.00,-31.50,1.5000,-64.00,-11,50,227,0,8,0.02,50.20,77.56,0.00,34.80
136359,0.00,18.50,1161,0.00,0.00,-31.50,12.5000,-64.00,-11,50,224,0,8,0.02,50.20,77.52,0.00,33.75
136359,0.00,18.61,1159,0.00,0.00,-31.50,15.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.54,0.00,29.53
136359,0.00,19.72,1168,0.00,0.00,-31.50,15.7500,-64.00,-11,50,235,0,8,0.02,50.20,77.50,0.00,37.62
136872,0.00,18.41,1184,-194955210712226380000000000000000000000.00,0.00,-31.50,2.8750,-64.00,-11,50,232,0,8,0.01,50.20,82.39,0.00,36.56
137433,0.00,18.37,1182,0.00,0.00,-31.50,13.6250,-64.00,-11,50,239,0,8,0.02,50.20,82.41,0.00,39.02
137433,0.00,20.04,1168,0.00,0.00,-31.50,9.2500,-64.00,-11,50,239,0,8,0.02,50.20,77.48,0.00,39.02
137433,0.00,20.19,1183,0.00,0.00,-31.50,0.0000,-64.00,-11,50,227,0,8,0.02,50.20,82.39,0.00,34.80
137433,0.00,20.10,1172,0.00,0.00,-31.50,11.7500,-64.00,-11,50,224,0,8,0.02,50.20,82.43,0.00,33.75
137433,0.00,20.05,1184,0.00,0.00,-31.50,3.6250,-64.00,-11,50,235,0,8,0.02,50.20,82.37,0.00,37.62
137433,0.00,19.90,1185,-194669634385006960000000000000000000000.00,0.00,-31.50,1.3750,-64.00,-11,50,231,0,8,0.01,50.20,82.39,0.00,36.21
137433,0.00,19.92,1184,0.00,0.00,-31.50,4.0000,-64.00,-11,50,209,0,8,0.02,50.20,82.39,0.00,28.48
137433,0.00,20.13,1192,-194903287743641030000000000000000000000.00,0.00,-31.50,0.1250,-64.00,-11,50,224,0,8,0.01,50.20,82.37,0.00,33.75
137433,0.00,19.79,1195,-48695966228973680000000000000000000000.00,0.00,-31.50,8.5000,-64.00,-11,50,227,0,8,0.01,50.20,82.39,0.00,34.80
137433,0.00,19.59,1189,-195059056649397080000000000000000000000.00,0.00,-31.50,4.5000,-64.00,-11,50,224,0,8,0.02,50.20,82.39,0.00,33.75
137457,0.00,18.50,1193,0.00,0.00,-31.50,10.0000,-64.00,-11,50,239,0,8,0.02,50.20,82.37,0.00,39.02
137457,0.00,19.97,1180,-194643672900714300000000000000000000000.00,0.00,-31.50,1.7500,-64.00,-11,50,231,0,8,0.01,50.20,82.41,0.00,36.21
137457,0.00,19.80,1184,-194851364775055700000000000000000000000.00,0.00,-31.50,11.1250,-64.00,-11,50,220,0,8,0.01,50.20,82.39,0.00,32.34
137457,0.00,18.43,1196,-194820210993904470000000000000000000000.00,0.00,-31.50,6.1250,-64.00,-11,50,248,0,8,0.01,50.20,82.37,0.00,42.19
138074,0.00,19.84,1174,0.00,0.00,-31.50,11.5000,-64.00,-11,50,236,0,8,0.02,50.20,82.39,0.00,37.97
138074,0.00,19.79,1180,0.00,0.00,-31.50,5.7500,-64.00,-11,50,197,0,8,0.02,50.20,77.44,0.00,24.26
138622,0.00,20.06,1181,0.00,0.00,-31.50,4.5000,-64.00,-11,50,212,0,8,0.02,50.20,77.46,0.00,29.53
138622,0.00,20.04,1172,0.00,0.00,-31.50,4.2500,-64.00,-11,50,248,0,8,0.02,50.20,82.41,0.00,42.19
138622,0.00,20.14,1187,-194685211275582570000000000000000000000.00,0.00,-31.50,7.2500,-64.00,-11,50,235,0,8,0.01,50.20,82.39,0.00,37.62
138622,0.00,20.00,1190,-194856557071914200000000000000000000000.00,0.00,-31.50,15.8750,-64.00,-11,50,212,0,8,0.01,50.20,82.37,0.00,29.53
138622,0.00,19.98,1187,-194877326259348360000000000000000000000.00,0.00,-31.50,0.3750,-64.00,-11,50,243,0,8,0.02,50.20,82.37,0.00,40.43
138622,0.00,20.02,1197,-194840980181338600000000000000000000000.00,0.00,-31.50,6.5000,-64.00,-11,50,220,0,8,0.01,50.20,82.36,0.00,32.34
138622,0.00,19.95,1187,-194903287743641030000000000000000000000.00,0.00,-31.50,3.6250,-64.00,-11,50,209,0,8,0.01,50.20,82.39,0.00,28.48
138622,0.00,19.68,1195,-194965595305943450000000000000000000000.00,0.00,-31.50,1.2500,-64.00,-11,50,216,0,8,0.01,50.20,82.37,0.00,30.94
138644,0.00,19.78,1196,-48716735416407820000000000000000000000.00,0.00,-31.50,6.2500,-64.00,-11,50,224,0,8,0.01,50.20,82.37,0.00,33.75
138644,0.00,20.07,1190,-194970787602802000000000000000000000000.00,0.00,-31.50,3.3750,-64.00,-11,50,227,0,8,0.01,50.20,82.37,0.00,34.80
138644,0.00,18.37,1194,0.00,0.00,-31.50,13.6250,-64.00,-11,50,247,0,8,0.02,50.20,82.37,0.00,41.84
139469,0.00,19.86,1180,0.00,0.00,-31.50,13.7500,-64.00,-11,50,224,0,8,0.02,50.20,77.44,0.00,33.75
139610,0.00,19.77,1177,0.00,0.00,-31.50,11.7500,-64.00,-11,50,212,0,8,0.02,50.20,82.41,0.00,29.53
139610,0.00,20.06,1175,0.00,0.00,-31.50,0.7500,-64.00,-11,50,220,0,8,0.02,50.20,82.41,0.00,32.34
139610,0.00,20.02,1169,0.00,0.00,-31.50,2.7500,-64.00,-11,50,239,0,8,0.02,50.20,77.48,0.00,39.02
139610,0.00,20.09,1169,0.00,0.00,-31.50,11.0000,-64.00,-11,50,216,0,8,0.02,50.20,77.52,0.00,30.94
139610,0.00,20.08,1166,0.00,0.00,-31.50,10.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.48,0.00,32.34
139610,0.00,20.06,1158,0.00,0.00,-31.50,1.0000,-64.00,-11,50,224,0,8,0.02,50.20,77.50,0.00,33.75
139742,0.00,19.79,1165,0.00,0.00,-31.50,8.7500,-64.00,-11,50,224,0,8,0.02,50.20,77.48,0.00,33.75
139742,0.00,19.84,1173,0.00,0.00,-31.50,10.7500,-64.00,-11,50,232,0,8,0.02,50.20,77.44,0.00,36.56
139742,0.00,19.66,1170,0.00,0.00,-31.50,5.0000,-64.00,-11,50,239,0,8,0.02,50.20,77.48,0.00,39.02
139742,0.00,19.71,1158,0.00,0.00,-31.50,14.2500,-64.00,-11,50,224,0,8,0.02,50.20,77.46,0.00,33.75
139742,0.00,19.92,1159,0.00,0.00,-31.50,10.7500,-64.00,-11,50,209,0,8,0.02,50.20,77.50,0.00,28.48
139759,0.00,19.84,1147,0.00,0.00,-31.50,9.7500,-64.00,-11,50,231,0,8,0.02,50.20,77.54,0.00,36.21
139759,0.00,19.87,1157,0.00,0.00,-31.50,2.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.50,0.00,32.34
141175,0.00,19.93,1174,0.00,0.00,-31.50,3.5000,-64.00,-11,50,212,0,8,0.02,50.20,77.44,0.00,29.53
141175,0.00,19.91,1162,0.00,0.00,-31.50,10.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.48,0.00,32.34
141175,0.00,20.39,1170,0.00,0.00,-31.50,15.5000,-64.00,-11,50,235,0,8,0.02,50.20,77.46,0.00,37.62
141175,0.00,19.97,1182,0.00,0.00,-31.50,7.5000,-64.00,-11,50,231,0,8,0.02,50.20,82.37,0.00,36.21
141190,0.00,19.74,1174,0.00,0.00,-31.50,10.2500,-64.00,-11,50,216,0,8,0.02,50.20,77.44,0.00,30.94
141190,0.00,20.04,1183,0.00,0.00,-31.50,2.5000,-64.00,-11,50,231,0,8,0.02,50.20,77.42,0.00,36.21
141190,0.00,19.75,1182,0.00,0.00,-31.50,0.5000,-64.00,-11,50,239,0,8,0.02,50.20,82.39,0.00,39.02
141190,0.00,19.79,1172,0.00,0.00,-31.50,5.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.44,0.00,32.34
141190,0.00,20.02,1178,0.00,0.00,-31.50,11.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.44,0.00,32.34
141190,0.00,19.81,1164,0.00,0.00,-31.50,4.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.48,0.00,29.53
141528,0.00,19.73,1178,0.00,0.00,-31.50,11.7500,-64.00,-11,50,212,0,8,0.02,50.20,77.44,0.00,29.53
141528,0.00,19.94,1164,0.00,0.00,-31.50,13.0000,-64.00,-11,50,227,0,8,0.02,50.20,77.48,0.00,34.80
141528,0.00,19.69,1182,0.00,0.00,-31.50,2.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.44,0.00,29.53
141528,0.00,19.84,1173,0.00,0.00,-31.50,7.7500,-64.00,-11,50,190,0,8,0.02,50.20,77.44,0.00,21.80
141950,0.00,20.10,1166,0.00,0.00,-31.50,0.0000,-64.00,-11,50,227,0,8,0.02,50.20,77.46,0.00,34.80
141950,0.00,19.78,1174,0.00,0.00,-31.50,0.0000,-64.00,-11,50,212,0,8,0.02,50.20,77.44,0.00,29.53
142343,0.00,19.64,1159,0.00,0.00,-31.50,12.0000,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
142343,0.00,19.84,1161,0.00,0.00,-31.50,3.0000,-64.00,-11,50,227,0,8,0.02,50.20,77.46,0.00,34.80
142343,0.00,19.94,1153,0.00,0.00,-31.50,5.5000,-64.00,-11,50,209,0,8,0.02,50.20,77.48,0.00,28.48
142343,0.00,19.69,1155,0.00,0.00,-31.50,12.7500,-64.00,-11,50,205,0,8,0.02,50.20,77.46,0.00,27.07
142363,0.00,19.85,1160,0.00,0.00,-31.50,12.2500,-64.00,-11,50,227,0,8,0.02,50.20,77.46,0.00,34.80
142363,0.00,20.06,1157,0.00,0.00,-31.50,7.7500,-64.00,-11,50,205,0,8,0.02,50.20,77.48,0.00,27.07
142363,0.00,19.96,1162,0.00,0.00,-31.50,9.2500,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
142371,0.00,20.15,1153,0.00,0.00,-31.50,5.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.50,0.00,29.53
142373,0.00,19.99,1168,0.00,0.00,-31.50,5.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.46,0.00,32.34
142373,0.00,19.79,1170,0.00,0.00,-31.50,3.7500,-64.00,-11,50,190,0,8,0.02,50.20,77.46,0.00,21.80
142373,0.00,20.04,1158,0.00,0.00,-31.50,0.7500,-64.00,-11,50,224,0,8,0.02,50.20,77.46,0.00,33.75
142373,0.00,20.13,1166,0.00,0.00,-31.50,15.5000,-64.00,-11,50,205,0,8,0.02,50.20,77.46,0.00,27.07
142373,0.00,19.94,1156,0.00,0.00,-31.50,5.7500,-64.00,-11,50,235,0,8,0.02,50.20,77.50,0.00,37.62
142373,0.00,19.96,1168,0.00,0.00,-31.50,7.0000,-64.00,-11,50,235,0,8,0.02,50.20,77.46,0.00,37.62
142391,0.00,19.96,1167,0.00,0.00,-31.50,15.5000,-64.00,-11,50,186,0,8,0.02,50.20,77.46,0.00,20.39
142391,0.00,19.77,1172,0.00,0.00,-31.50,3.0000,-64.00,-11,50,190,0,8,0.02,50.20,77.44,0.00,21.80
143657,0.00,19.91,1169,0.00,0.00,-31.50,12.0000,-64.00,-11,50,134,0,8,0.02,50.20,77.42,0.00,2.11
143657,0.00,19.93,1173,0.00,0.00,-31.50,11.0000,-64.00,-11,50,205,0,8,0.02,50.20,77.42,0.00,27.07
143657,0.00,19.95,1162,0.00,0.00,-31.50,4.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.46,0.00,32.34
143657,0.00,19.85,1167,0.00,0.00,-31.50,12.0000,-64.00,-11,50,209,0,8,0.02,50.20,77.44,0.00,28.48
143657,0.00,19.93,1163,0.00,0.00,-31.50,1.2500,-64.00,-11,50,209,0,8,0.02,50.20,77.46,0.00,28.48
143657,0.00,20.19,1153,0.00,0.00,-31.50,5.2500,-64.00,-11,50,182,0,8,0.02,50.20,77.46,0.00,18.98
143657,0.00,20.05,1158,0.00,0.00,-31.50,13.5000,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
143674,0.00,20.03,1156,0.00,0.00,-31.50,2.5000,-64.00,-11,50,205,0,8,0.02,50.20,77.48,0.00,27.07
143674,0.00,20.07,1161,0.00,0.00,-31.50,13.5000,-64.00,-11,50,224,0,8,0.02,50.20,77.46,0.00,33.75
143674,0.00,20.43,1158,0.00,0.00,-31.50,12.0000,-64.00,-11,50,205,0,8,0.02,50.20,77.46,0.00,27.07
143674,0.00,19.98,1171,0.00,0.00,-31.50,1.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.44,0.00,32.34
143674,0.00,20.11,1178,0.00,0.00,-31.50,3.2500,-64.00,-11,50,216,0,8,0.02,50.20,77.44,0.00,30.94
143674,0.00,19.82,1162,0.00,0.00,-31.50,12.0000,-64.00,-11,50,227,0,8,0.02,50.20,77.46,0.00,34.80
143674,0.00,19.64,1167,0.00,0.00,-31.50,13.0000,-64.00,-11,50,190,0,8,0.02,50.20,77.44,0.00,21.80
144217,0.00,20.42,1165,0.00,0.00,-31.50,2.2500,-64.00,-11,50,201,0,8,0.02,50.20,77.48,0.00,25.66
144217,0.00,20.33,1158,0.00,0.00,-31.50,3.5000,-64.00,-11,50,201,0,8,0.02,50.20,77.46,0.00,25.66
144227,0.00,20.28,1144,0.00,0.00,-31.50,4.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.50,0.00,32.34
144227,0.00,20.07,1157,0.00,0.00,-31.50,15.7500,-64.00,-11,50,212,0,8,0.02,50.20,77.46,0.00,29.53
144227,0.00,20.05,1153,0.00,0.00,-31.50,8.2500,-64.00,-11,50,224,0,8,0.02,50.20,77.48,0.00,33.75
144883,0.00,20.03,1168,0.00,0.00,-31.50,13.7500,-64.00,-11,50,227,0,8,0.02,50.20,77.42,0.00,34.80
144883,0.00,20.20,1160,0.00,0.00,-31.50,8.5000,-64.00,-11,50,224,0,8,0.02,50.20,77.44,0.00,33.75
144883,0.00,20.23,1166,0.00,0.00,-31.50,3.0000,-64.00,-11,50,220,0,8,0.02,50.20,77.42,0.00,32.34
144906,0.00,19.96,1171,0.00,0.00,-31.50,9.7500,-64.00,-11,50,212,0,8,0.02,50.20,77.42,0.00,29.53
144906,0.00,20.17,1157,0.00,0.00,-31.50,5.0000,-64.00,-11,50,220,0,8,0.02,50.20,77.46,0.00,32.34
144906,0.00,19.89,1169,0.00,0.00,-31.50,10.2500,-64.00,-11,50,216,0,8,0.02,50.20,77.42,0.00,30.94
144906,0.00,19.78,1162,0.00,0.00,-31.50,1.7500,-64.00,-11,50,201,0,8,0.02,50.20,77.44,0.00,25.66
144906,0.00,19.75,1168,0.00,0.00,-31.50,7.7500,-64.00,-11,50,156,0,8,0.02,50.20,77.44,0.00,9.84
144906,0.00,19.98,1161,0.00,0.00,-31.50,4.0000,-64.00,-11,50,201,0,8,0.02,50.20,77.48,0.00,25.66
144918,0.00,19.98,1148,0.00,0.00,-31.50,11.0000,-64.00,-11,50,209,0,8,0.02,50.20,77.46,0.00,28.48
144918,0.00,19.95,1157,0.00,0.00,-31.50,8.2500,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
146042,0.00,20.31,1172,0.00,0.00,-31.50,0.7500,-64.00,-11,50,235,0,8,0.02,50.20,77.42,0.00,37.62
146042,0.00,20.14,1173,0.00,0.00,-31.50,0.5000,-64.00,-11,50,186,0,8,0.02,50.20,77.44,0.00,20.39
146042,0.00,19.92,1166,0.00,0.00,-31.50,15.0000,-64.00,-11,50,201,0,8,0.02,50.20,77.41,0.00,25.66
146042,0.00,20.08,1178,0.00,0.00,-31.50,7.7500,-64.00,-11,50,205,0,8,0.02,50.20,77.41,0.00,27.07
146198,0.00,20.11,1168,0.00,0.00,-31.50,0.7500,-64.00,-11,50,201,0,8,0.02,50.20,77.42,0.00,25.66
146198,0.00,20.24,1165,0.00,0.00,-31.50,15.5000,-64.00,-11,50,216,0,8,0.02,50.20,77.42,0.00,30.94
146198,0.00,20.15,1158,0.00,0.00,-31.50,10.2500,-64.00,-11,50,194,0,8,0.02,50.20,77.46,0.00,23.20
146198,0.00,20.23,1172,0.00,0.00,-31.50,9.2500,-64.00,-11,50,205,0,8,0.02,50.20,77.42,0.00,27.07
146198,0.00,20.06,1164,0.00,0.00,-31.50,2.0000,-64.00,-11,50,205,0,8,0.02,50.20,77.44,0.00,27.07
146198,0.00,20.11,1163,0.00,0.00,-31.50,12.5000,-64.00,-11,50,231,0,8,0.02,50.20,77.44,0.00,36.21
146198,0.00,19.99,1176,0.00,0.00,-31.50,9.0000,-64.00,-11,50,194,0,8,0.02,50.20,77.41,0.00,23.20
146198,0.00,20.05,1163,0.00,0.00,-31.50,5.7500,-64.00,-11,50,197,0,8,0.02,50.20,77.44,0.00,24.26
146198,0.00,19.98,1171,0.00,0.00,-31.50,15.7500,-64.00,-11,50,220,0,8,0.02,50.20,77.42,0.00,32.34
146198,0.00,20.28,1166,0.00,0.00,-31.50,4.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.42,0.00,32.34
146198,0.00,20.21,1163,0.00,0.00,-31.50,13.5000,-64.00,-11,50,224,0,8,0.02,50.20,77.44,0.00,33.75
146198,0.00,19.98,1171,0.00,0.00,-31.50,8.2500,-64.00,-11,50,224,0,8,0.02,50.20,77.42,0.00,33.75
146332,0.00,20.44,1158,0.00,0.00,-31.50,14.5000,-64.00,-11,50,209,0,8,0.02,50.20,77.44,0.00,28.48
146332,0.00,20.11,1170,0.00,0.00,-31.50,3.5000,-64.00,-11,50,247,0,8,0.02,50.20,77.42,0.00,41.84
146450,0.00,20.25,1171,0.00,0.00,-31.50,11.0000,-64.00,-11,50,209,0,8,0.02,50.20,77.44,0.00,28.48
146567,0.00,20.26,1168,0.00,0.00,-31.50,9.7500,-64.00,-11,50,160,0,8,0.02,50.20,77.42,0.00,11.25
146788,0.00,20.26,1158,0.00,0.00,-31.50,2.2500,-64.00,-11,50,175,0,8,0.02,50.20,77.44,0.00,16.52
147522,0.00,20.42,1156,0.00,0.00,-31.50,4.7500,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
147931,0.00,20.15,1160,0.00,0.00,-31.50,1.2500,-64.00,-11,50,197,0,8,0.02,50.20,77.42,0.00,24.26
147931,0.00,20.22,1154,0.00,0.00,-31.50,13.7500,-64.00,-11,50,186,0,8,0.02,50.20,77.44,0.00,20.39
147931,0.00,20.04,1162,0.00,0.00,-31.50,13.0000,-64.00,-11,50,209,0,8,0.02,50.20,77.42,0.00,28.48
147931,0.00,20.10,1162,0.00,0.00,-31.50,8.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.44,0.00,29.53
147931,0.00,19.84,1153,0.00,0.00,-31.50,12.0000,-64.00,-11,50,201,0,8,0.02,50.20,77.42,0.00,25.66
147931,0.00,19.83,1156,0.00,0.00,-31.50,9.7500,-64.00,-11,50,194,0,8,0.02,50.20,77.44,0.00,23.20
147931,0.00,19.74,1152,0.00,0.00,-31.50,5.7500,-64.00,-11,50,182,0,8,0.02,50.20,77.44,0.00,18.98
147931,0.00,19.73,1148,0.00,0.00,-31.50,7.7500,-64.00,-11,50,209,0,8,0.02,50.20,77.46,0.00,28.48
147931,0.00,19.80,1132,0.00,0.00,-31.50,7.7500,-64.00,-11,50,216,0,8,0.02,50.20,77.50,0.00,30.94
148441,0.00,20.54,1138,0.00,0.00,-31.50,3.0000,-64.00,-11,50,178,0,8,0.02,50.20,77.50,0.00,17.58
148441,0.00,20.38,1149,0.00,0.00,-31.50,15.5000,-64.00,-11,50,194,0,8,0.02,50.20,77.46,0.00,23.20
148441,0.00,20.48,1132,0.00,0.00,-31.50,6.7500,-64.00,-11,50,197,0,8,0.02,50.20,77.52,0.00,24.26
148441,0.00,20.06,1142,0.00,0.00,-31.50,14.5000,-64.00,-11,50,216,0,8,0.02,50.20,77.50,0.00,30.94
148441,0.00,20.26,1131,0.00,0.00,-31.50,10.5000,-64.00,-11,50,220,0,8,0.02,50.20,77.50,0.00,32.34
148441,0.00,20.22,1136,0.00,0.00,-31.50,8.2500,-64.00,-11,50,212,0,8,0.02,50.20,77.52,0.00,29.53
148441,0.00,20.03,1138,0.00,0.00,-31.50,8.7500,-64.00,-11,50,201,0,8,0.02,50.20,77.50,0.00,25.66
148441,0.00,20.25,1158,0.00,0.00,-31.50,11.2500,-64.00,-11,50,209,0,8,0.02,50.20,77.44,0.00,28.48
149659,0.00,20.14,1165,0.00,0.00,-31.50,3.2500,-64.00,-11,50,220,0,8,0.02,50.20,77.44,0.00,32.34
150063,0.00,20.30,1159,0.00,0.00,-31.50,7.0000,-64.00,-11,50,197,0,8,0.02,50.20,77.42,0.00,24.26
150063,0.00,20.30,1156,0.00,0.00,-31.50,9.5000,-64.00,-11,50,175,0,8,0.02,50.20,77.44,0.00,16.52
150191,0.00,19.99,1162,0.00,0.00,-31.50,10.7500,-64.00,-11,50,216,0,8,0.02,50.20,77.42,0.00,30.94
150925,0.00,20.05,1155,0.00,0.00,-31.50,13.7500,-64.00,-11,50,205,0,8,0.02,50.20,77.44,0.00,27.07
151202,0.00,20.24,1149,0.00,0.00,-31.50,4.7500,-64.00,-11,50,182,0,8,0.02,50.20,77.44,0.00,18.98
151202,0.00,20.46,1130,0.00,0.00,-31.50,5.7500,-64.00,-11,50,216,0,8,0.02,50.20,77.48,0.00,30.94
151202,0.00,20.48,1137,0.00,0.00,-31.50,1.2500,-64.00,-11,50,209,0,8,0.02,50.20,77.46,0.00,28.48
151202,0.00,20.51,1136,0.00,0.00,-31.50,11.5000,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
151202,0.00,20.54,1145,0.00,0.00,-31.50,15.5000,-64.00,-11,50,224,0,8,0.02,50.20,77.44,0.00,33.75
151202,0.00,20.41,1135,0.00,0.00,-31.50,11.0000,-64.00,-11,50,201,0,8,0.02,50.20,77.48,0.00,25.66
151202,0.00,20.65,1139,0.00,0.00,-31.50,7.7500,-64.00,-11,50,209,0,8,0.02,50.20,77.46,0.00,28.48
151202,0.00,20.58,1144,0.00,0.00,-31.50,0.5000,-64.00,-11,50,205,0,8,0.02,50.20,77.46,0.00,27.07
151202,0.00,20.70,1136,0.00,0.00,-31.50,4.5000,-64.00,-11,50,201,0,8,0.02,50.20,77.44,0.00,25.66
151226,0.00,20.46,1148,0.00,0.00,-31.50,2.5000,-64.00,-11,50,175,0,8,0.02,50.20,77.44,0.00,16.52
151226,0.00,20.53,1142,0.00,0.00,-31.50,5.5000,-64.00,-11,50,186,0,8,0.02,50.20,77.46,0.00,20.39
151226,0.00,20.78,1146,0.00,0.00,-31.50,5.5000,-64.00,-11,50,197,0,8,0.02,50.20,77.44,0.00,24.26
151226,0.00,20.90,1148,0.00,0.00,-31.50,11.0000,-64.00,-11,50,197,0,8,0.02,50.20,77.44,0.00,24.26
151226,0.00,20.68,1148,0.00,0.00,-31.50,4.2500,-64.00,-11,50,201,0,8,0.02,50.20,77.44,0.00,25.66
151226,0.00,20.73,1146,0.00,0.00,-31.50,10.7500,-64.00,-11,50,201,0,8,0.02,50.20,77.46,0.00,25.66
151226,0.00,20.58,1147,0.00,0.00,-31.50,11.5000,-64.00,-11,50,190,0,8,0.02,50.20,77.42,0.00,21.80
151237,0.00,20.51,1150,0.00,0.00,-31.50,3.5000,-64.00,-11,50,178,0,8,0.02,50.20,77.46,0.00,17.58
151237,0.00,20.69,1144,0.00,0.00,-31.50,5.0000,-64.00,-11,50,190,0,8,0.02,50.20,77.46,0.00,21.80
151237,0.00,20.62,1156,0.00,0.00,-31.50,15.0000,-64.00,-11,50,201,0,8,0.02,50.20,77.42,0.00,25.66
151237,0.00,20.58,1144,0.00,0.00,-31.50,4.5000,-64.00,-11,50,216,0,8,0.02,50.20,77.46,0.00,30.94
151237,0.00,20.44,1149,0.00,0.00,-31.50,10.2500,-64.00,-11,50,194,0,8,0.02,50.20,77.44,0.00,23.20
151237,0.00,20.66,1144,0.00,0.00,-31.50,13.7500,-64.00,-11,50,178,0,8,0.02,50.20,77.46,0.00,17.58
151251,0.00,20.47,1156,0.00,0.00,-31.50,11.2500,-64.00,-11,50,186,0,8,0.02,50.20,77.42,0.00,20.39
