Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
369149,0.00,37.00,794,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.42,0.00,18.98
369273,0.00,36.84,794,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.44,0.00,18.63
369380,0.00,37.00,790,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.42,0.00,20.74
370255,0.00,37.00,789,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
370900,0.00,37.00,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,167,0,8,0.02,50.20,72.44,0.00,13.71
371552,0.00,37.00,788,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,192,0,8,0.02,50.20,72.44,0.00,22.50
371570,0.00,37.00,788,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
371570,0.00,37.00,796,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.42,0.00,19.69
371570,0.00,37.00,793,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.42,0.00,16.88
371570,0.00,37.00,797,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,190,0,8,0.02,50.20,72.42,0.00,21.80
371570,0.00,37.00,791,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.42,0.00,19.69
371570,0.00,36.92,789,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
371570,0.00,37.00,788,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
371570,0.00,37.00,790,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.42,0.00,19.69
371570,0.00,37.00,790,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,198,0,8,0.02,50.20,72.42,0.00,24.61
371570,0.00,37.00,790,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.42,0.00,18.98
371589,0.00,37.00,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
371589,0.00,37.00,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.45,0.00,20.74
371589,0.00,36.84,786,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
371589,0.00,36.92,797,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,170,0,8,0.02,50.20,72.42,0.00,14.77
371595,0.00,36.76,792,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
371595,0.00,36.67,790,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.42,0.00,20.74
371595,0.00,36.67,788,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
371595,0.00,36.67,787,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,198,0,8,0.02,50.20,72.44,0.00,24.61
371595,0.00,36.67,786,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
371595,0.00,36.67,791,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.42,0.00,17.93
371595,0.00,36.67,788,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.42,0.00,16.88
371612,0.00,36.67,776,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.45,0.00,20.74
371612,0.00,36.67,776,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.45,0.00,20.74
371612,0.00,36.67,777,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
372295,0.00,37.00,787,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.44,0.00,18.63
372436,0.00,37.00,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
372436,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
372436,0.00,37.00,786,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.44,0.00,15.12
372436,0.00,37.00,787,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.42,0.00,16.88
372701,0.00,36.67,804,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.40,0.00,16.88
372701,0.00,36.62,791,0.00,2048.00,-31.75,10.7500,-64.00,-11,55,182,0,8,0.02,50.20,72.42,0.00,18.98
372701,0.00,36.84,796,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.42,0.00,19.69
372701,0.00,37.00,785,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
372701,0.00,36.43,780,0.00,2048.00,-31.75,13.6250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
372701,0.00,36.43,776,0.00,2048.00,-31.75,13.6250,-64.00,-11,55,190,0,8,0.02,50.20,72.45,0.00,21.80
372701,0.00,36.59,769,0.00,2048.00,-31.75,8.6250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
372717,0.00,36.67,768,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,190,0,8,0.02,50.20,72.49,0.00,21.80
372717,0.00,36.67,777,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
372717,0.00,36.92,780,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
373470,0.00,37.03,795,0.00,2048.00,-31.75,13.7500,-64.00,-11,55,181,0,8,0.02,50.20,72.42,0.00,18.63
373861,0.00,36.67,785,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
373861,0.00,36.76,785,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
373861,0.00,36.76,789,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,181,0,8,0.02,50.20,72.44,0.00,18.63
373861,0.00,36.76,784,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,184,0,8,0.02,50.20,72.44,0.00,19.69
373861,0.00,36.67,784,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
373861,0.00,36.92,784,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
373883,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
373883,0.00,37.00,783,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,174,0,8,0.02,50.20,72.44,0.00,16.17
373888,0.00,37.00,786,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
373888,0.00,37.16,783,0.00,2048.00,-31.75,15.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.44,0.00,18.98
373888,0.00,37.16,792,0.00,2048.00,-31.75,15.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.42,0.00,17.93
373888,0.00,37.08,794,0.00,2048.00,-31.75,9.6250,-64.00,-11,55,190,0,8,0.02,50.20,72.42,0.00,21.80
374180,0.00,36.84,777,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
374871,0.00,36.67,776,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
375012,0.00,37.08,778,0.00,2048.00,-31.75,9.6250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
375030,0.00,37.16,787,0.00,2048.00,-31.75,15.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
375030,0.00,37.08,794,0.00,2048.00,-31.75,9.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.44,0.00,14.06
375030,0.00,37.08,795,0.00,2048.00,-31.75,9.6250,-64.00,-11,55,165,0,8,0.02,50.20,72.42,0.00,13.01
375030,0.00,37.00,792,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.42,0.00,14.06
375030,0.00,37.00,788,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.44,0.00,18.98
375030,0.00,37.00,792,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.42,0.00,19.69
375030,0.00,36.84,796,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.42,0.00,20.74
375030,0.00,36.67,780,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.42,0.00,18.63
375030,0.00,36.67,778,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.44,0.00,13.01
375030,0.00,36.67,784,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,170,0,8,0.02,50.20,72.44,0.00,14.77
375048,0.00,36.67,781,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.45,0.00,15.82
375048,0.00,36.67,779,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
375595,0.00,37.00,774,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
376111,0.00,36.67,780,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
376130,0.00,36.67,781,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
376130,0.00,41.21,776,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
376130,0.00,36.67,782,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.45,0.00,15.82
376130,0.00,36.92,780,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
376130,0.00,36.84,784,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
376130,0.00,36.92,784,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.44,0.00,14.06
376130,0.00,36.92,785,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,162,0,8,0.02,50.20,72.44,0.00,11.95
376130,0.00,36.92,779,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,181,0,8,0.02,50.20,72.44,0.00,18.63
376130,0.00,36.84,780,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.45,0.00,13.01
376146,0.00,41.39,773,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.47,0.00,14.06
376146,0.00,36.92,773,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
376146,0.00,37.00,775,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
376958,0.00,36.67,782,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
377091,0.00,36.92,784,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,157,0,8,0.02,50.20,72.44,0.00,10.20
377091,0.00,37.00,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
377233,0.00,36.92,778,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
377233,0.00,41.21,779,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,174,0,8,0.02,50.20,72.45,0.00,16.17
377233,0.00,36.84,781,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.45,0.00,17.93
377233,0.00,36.92,778,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,166,0,8,0.02,50.20,72.45,0.00,13.36
377233,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,174,0,8,0.02,50.20,72.44,0.00,16.17
377233,0.00,37.00,788,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.44,0.00,15.82
377233,0.00,37.00,783,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.44,0.00,20.74
377233,0.00,36.92,780,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,171,0,8,0.02,50.20,72.45,0.00,15.12
377233,0.00,36.76,780,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,162,0,8,0.02,50.20,72.45,0.00,11.95
377233,0.00,36.84,776,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
378054,0.00,41.11,781,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
378346,0.00,36.92,786,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
378346,0.00,41.30,786,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,193,0,8,0.02,50.20,72.44,0.00,22.85
378346,0.00,36.67,777,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.44,0.00,18.98
378346,0.00,41.11,766,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
378346,0.00,41.11,770,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.47,0.00,16.88
378490,0.00,41.11,774,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,190,0,8,0.02,50.20,72.45,0.00,21.80
378490,0.00,37.00,779,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
378490,0.00,36.76,782,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,182,0,8,0.02,50.20,72.47,0.00,18.98
378490,0.00,36.67,778,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.45,0.00,17.93
378490,0.00,36.67,776,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
378490,0.00,36.67,775,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
378490,0.00,36.67,774,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,162,0,8,0.02,50.20,72.45,0.00,11.95
378490,0.00,41.11,773,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.45,0.00,18.63
378490,0.00,41.11,767,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.47,0.00,19.69
378749,0.00,41.48,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,174,0,8,0.02,50.20,72.45,0.00,16.17
379634,0.00,37.00,783,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
379634,0.00,41.39,785,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
379634,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.44,0.00,15.82
379634,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.44,0.00,15.82
379634,0.00,41.48,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.45,0.00,17.93
379634,0.00,41.57,779,0.00,2048.00,-31.75,9.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
379634,0.00,37.00,777,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
379634,0.00,41.48,779,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
379642,0.00,37.00,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.44,0.00,14.06
379642,0.00,37.00,786,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
379642,0.00,41.48,776,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.45,0.00,18.63
379643,0.00,41.39,778,0.00,2048.00,-31.75,14.6250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
379643,0.00,37.00,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.45,0.00,15.82
379912,0.00,37.00,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,174,0,8,0.02,50.20,72.45,0.00,16.17
380167,0.00,41.48,784,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.44,0.00,15.82
380714,0.00,41.21,764,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,160,0,8,0.02,50.20,72.49,0.00,11.25
380714,0.00,36.84,764,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.49,0.00,16.88
380736,0.00,41.48,772,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
380736,0.00,41.48,772,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.47,0.00,16.88
380736,0.00,37.00,773,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
380736,0.00,37.00,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
380736,0.00,41.48,777,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
380736,0.00,41.30,778,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,174,0,8,0.02,50.20,72.45,0.00,16.17
380736,0.00,41.30,774,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.47,0.00,15.12
380749,0.00,41.48,772,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.47,0.00,15.82
380749,0.00,41.48,779,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.45,0.00,18.63
380749,0.00,41.48,781,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
381342,0.00,41.11,765,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.47,0.00,15.12
381342,0.00,41.11,764,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,190,0,8,0.02,50.20,72.49,0.00,21.80
381481,0.00,41.11,765,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.49,0.00,17.93
381766,0.00,36.84,770,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,162,0,8,0.02,50.20,72.47,0.00,11.95
381766,0.00,36.76,772,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.47,0.00,14.06
381766,0.00,41.30,782,0.00,2048.00,-31.75,9.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
381766,0.00,41.21,783,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,170,0,8,0.02,50.20,72.44,0.00,14.77
381766,0.00,41.11,782,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
381766,0.00,41.11,774,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
381780,0.00,41.11,778,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
381780,0.00,41.11,777,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,170,0,8,0.02,50.20,72.45,0.00,14.77
381780,0.00,36.59,778,0.00,2048.00,-31.75,8.6250,-64.00,-11,55,168,0,8,0.02,50.20,72.45,0.00,14.06
381780,0.00,41.11,769,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,157,0,8,0.02,50.20,72.47,0.00,10.20
382699,0.00,41.48,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.45,0.00,16.88
382859,0.00,41.21,769,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,162,0,8,0.02,50.20,72.47,0.00,11.95
382859,0.00,41.48,775,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.45,0.00,13.01
382859,0.00,41.48,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,160,0,8,0.02,50.20,72.44,0.00,11.25
382859,0.00,41.48,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,160,0,8,0.02,50.20,72.45,0.00,11.25
382859,0.00,41.48,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.44,0.00,13.01
382859,0.00,41.48,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.45,0.00,13.01
382859,0.00,41.48,777,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,163,0,8,0.02,50.20,72.45,0.00,12.30
382859,0.00,37.00,768,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.45,0.00,15.12
382859,0.00,41.48,772,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.47,0.00,15.12
382859,0.00,41.48,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.44,0.00,15.12
382882,0.00,41.48,783,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.44,0.00,14.06
382882,0.00,41.48,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,185,0,8,0.02,50.20,72.45,0.00,20.04
383919,0.00,41.48,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,182,0,8,0.02,50.20,72.45,0.00,18.98
383919,0.00,41.48,781,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.44,0.00,17.93
383919,0.00,41.48,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.44,0.00,18.63
383919,0.00,41.48,773,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,176,0,8,0.02,50.20,72.44,0.00,16.88
383919,0.00,41.48,774,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.45,0.00,15.12
383919,0.00,41.11,776,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.45,0.00,15.82
383919,0.00,41.11,772,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
383919,0.00,41.11,770,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.47,0.00,17.93
383919,0.00,41.11,768,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,187,0,8,0.02,50.20,72.47,0.00,20.74
383919,0.00,41.02,764,0.00,2048.00,-31.75,8.6250,-64.00,-11,55,173,0,8,0.02,50.20,72.49,0.00,15.82
383944,0.00,40.93,762,0.00,2048.00,-31.75,3.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.49,0.00,14.06
383944,0.00,41.02,762,0.00,2048.00,-31.75,8.6250,-64.00,-11,55,165,0,8,0.02,50.20,72.51,0.00,13.01
383944,0.00,41.11,763,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.51,0.00,14.06
383944,0.00,41.21,761,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,179,0,8,0.02,50.20,72.51,0.00,17.93
384512,0.00,41.48,782,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,168,0,8,0.02,50.20,72.44,0.00,14.06
385096,0.00,41.11,758,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,160,0,8,0.02,50.20,72.53,0.00,11.25
385096,0.00,41.11,756,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.53,0.00,15.12
385096,0.00,41.11,756,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,175,0,8,0.02,50.20,72.53,0.00,16.52
385096,0.00,41.11,766,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,179,0,8,0.02,50.20,72.49,0.00,17.93
385096,0.00,41.11,764,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.51,0.00,13.01
385096,0.00,41.11,760,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,171,0,8,0.02,50.20,72.51,0.00,15.12
385109,0.00,41.21,762,0.00,2048.00,-31.75,3.6250,-64.00,-11,55,171,0,8,0.02,50.20,72.53,0.00,15.12
385109,0.00,41.48,768,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.51,0.00,13.01
385109,0.00,41.48,779,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,163,0,8,0.02,50.20,72.47,0.00,12.30
385109,0.00,41.48,780,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,165,0,8,0.02,50.20,72.45,0.00,13.01
385109,0.00,41.48,779,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.45,0.00,15.82
385109,0.00,41.48,778,0.00,2048.00,-31.75,4.1250,-64.00,-11,55,184,0,8,0.02,50.20,72.45,0.00,19.69
385816,0.00,41.11,769,0.00,2048.00,-31.75,14.1250,-64.00,-11,55,155,0,8,0.02,50.20,72.49,0.00,9.49
386229,0.00,36.35,768,0.00,2048.00,-31.75,8.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.47,0.00,15.82
386229,0.00,36.35,766,0.00,2048.00,-31.75,8.1250,-64.00,-11,55,181,0,8,0.02,50.20,72.49,0.00,18.63
386229,0.00,36.35,762,0.00,2048.00,-31.75,8.1250,-64.00,-11,55,173,0,8,0.02,50.20,72.49,0.00,15.82
386229,0.00,36.35,765,0.00,2048.00,-31.75,8.1250,-64.00,-11,55,170,0,8,0.02,50.20,72.47,0.00,14.77
