Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Feedback Knock Correction (1-byte)** (degrees)
3986,0.00,2.67,4887,-14716687160363188000.00,0.20,-20.75,9.0000,-62.50,-11,50,115,2,9,0.02,50.20,142.65,0.00,-4.57
3986,0.00,5.61,4738,-3926000766297957000000000000.00,0.20,-20.25,3.5000,-62.50,-11,50,136,2,9,15.38,50.20,221.72,0.00,2.81
4395,0.00,1.36,4521,50556.25,0.20,-16.00,0.7500,-62.50,-11,50,73,2,8,250.93,50.20,894.67,0.00,-19.34
4687,0.00,0.19,4006,188.89,0.20,-15.00,6.5000,-62.50,-11,50,8,2,9,245.81,50.20,988.55,0.00,-42.19
5063,0.00,0.82,4839,0.00,0.20,-10.75,0.0000,-62.50,-11,49,10,2,10,156.21,50.20,542.88,0.00,-41.48
5063,0.00,1.12,4731,3.16,0.20,-11.25,0.0000,-62.50,-11,49,50,2,10,169.01,50.20,572.52,0.00,-27.42
5082,0.00,0.96,4608,56466875638349824.00,0.20,-11.50,2.0000,-62.50,-11,49,134,2,10,181.81,50.20,577.45,0.00,2.11
5082,0.00,0.28,4539,58838556354076020000000.00,0.20,-12.00,2.0000,-62.50,-11,49,236,2,10,176.69,50.20,562.56,0.00,37.97
5082,0.00,1.59,4378,-0.00,0.20,-12.25,0.0000,-62.50,-11,49,130,2,10,179.25,50.20,592.27,0.00,0.70
5082,0.00,1.35,4346,3885453734318469000000000000000.00,0.20,-11.75,7.0000,-62.50,-11,49,101,2,10,186.93,50.20,636.82,0.00,-9.49
5082,0.00,2.10,4173,-0.00,0.20,-12.25,2.0000,-62.50,-11,49,10,2,10,186.93,50.20,582.40,0.00,-41.48
5082,0.00,0.13,4101,-0.00,0.20,-12.25,14.5000,-62.50,-11,49,170,2,10,202.29,50.20,409.13,0.00,14.77
5082,0.00,1.88,4061,56599582792129520000000.00,0.20,-12.00,2.0000,-62.50,-11,49,115,2,10,207.41,50.20,37.86,0.00,-4.57
5204,0.00,0.48,3446,0.00,0.20,-16.25,8.0000,-62.50,-11,50,83,2,10,243.25,50.20,161.64,0.00,-15.82
5204,0.00,0.27,3631,0.00,0.20,-15.00,2.0000,-62.50,-11,50,121,2,9,245.81,50.20,686.24,0.00,-2.46
5204,0.00,1.74,3876,250348093932567400000000000000000000000.00,0.20,-13.00,4.0000,-62.50,-11,50,54,2,10,291.89,50.20,176.35,0.00,-26.02
5204,0.00,0.11,3807,0.00,0.20,-12.75,4.0000,-62.50,-11,49,240,2,10,256.06,50.20,433.86,0.00,39.38
5567,0.00,0.09,4909,0.00,0.20,-10.25,10.0000,-62.50,-11,49,99,2,10,120.37,50.20,547.85,0.00,-10.20
5937,0.00,0.22,5050,-1023512337755287400000000000000.00,0.20,-9.75,7.0000,-62.50,-11,49,102,2,10,105.00,50.20,567.67,0.00,-9.14
6316,0.00,2.08,3604,228981355009523570000000000000.00,0.20,-17.00,11.5000,-62.50,-11,49,67,2,10,345.66,50.20,379.60,0.00,-21.45
6316,0.00,0.09,3924,0.00,0.20,-18.00,7.0000,-62.50,-11,49,4,2,9,340.54,50.20,-1.33,0.00,-43.59
6316,0.00,0.24,3444,0.00,0.20,-20.50,2.2500,-62.50,-11,49,195,2,9,302.14,50.20,1077.85,0.00,23.55
6316,0.00,0.50,4154,-15437510906581342000000000000000000.00,0.20,-19.50,5.3750,-62.50,-11,49,93,2,11,289.30,50.20,13.81,0.00,-12.30
6329,0.00,0.59,4913,-15039332980540010000000.00,0.20,-20.25,15.2500,-62.50,-11,49,26,2,11,174.09,50.20,257.01,0.00,-35.86
6329,0.00,9.22,4987,-968860252527343300000000.00,0.20,-30.50,13.7500,-62.50,-11,49,143,2,8,0.01,50.20,34.07,0.00,5.27
6329,0.00,13.41,5080,-3898535757228905000000000.00,0.20,-31.25,1.0625,-62.50,-11,49,206,2,7,0.01,50.20,1232.02,0.00,27.42
6329,0.00,8.21,5183,-15713383935529584000000000.00,0.20,-31.25,1.3750,-62.50,-11,49,197,2,4,0.01,50.20,202.44,0.00,24.26
6329,0.00,9.99,5192,-0.00,0.20,-25.00,9.0000,-62.50,-11,49,152,2,7,0.02,50.20,593.02,0.00,8.44
6329,0.00,7.07,5212,-3344.64,0.20,-14.00,7.3125,-62.50,-11,49,225,2,9,0.03,50.20,538.06,0.00,34.10
6329,0.00,3.16,5146,-0.00,0.20,-9.75,6.0000,-62.50,-11,49,147,2,10,35.88,50.20,572.66,0.00,6.68
6835,0.00,1.70,3914,13957056065588003000000.00,0.20,-14.50,12.2500,-62.50,-11,49,95,2,10,332.86,50.20,339.94,0.00,-11.60
7073,0.00,0.16,3752,3369768668278816800.00,0.20,-13.00,8.0000,-62.50,-11,49,94,2,10,320.06,50.20,503.20,0.00,-11.95
7073,0.00,2.13,3934,3034.21,0.20,-11.75,9.0000,-62.50,-11,49,112,2,10,256.06,50.20,805.14,0.00,-5.62
7311,0.00,1.29,3903,-0.00,0.20,-12.25,4.2500,-62.50,-11,49,90,2,10,215.09,50.20,923.89,0.00,-13.36
7448,0.00,19.17,4145,-62618156506514480000000000000000000.00,0.20,-31.25,7.5000,-62.50,-11,48,226,2,7,0.01,50.20,929.94,0.00,34.45
7448,0.00,16.10,4218,-251567876144655100000000000000000000.00,0.20,-31.00,2.3750,-62.50,-11,48,145,2,7,0.01,50.20,939.92,0.00,5.98
7448,0.00,10.63,4168,-250665388145455100000000000000000000.00,0.20,-30.00,1.0000,-62.50,-11,48,129,2,7,0.01,50.20,925.15,0.00,0.35
7448,0.00,2.48,4158,-62644801927920055000000000000000000.00,0.20,-29.75,2.1250,-62.50,-11,48,114,2,4,0.01,50.20,1128.18,0.00,-4.92
7448,0.00,11.48,4187,-251050912384249520000000000000000000.00,0.20,-28.00,6.0000,-62.50,-11,48,63,2,8,0.01,50.20,880.46,0.00,-22.85
7448,0.00,3.18,4158,244290638505560760000000000000000.00,0.20,-25.75,4.1250,-62.50,-11,49,61,2,7,0.02,50.20,1053.27,0.00,-23.55
7469,0.00,8.24,4141,0.00,0.20,-20.75,10.1250,-62.50,-11,49,31,2,8,0.03,50.20,77.89,0.00,-34.10
7469,0.00,6.08,4129,976887731333521700000000000000000.00,0.20,-17.75,3.6250,-62.50,-11,49,205,2,9,25.63,50.20,983.55,0.00,27.07
7469,0.00,5.31,4077,0.00,0.20,-16.25,3.0000,-62.50,-11,49,48,2,10,30.76,50.20,537.81,0.00,-28.12
7469,0.00,0.41,4013,-191.08,0.20,-13.50,14.5625,-62.50,-11,49,220,2,10,69.16,50.20,720.93,0.00,32.34
7469,0.00,0.02,4017,0.00,0.20,-12.25,0.1250,-62.50,-11,49,170,2,10,112.69,50.20,636.78,0.00,14.77
7955,0.00,19.82,4088,-248951425498743400000000000000000000.00,0.20,-31.25,0.1250,-62.50,-11,48,237,2,8,0.01,50.20,33.86,0.00,38.32
8222,0.00,19.94,4046,-991465266339792100000000000000000000.00,0.20,-31.25,9.6250,-62.50,-11,48,252,2,8,0.01,50.20,78.33,0.00,43.59
8514,0.00,19.52,3016,0.00,0.20,-31.25,3.7500,-62.50,-11,49,165,2,9,0.02,50.20,850.04,0.00,13.01
8514,0.00,19.55,3097,0.00,0.20,-31.25,15.8750,-62.50,-11,49,115,2,9,0.02,50.20,850.04,0.00,-4.57
8532,0.00,20.34,3026,-234245341323169020000000000000000000000.00,0.20,-31.25,1.2500,-62.50,-11,49,81,2,8,0.01,50.20,92.66,0.00,-16.52
8532,0.00,21.82,3037,0.00,0.20,-31.25,6.6250,-62.50,-11,49,0,2,8,0.02,50.20,92.66,0.00,-45.00
8532,0.00,24.03,3160,0.00,0.20,-31.50,12.8750,-62.50,-11,49,231,2,8,0.02,50.20,92.66,0.00,36.21
8532,0.00,24.69,3317,0.00,0.20,-31.25,3.2500,-62.50,-11,48,21,2,8,0.02,50.20,92.70,0.00,-37.62
8532,0.00,24.81,3433,0.00,0.20,-31.25,12.3750,-62.50,-11,48,47,2,8,0.01,50.20,92.78,0.00,-28.48
8532,0.00,23.32,3578,-60962772627864610000000000000000000000.00,0.20,-31.25,15.0625,-62.50,-11,48,34,2,8,0.01,50.20,167.11,0.00,-33.05
8532,0.00,22.53,3715,-61692290336488760000000000000000000000.00,0.20,-31.25,11.6250,-62.50,-11,48,134,2,8,0.01,50.20,320.64,0.00,2.11
8532,0.00,22.12,3826,-62294596772078800000000000000000000000.00,0.20,-31.25,9.6250,-62.50,-11,48,150,2,8,0.01,50.20,112.81,0.00,7.73
8532,0.00,22.00,3926,-3926350931451255000000000000000000000.00,0.20,-31.25,9.1250,-62.50,-11,48,196,2,8,0.01,50.20,98.06,0.00,23.91
9028,0.00,19.34,3084,0.00,0.20,-31.25,11.8750,-62.50,-11,49,139,2,9,0.01,50.20,850.04,0.00,3.87
9418,0.00,19.17,3013,0.00,0.20,-31.25,13.7500,-62.50,-11,49,144,2,9,0.02,50.20,850.04,0.00,5.62
9684,0.00,20.79,2926,-901837298301255400000000000000000000.00,0.20,-31.25,5.5000,-62.50,-11,49,68,2,9,0.01,50.20,850.04,0.00,-21.09
9684,0.00,20.77,2935,-902567465046986900000000000000000000.00,0.20,-31.25,12.0625,-62.50,-11,49,98,2,9,0.01,50.20,850.04,0.00,-10.55
9684,0.00,20.90,2948,-3614975379215994700000000000000000000.00,0.20,-31.25,15.9375,-62.50,-11,49,68,2,9,0.01,50.20,850.04,0.00,-21.09
9684,0.00,20.85,2966,-3619437509328798000000000000000000000.00,0.20,-31.25,5.3125,-62.50,-11,49,81,2,9,0.01,50.20,850.04,0.00,-16.52
9684,0.00,20.78,2971,-14489757223800554000000000000000000000.00,0.20,-31.25,13.6875,-62.50,-11,49,81,2,9,0.01,50.20,850.04,0.00,-16.52
9684,0.00,20.66,2992,-58051192164441210000000000000000000000.00,0.20,-31.25,1.1250,-62.50,-11,49,110,2,9,0.01,50.20,850.04,0.00,-6.33
9684,0.00,20.69,2991,-58064172906587550000000000000000000000.00,0.20,-31.25,1.5625,-62.50,-11,49,98,2,9,0.01,50.20,850.04,0.00,-10.55
9684,0.00,20.74,3010,-58143355433680200000000000000000000000.00,0.20,-31.25,0.0000,-62.50,-11,49,115,2,9,0.01,50.20,850.04,0.00,-4.57
9703,0.00,20.73,3004,-58121288172031430000000000000000000000.00,0.20,-31.25,13.5625,-62.50,-11,49,124,2,9,0.01,50.20,850.04,0.00,-1.41
9703,0.00,20.62,3026,-232661690781315900000000000000000000000.00,0.20,-31.25,13.5000,-62.50,-11,49,110,2,9,0.01,50.20,850.04,0.00,-6.33
9703,0.00,20.74,3019,0.00,0.20,-31.25,15.3125,-62.50,-11,49,93,2,9,0.02,50.20,850.04,0.00,-12.30
9703,0.00,19.54,3016,0.00,0.20,-31.25,6.7500,-62.50,-11,49,110,2,9,0.02,50.20,850.04,0.00,-6.33
9703,0.00,19.45,3031,-232755152124769530000000000000000000000.00,0.20,-31.25,2.0625,-62.50,-11,49,144,2,9,0.01,50.20,850.04,0.00,5.62
10093,0.00,20.58,2907,-56240601385006100000000000000000000.00,0.20,-31.25,0.7500,-62.50,-11,49,64,2,9,0.01,50.20,850.04,0.00,-22.50
10467,0.00,22.01,2892,-14048741490849470000000000000000000.00,0.20,-31.25,7.5625,-62.50,-11,49,55,2,9,0.01,50.20,850.04,0.00,-25.66
10718,0.00,22.07,2880,-14030994382446275000000000000000000.00,0.20,-31.25,7.9375,-62.50,-11,49,51,2,9,0.01,50.20,850.04,0.00,-27.07
10985,0.00,22.13,2870,-3503311818510770000000000000000000.00,0.20,-31.25,13.8750,-62.50,-11,49,34,2,9,0.01,50.20,850.04,0.00,-33.05
11363,0.00,22.21,2847,-3492932929221401300000000000000000.00,0.20,-31.25,12.8125,-62.50,-11,49,12,2,9,0.01,50.20,850.04,0.00,-40.78
11375,0.00,22.31,2833,-872104230989522000000000000000000.00,0.20,-31.25,1.6875,-62.50,-11,49,12,2,9,0.01,50.20,850.04,0.00,-40.78
11532,0.00,22.37,2800,-870678124064265300000000000000000.00,0.20,-31.25,12.1250,-62.50,-11,49,25,2,9,0.01,50.20,850.04,0.00,-36.21
11532,0.00,22.46,2782,-217605158134023500000000000000000.00,0.20,-31.25,8.1250,-62.50,-11,49,64,2,9,0.01,50.20,850.04,0.00,-22.50
11813,0.00,22.64,2771,-54283685229773760000000000000000.00,0.20,-31.25,15.6875,-62.50,-11,49,21,2,9,0.01,50.20,850.04,0.00,-37.62
11813,0.00,22.50,2763,-13537496926382735000000000000000.00,0.20,-31.25,6.6250,-62.50,-11,49,30,2,9,0.01,50.20,850.04,0.00,-34.45
11813,0.00,22.64,2736,-13525427010999702000000000000000.00,0.20,-31.25,4.3125,-62.50,-11,49,0,2,9,0.01,50.20,850.04,0.00,-45.00
11813,0.00,22.64,2709,-3377101333864882000000000000000.00,0.20,-31.25,0.4375,-62.50,-11,50,8,2,9,0.01,50.20,850.04,0.00,-42.19
11813,0.00,22.62,2713,-3374161226271579300000000000000.00,0.20,-31.25,2.1875,-62.50,-11,50,21,2,9,0.01,50.20,850.04,0.00,-37.62
11813,0.00,22.59,2671,-840193999899201500000000000000.00,0.20,-31.50,6.9375,-62.50,-11,50,235,2,9,0.01,50.20,850.04,0.00,37.62
11813,0.00,22.61,2660,-840406770843453700000000000000.00,0.20,-31.25,2.5625,-62.50,-11,50,21,2,9,0.01,50.20,850.04,0.00,-37.62
11813,0.00,22.62,2650,-838298404214045800000000000000.00,0.20,-31.25,14.8750,-62.50,-11,50,4,2,9,0.01,50.20,850.04,0.00,-43.59
11813,0.00,24.12,2622,-209061997616528900000000000000.00,0.20,-31.50,10.1875,-62.50,-11,50,251,2,9,0.01,50.20,850.04,0.00,43.24
11813,0.00,24.19,2615,-209003969177187400000000000000.00,0.20,-31.50,6.8125,-62.50,-11,50,247,2,9,0.01,50.20,850.04,0.00,41.84
11813,0.00,24.18,2576,-52037017146591550000000000000.00,0.20,-31.50,10.3750,-62.50,-11,50,251,2,9,0.01,50.20,850.04,0.00,43.24
11813,0.00,24.15,2574,-52026132091848530000000000000.00,0.20,-31.50,9.0625,-62.50,-11,50,235,2,9,0.01,50.20,850.04,0.00,37.62
11813,0.00,24.18,2537,-12959687147452066000000000000.00,0.20,-31.50,8.6875,-62.50,-11,50,243,2,9,0.01,50.20,850.04,0.00,40.43
11813,0.00,24.09,2523,-3236370567267898600000000000.00,0.20,-31.50,3.4375,-62.50,-11,50,227,2,9,0.01,50.20,850.04,0.00,34.80
11813,0.00,25.94,2482,-3228814780895307000000000000.00,0.20,-31.50,10.3750,-62.50,-11,50,251,2,9,0.01,50.20,850.04,0.00,43.24
12299,0.00,25.76,2464,-803501359901257000000000000.00,0.20,-31.50,7.6250,-62.50,-11,50,231,2,9,0.01,50.20,850.04,0.00,36.21
12653,0.00,29.08,2161,-50096686483743580000000000000.00,0.20,-31.50,12.5625,-62.50,-11,50,186,2,9,0.01,50.20,850.04,0.00,20.39
12653,0.00,28.88,2179,-50188564846034300000000000000.00,0.20,-31.50,0.0000,-62.50,-11,50,160,2,9,0.01,50.20,850.04,0.00,11.25
12653,0.00,28.82,2194,-12565879561712600000000000000.00,0.20,-31.50,2.1250,-62.50,-11,50,190,2,9,0.01,50.20,850.04,0.00,21.80
12653,0.00,26.46,2233,-12611818742857957000000000000.00,0.20,-31.50,4.3125,-62.50,-11,50,163,2,9,0.01,50.20,850.04,0.00,12.30
12653,0.00,26.40,2248,-3157941504720399500000000000.00,0.20,-31.50,14.6875,-62.50,-11,50,209,2,9,0.01,50.20,850.04,0.00,28.48
12653,0.00,26.15,2271,-3164741712455732000000000000.00,0.20,-31.50,13.1875,-62.50,-11,50,194,2,9,0.01,50.20,850.04,0.00,23.20
12653,0.00,26.04,2298,-793282158832327100000000000.00,0.20,-31.50,3.5000,-62.50,-11,50,220,2,9,0.01,50.20,850.04,0.00,32.34
12673,0.00,26.02,2342,-198811665822300200000000000.00,0.20,-31.50,5.0000,-62.50,-11,50,197,2,9,0.01,50.20,850.04,0.00,24.26
12673,0.00,25.96,2350,-198868334220094650000000000.00,0.20,-31.50,7.7500,-62.50,-11,50,197,2,9,0.01,50.20,850.04,0.00,24.26
12673,0.00,25.85,2384,-49862296324371900000000000.00,0.20,-31.50,6.0000,-62.50,-11,50,212,2,9,0.01,50.20,850.04,0.00,29.53
12673,0.00,25.80,2412,-200440882258890240000000000.00,0.20,-31.50,11.0625,-62.50,-11,50,227,2,9,0.01,50.20,850.04,0.00,34.80
12673,0.00,25.81,2432,-803123570582627400000000000.00,0.20,-31.50,1.5000,-62.50,-11,50,227,2,9,0.01,50.20,850.04,0.00,34.80
13162,0.00,29.13,2128,-199806461541559300000000000000.00,0.20,-31.50,10.1250,-62.50,-11,50,152,2,9,0.01,50.20,850.04,0.00,8.44
13409,0.00,29.17,2117,-798161991444976400000000000000.00,0.20,-31.50,7.0000,-62.50,-11,50,160,2,9,0.01,50.20,850.04,0.00,11.25
13725,0.00,31.90,1941,-784757421957089400000000000000.00,0.20,-31.50,14.1875,-62.50,-11,50,102,2,9,0.01,50.20,850.04,0.00,-9.14
13725,0.00,31.89,1943,-3131834161350011000000000000000.00,0.20,-31.50,14.8750,-62.50,-11,50,108,2,9,0.01,50.20,850.04,0.00,-7.03
13725,0.00,32.13,1963,-12576544761961639000000000000000.00,0.20,-31.50,1.4375,-62.50,-11,50,112,2,9,0.01,50.20,850.04,0.00,-5.62
13725,0.00,32.21,1972,-12589852617383957000000000000000.00,0.20,-31.50,15.0625,-62.50,-11,50,108,2,9,0.01,50.20,850.04,0.00,-7.03
13725,0.00,32.33,1996,-50368076049810820000000000000000.00,0.20,-31.50,1.4375,-62.50,-11,50,105,2,9,0.01,50.20,850.04,0.00,-8.09
13725,0.00,32.52,2011,-50462159492796510000000000000000.00,0.20,-31.50,9.3750,-62.50,-11,50,115,2,9,0.01,50.20,850.04,0.00,-4.57
13738,0.00,32.28,2020,-12648964254259834000000000000000.00,0.20,-31.50,8.3125,-62.50,-11,50,122,2,9,0.01,50.20,850.04,0.00,-2.11
13738,0.00,32.19,2030,-3166264368692636000000000000000.00,0.20,-31.50,6.6250,-62.50,-11,50,105,2,9,0.01,50.20,850.04,0.00,-8.09
13738,0.00,32.04,2061,-3169281847538394000000000000000.00,0.20,-31.50,4.2500,-62.50,-11,50,108,2,9,0.01,50.20,850.04,0.00,-7.03
