Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
15797,3.79,0.27,4140,0.00,0.98,0.00,1.0000,41.00,136,1,4,4,37,17.93,0.00,-5.61,12.16
15906,4.16,0.26,4064,0.00,0.99,0.00,1.0000,39.00,136,1,4,4,37,17.19,0.00,-5.61,11.76
15906,4.49,0.24,4062,0.00,0.99,0.00,1.0000,37.00,136,1,4,4,37,16.68,0.00,-5.59,11.37
16047,4.63,0.24,4065,0.00,0.99,0.00,1.0000,35.50,136,1,4,4,37,16.55,0.00,-5.59,10.59
16094,4.73,0.22,4044,0.00,0.99,0.00,1.0000,33.50,136,1,4,4,37,15.10,0.00,-5.59,10.59
16235,4.85,0.20,4033,0.00,0.99,0.00,1.0000,31.50,136,1,4,4,37,14.28,0.00,-5.59,9.80
16266,4.99,0.19,4001,0.00,0.99,0.00,1.0000,29.50,136,1,4,4,37,13.02,0.00,-5.57,9.41
16281,4.92,0.18,4011,0.00,0.82,0.00,1.0000,28.00,136,1,4,4,37,12.25,0.00,-5.57,9.02
16406,4.81,0.18,4005,0.00,0.81,0.00,1.0000,26.00,136,1,4,4,37,12.06,0.00,-5.57,9.02
16453,4.72,0.18,3910,0.00,0.81,0.00,1.0000,24.00,136,1,4,4,37,11.81,0.00,-5.55,9.02
16594,4.67,0.19,3966,0.00,0.81,0.00,1.0000,24.00,136,1,4,4,37,12.06,0.00,-5.55,9.02
16640,4.64,0.18,3904,0.00,0.81,0.00,1.0000,24.00,136,1,4,4,37,11.75,0.00,-5.57,9.02
16640,4.54,0.19,3819,0.00,0.81,0.00,1.0000,24.00,136,1,4,4,37,11.94,0.00,-5.57,8.63
16766,4.49,0.19,3731,0.00,0.81,0.00,1.0000,24.00,138,1,4,4,37,11.81,0.00,-5.57,8.24
16766,4.44,0.19,3639,0.00,0.81,-1.50,1.0000,24.00,138,1,4,4,37,11.50,0.00,-5.57,8.24
16860,4.40,0.19,3568,0.00,0.82,-1.50,1.0000,24.00,138,1,4,4,37,11.32,0.00,-5.57,8.24
17000,4.40,0.20,3433,0.00,0.83,-1.50,1.0000,24.00,138,1,4,4,37,11.19,0.00,-5.57,8.24
17047,4.37,0.21,3192,0.00,0.83,-1.50,1.0000,24.00,138,1,4,4,37,10.63,0.00,-5.55,7.84
17063,4.24,0.21,2944,0.00,0.83,0.00,1.0000,24.00,138,1,4,4,37,10.20,0.00,-5.41,7.45
17219,4.12,0.21,2802,0.00,0.83,0.00,1.0000,24.00,138,1,4,4,37,9.59,0.00,-5.55,7.06
17234,4.69,0.20,2640,0.00,0.83,0.00,1.0000,24.00,138,1,4,4,37,9.07,0.00,-5.72,7.06
17375,4.78,0.19,2579,0.00,0.83,0.00,1.0000,24.00,138,1,4,4,37,8.23,0.00,-5.80,6.67
17422,5.06,0.19,2595,0.00,0.83,0.00,1.0000,24.00,138,1,4,4,37,8.15,0.00,-5.84,6.27
17422,5.35,0.19,2733,0.00,0.83,0.00,1.0000,24.50,138,1,4,4,37,8.06,0.00,-5.86,9.02
17578,5.05,0.37,2904,0.00,0.76,0.00,1.0000,25.00,138,1,4,4,37,15.04,0.00,-5.88,16.08
17625,13.38,1.36,2960,0.00,0.54,0.00,1.0000,38.50,138,1,4,4,37,63.04,66.67,-5.72,67.45
17766,12.16,1.16,3053,0.00,0.70,0.00,1.0000,37.50,138,1,4,4,37,57.22,50.98,5.20,100.00
17813,12.16,1.12,3103,0.00,0.93,0.00,1.0000,35.00,138,1,4,4,37,58.57,49.02,11.37,100.00
17813,12.15,1.18,3093,0.00,0.92,0.00,1.0000,33.00,138,1,4,4,37,60.75,46.67,11.68,100.00
17953,12.40,1.19,3196,0.00,0.91,0.00,1.0000,32.50,138,1,4,4,37,62.00,49.41,11.85,100.00
18001,12.28,1.27,3129,0.00,0.88,0.00,1.0000,30.50,138,1,4,4,37,64.77,47.45,12.36,100.00
18079,12.11,1.30,3086,0.00,0.89,0.00,1.0000,29.50,138,1,4,4,37,67.80,49.80,12.41,100.00
18079,11.44,1.26,3027,0.00,0.88,0.00,1.0000,29.50,138,1,4,4,37,65.11,50.59,12.55,100.00
18203,11.98,1.37,3178,0.00,0.89,0.00,1.0000,30.50,138,1,4,4,37,69.64,49.41,13.40,100.00
18360,11.82,1.38,3167,0.00,0.89,0.00,1.0000,31.50,138,1,4,4,37,72.20,49.41,13.63,100.00
18391,11.45,1.39,3220,0.00,0.89,0.00,1.0000,29.50,138,1,4,4,37,74.01,48.63,13.75,100.00
18406,11.00,1.47,3291,0.00,0.89,0.00,1.0000,29.50,138,1,4,4,37,78.92,48.24,13.71,100.00
18531,10.67,1.51,3325,0.00,0.89,0.00,1.0000,28.50,138,1,4,4,37,81.38,48.24,13.63,100.00
18578,9.08,1.50,3313,0.00,0.89,0.00,1.0000,27.00,138,1,4,4,37,82.84,46.67,13.54,100.00
18719,8.45,1.55,3443,0.00,0.89,0.00,1.0000,26.50,138,1,4,4,37,88.31,46.27,12.76,100.00
18766,8.12,1.61,3460,0.00,0.87,0.00,1.0000,28.00,138,1,4,4,37,96.20,46.27,12.51,100.00
18766,7.49,1.67,3451,0.00,0.86,0.00,1.0000,28.00,138,1,4,4,37,95.70,45.88,12.53,100.00
18906,5.09,1.65,3410,0.00,0.86,0.00,1.0000,26.00,138,1,4,4,37,96.22,43.53,12.32,100.00
18954,4.58,1.74,3500,0.00,0.86,0.00,1.0000,27.50,138,1,4,4,37,99.65,42.75,10.46,100.00
19078,2.65,1.80,3474,0.00,0.85,0.00,1.0000,25.50,140,1,4,4,37,105.16,43.92,10.21,100.00
19078,3.96,1.74,3426,0.00,0.86,0.00,1.0000,26.00,138,1,4,4,37,99.44,42.75,10.46,100.00
19125,1.72,1.89,3537,0.00,0.85,0.00,1.0000,25.00,140,1,4,4,37,110.40,40.00,9.84,100.00
19203,0.67,1.95,3655,0.00,0.84,0.00,1.0000,23.50,140,1,4,4,37,117.19,36.47,9.30,100.00
19313,0.07,2.01,3775,0.00,0.83,0.00,1.0000,22.00,140,1,4,4,37,126.90,35.29,8.74,100.00
19313,-1.84,2.08,3834,0.00,0.82,0.00,1.0000,22.00,140,1,4,4,37,131.36,28.24,8.68,100.00
19500,-2.47,2.03,3875,0.00,0.81,0.00,1.0000,21.50,140,1,4,4,37,132.57,25.10,7.33,91.76
19532,-5.32,1.99,3950,0.00,0.81,0.00,1.0000,20.50,140,1,4,4,38,131.96,15.69,7.21,80.00
19547,-4.80,1.90,4016,-1.41,0.82,0.00,1.0000,21.00,140,1,4,4,38,128.03,10.20,4.80,85.10
19688,-3.91,1.78,4059,-1.41,0.83,0.00,1.0000,23.50,140,1,4,4,38,124.53,5.10,4.74,88.63
19734,-3.51,1.76,4123,-1.41,0.84,0.00,1.0000,25.00,142,1,4,4,38,122.80,4.71,5.14,83.14
19875,-4.60,1.68,4267,-1.41,0.85,0.00,1.0000,25.50,142,1,4,4,38,120.28,3.14,4.95,54.12
19922,-7.04,1.32,4259,-1.41,0.85,0.00,1.0000,25.50,142,1,4,4,38,100.80,1.96,3.19,31.37
19922,-9.58,0.87,4272,-1.41,0.87,0.00,1.0000,33.00,142,1,4,4,38,63.94,0.00,-0.04,22.75
20062,-5.32,0.57,4266,-1.41,0.98,0.00,1.0000,39.00,142,1,4,4,38,49.29,0.00,-5.43,16.08
20110,0.96,0.33,4334,-1.41,1.27,0.00,1.0000,47.00,142,1,4,4,38,25.09,0.00,-5.72,13.73
20110,2.99,0.28,4306,0.00,1.56,0.00,1.0000,46.50,142,1,4,4,38,20.87,0.00,-5.74,13.33
20281,3.43,0.27,4352,0.00,0.98,0.00,1.0000,44.00,142,1,4,4,38,19.30,0.00,-5.76,13.33
20328,3.79,0.40,4351,0.00,0.98,0.00,1.0000,49.50,142,1,4,4,38,26.16,0.00,-5.76,16.86
20453,3.14,0.70,4292,0.00,0.98,0.00,1.0000,43.00,142,1,4,4,38,43.65,0.00,-5.76,25.49
20500,3.67,0.93,4432,0.00,0.70,0.00,1.0000,40.50,142,1,4,4,38,68.10,10.59,-5.76,30.20
20516,0.77,1.22,4423,0.00,0.82,0.00,1.0000,40.50,142,1,4,4,38,86.62,15.29,-3.06,43.14
20640,1.51,1.33,4412,0.00,0.90,0.00,1.0000,35.50,142,1,4,4,38,98.54,30.98,-2.71,54.12
20687,4.98,1.48,4484,0.00,0.93,0.00,1.0000,31.50,142,1,4,4,38,108.78,35.29,2.01,96.08
20829,4.47,1.64,4540,0.00,0.91,0.00,1.0000,27.00,142,1,4,4,38,120.84,35.69,6.79,100.00
20875,1.77,1.77,4616,0.00,0.89,0.00,1.0000,25.50,142,1,4,4,38,132.57,34.51,7.58,92.94
20890,-0.05,1.96,4629,0.00,0.88,0.00,1.0000,24.50,142,1,4,4,38,147.65,34.12,6.05,100.00
21016,-1.99,2.19,4890,0.00,0.85,0.00,1.0000,24.50,142,1,4,4,38,174.89,30.20,6.61,100.00
21016,-0.34,2.08,4752,0.00,0.82,0.00,1.0000,25.00,142,1,4,4,38,161.06,35.29,5.45,100.00
21078,-3.10,2.23,4806,0.00,0.82,0.00,1.0000,23.00,142,1,4,4,38,179.40,28.63,6.27,100.00
21235,-2.73,2.17,4886,0.00,0.81,0.00,1.0000,23.50,142,1,4,4,38,178.65,25.10,7.17,100.00
21281,-0.34,2.10,5104,0.00,0.81,-1.50,1.0000,23.50,140,1,4,4,38,181.28,35.29,8.20,100.00
21422,0.14,2.17,5160,0.00,0.81,-1.50,1.0000,24.00,140,1,4,4,38,183.53,36.47,10.54,100.00
21469,0.06,2.17,5125,0.00,0.81,-1.50,1.0000,24.00,140,1,4,4,38,184.29,35.69,10.56,100.00
21469,0.11,2.19,5215,0.00,0.81,-1.50,1.0000,24.00,140,1,4,4,38,188.42,36.08,10.35,100.00
21609,0.07,2.18,5300,0.00,0.81,-1.50,1.0000,24.00,140,1,4,4,38,193.09,36.47,10.50,100.00
21609,-0.59,2.24,5408,0.00,0.81,-1.50,1.0000,23.50,138,1,4,4,38,199.12,35.69,10.58,100.00
21672,-0.90,2.28,5400,0.00,0.81,-1.50,1.0000,23.50,138,1,4,4,38,203.14,33.33,10.42,100.00
21813,-1.10,2.26,5468,0.00,0.81,-1.50,1.0000,23.00,138,1,4,4,38,206.76,32.16,9.98,100.00
21859,-1.37,2.22,5506,0.00,0.80,-1.50,1.0000,23.00,138,1,4,4,38,205.15,29.80,9.90,100.00
22000,-1.46,2.22,5512,0.00,0.81,-1.50,1.0000,23.50,138,1,4,4,38,204.35,28.24,9.71,100.00
22031,-1.34,2.15,5694,0.00,0.81,-1.50,1.0000,24.50,136,1,4,4,38,200.33,26.27,9.24,100.00
22031,-1.62,2.19,5525,0.00,0.81,-1.50,1.0000,23.50,136,1,4,4,38,201.93,26.27,9.53,100.00
22172,-1.44,2.08,5722,0.00,0.81,-1.50,1.0000,25.00,136,1,4,4,38,198.72,23.14,9.28,100.00
22219,-1.46,2.06,5800,0.00,0.82,-1.50,1.0000,26.00,136,1,4,4,38,198.72,20.78,8.59,100.00
22376,-1.78,2.03,5901,0.00,0.82,-1.50,1.0000,27.50,135,1,4,4,38,199.52,18.04,8.14,100.00
22406,-2.04,1.97,5992,0.00,0.82,-1.50,1.0000,28.50,135,1,4,4,38,195.90,15.29,7.48,100.00
22406,-2.45,1.95,6006,0.00,0.82,-1.50,1.0000,29.50,135,1,4,4,38,195.90,12.55,6.85,100.00
22562,-2.31,1.95,6107,0.00,0.82,-1.50,1.0000,30.00,135,1,4,4,38,196.71,11.37,6.28,100.00
22610,-2.26,1.90,6118,0.00,0.82,-1.50,1.0000,31.00,135,1,4,4,38,193.89,10.20,6.21,100.00
22610,-2.36,1.89,6184,0.00,0.83,-1.50,1.0000,31.00,133,1,4,4,38,193.09,8.24,5.88,100.00
22766,-2.42,1.86,6194,0.00,0.83,-1.50,1.0000,30.50,133,1,4,4,38,192.28,9.02,5.57,100.00
22796,-4.11,1.88,6282,0.00,0.83,-2.75,1.0000,31.00,133,1,4,4,38,195.10,3.53,5.14,86.67
22969,-10.82,1.02,6225,0.00,1.02,-2.75,1.0000,33.00,133,1,4,4,38,126.58,0.00,3.35,28.24
23000,0.75,0.20,6152,0.00,1.16,0.00,1.0000,45.00,131,1,4,4,38,30.00,0.00,-4.72,11.76
23000,-3.72,0.55,6202,0.00,1.21,0.00,1.0000,40.00,131,1,4,4,38,62.12,0.00,-4.60,20.00
23156,4.38,0.10,6106,0.00,0.00,0.00,1.0000,43.50,131,1,4,4,38,9.94,0.00,-4.70,10.59
23203,5.43,0.10,6184,0.00,0.95,0.00,1.0000,42.00,131,1,4,4,38,9.94,0.00,-4.72,10.59
23203,5.72,0.12,6101,0.00,0.95,0.00,1.0000,39.50,131,1,4,4,38,11.94,0.00,-4.87,10.59
23359,5.28,0.14,5951,0.00,0.95,0.00,1.0000,38.00,131,1,4,4,38,13.75,0.00,-4.78,10.59
23406,5.04,0.15,5808,0.00,0.95,0.00,1.0000,36.00,131,1,4,4,38,14.89,0.00,-4.95,10.59
23406,4.91,0.16,5640,0.00,0.95,0.00,1.0000,34.50,131,1,4,4,38,15.10,0.00,-5.09,10.59
23578,4.90,0.17,5420,0.00,0.95,0.00,1.0000,32.50,131,1,4,4,38,15.51,0.00,-5.24,10.59
23625,4.74,0.18,5227,0.00,0.80,0.00,1.0000,30.50,131,1,4,4,38,15.03,0.00,-5.36,10.59
23625,5.43,0.19,5066,0.00,0.80,0.00,1.0000,28.50,131,1,4,4,38,15.16,0.00,-5.61,10.59
23797,5.56,0.19,5003,0.00,0.80,0.00,1.0000,27.00,131,1,4,4,38,15.58,0.00,-5.78,10.59
23844,5.47,0.18,4955,0.00,0.80,0.00,1.0000,25.00,131,1,4,4,38,15.37,0.00,-5.86,10.59
23860,5.32,0.19,4940,0.00,0.80,0.00,1.0000,24.00,131,1,4,4,38,15.30,0.00,-5.88,10.59
24000,5.24,0.19,5055,0.00,0.80,0.00,1.0000,24.00,131,1,4,4,38,15.10,0.00,-5.92,10.59
24015,5.23,0.18,5094,0.00,0.95,0.00,1.0000,24.00,131,1,4,4,38,15.37,0.00,-5.90,10.59
24063,5.25,0.19,4954,0.00,0.95,0.00,1.0000,24.00,131,1,4,4,38,15.92,0.00,-5.84,10.59
24235,5.08,0.38,4935,0.00,0.80,0.00,1.0000,29.00,131,1,4,4,38,28.22,0.00,-5.86,19.22
24281,7.26,0.81,5053,0.00,0.80,0.00,1.0000,34.00,131,1,4,4,38,55.46,0.00,-5.88,37.65
24281,12.61,1.11,5128,0.00,0.80,0.00,1.0000,36.00,131,1,4,4,38,95.68,44.31,-1.33,100.00
24437,14.27,1.26,5144,0.00,0.92,0.00,1.0000,36.50,131,1,4,4,38,105.16,52.16,10.79,100.00
24500,13.43,1.39,5065,0.00,0.91,0.00,1.0000,38.00,131,1,4,4,38,116.07,52.55,13.50,100.00
24500,12.32,1.55,5172,0.00,0.90,0.00,1.0000,36.00,131,1,4,4,38,131.05,51.76,13.56,100.00
24672,10.61,1.75,5285,0.00,0.89,-2.75,1.0000,31.50,131,1,4,4,38,147.65,50.59,13.44,83.92
24719,-2.33,1.68,5300,0.00,0.85,-2.75,1.0000,30.00,131,1,4,4,39,153.85,23.92,13.07,33.73
24735,-5.13,0.73,5199,-1.41,1.20,-2.75,1.0000,33.00,131,1,4,4,39,76.44,0.00,1.51,20.00
24890,-0.36,0.48,5166,-1.41,1.07,0.00,1.0000,42.50,131,1,4,4,39,43.65,0.00,-5.07,18.04
24938,1.55,0.42,5144,0.00,1.11,0.00,1.0000,48.00,131,1,4,4,39,34.48,0.00,-5.82,18.43
24938,2.44,0.86,5236,0.00,0.95,0.00,1.0000,49.50,131,1,4,4,39,53.87,0.00,-5.84,32.94
25093,8.69,1.54,5267,0.00,0.65,0.00,1.0000,40.00,131,1,4,4,39,132.57,32.94,-5.80,95.29
25140,5.21,1.75,5372,0.00,0.95,-2.75,1.0000,32.50,131,1,4,4,39,153.52,38.43,3.91,100.00
25297,5.11,1.95,5412,0.00,0.93,-2.75,1.0000,28.50,131,2,4,4,39,171.23,41.57,7.41,100.00
25343,1.20,2.16,5471,-1.41,0.87,-1.50,1.0000,25.50,131,2,4,4,39,191.88,40.78,8.72,100.00
25343,-1.55,2.30,5452,-1.41,0.85,-1.50,1.0000,23.00,131,2,4,4,39,208.37,32.94,8.22,100.00
25484,-3.37,2.36,5510,-1.41,0.88,-1.50,1.0000,21.50,131,2,4,4,39,221.13,25.88,7.60,100.00
25547,-4.93,2.36,5673,-1.41,0.87,-1.50,1.0000,21.50,131,2,4,4,39,222.42,20.00,7.25,100.00
25547,-5.71,2.29,5747,-1.41,0.86,-1.50,1.0000,22.00,129,2,4,4,39,217.27,14.12,6.83,100.00
25688,-5.24,2.20,5728,-1.41,0.85,-1.50,1.0000,23.50,129,2,4,4,39,213.41,8.63,6.32,100.00
25734,-5.41,2.09,5792,0.00,0.85,-1.50,1.0000,25.50,129,2,4,4,39,201.93,8.63,6.38,100.00
25734,-0.14,2.03,5864,0.00,0.82,-1.50,1.0000,27.00,129,2,4,4,39,197.91,9.41,5.67,100.00
25921,0.31,1.97,5928,0.00,0.82,-1.50,1.0000,28.50,129,2,4,4,39,195.10,18.82,7.08,100.00
25953,0.89,1.95,5889,0.00,0.82,-1.50,1.0000,29.50,129,2,4,4,39,193.49,20.78,8.95,100.00
25969,2.26,2.00,5964,0.00,0.82,-1.50,1.0000,30.00,127,2,4,4,39,196.71,30.59,9.01,100.00
26125,1.95,2.04,6038,0.00,0.82,-1.50,1.0000,29.50,127,2,4,4,39,202.74,30.59,10.29,100.00
26171,1.40,2.07,6044,0.00,0.82,-2.75,1.0000,27.50,127,3,4,4,39,207.96,29.80,9.90,100.00
26297,0.88,2.10,6201,0.00,0.81,-2.75,1.0000,26.50,127,3,4,4,39,214.27,28.63,9.78,100.00
26297,-0.64,2.09,6186,0.00,0.80,-2.75,1.0000,26.50,127,3,4,4,39,217.27,23.53,9.71,100.00
26375,-0.61,2.08,6168,0.00,0.80,-2.75,1.0000,26.50,127,3,4,4,39,216.84,22.75,9.01,100.00
26515,-3.20,2.00,6222,0.00,0.81,-2.75,1.0000,27.00,127,3,4,4,39,211.69,10.98,9.07,100.00
26562,-12.57,1.72,6315,0.00,0.81,-2.75,1.0000,27.50,126,3,4,4,39,202.34,0.00,6.46,38.43
26562,-9.37,0.73,6144,0.00,1.07,-2.75,1.0000,35.00,126,3,4,4,39,83.68,0.00,-3.19,22.75
26735,-2.25,0.36,6150,0.00,1.17,0.00,1.0000,41.50,126,3,4,4,39,44.94,0.00,-4.49,15.69
26781,2.23,0.10,6112,0.00,1.06,0.00,1.0000,44.00,126,3,4,4,39,11.63,0.00,-4.60,10.59
26781,6.29,0.10,6285,0.00,0.95,0.00,1.0000,42.50,126,3,4,4,39,9.53,0.00,-4.62,10.59
26937,6.40,0.11,6178,0.00,0.95,0.00,1.0000,40.50,126,3,4,4,39,11.69,0.00,-4.68,10.59
26953,5.87,0.13,6062,0.00,0.95,0.00,1.0000,38.50,126,3,4,4,39,13.22,0.00,-4.49,10.59
27094,5.50,0.14,6020,0.00,0.95,0.00,1.0000,37.00,126,3,4,4,39,14.61,0.00,-4.64,10.59
27172,5.49,0.16,5952,0.00,0.95,0.00,1.0000,35.00,126,3,4,4,39,14.68,0.00,-4.81,10.59
27187,5.36,0.16,5839,0.00,0.95,0.00,1.0000,33.00,126,3,4,4,39,15.44,0.00,-4.74,10.59
27328,5.25,0.16,5742,0.00,0.95,0.00,1.0000,31.00,126,3,4,4,39,15.65,0.00,-4.89,10.59
27375,5.24,0.16,5760,0.00,0.80,0.00,1.0000,29.50,126,3,4,4,39,15.79,0.00,-5.01,10.59
27375,5.19,0.17,5732,0.00,0.80,0.00,1.0000,27.50,126,3,4,4,39,15.23,0.00,-5.10,10.59
27516,5.08,0.17,5507,0.00,0.80,0.00,1.0000,26.00,126,3,4,4,39,15.65,0.00,-5.10,10.59
27563,5.03,0.17,5400,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.72,0.00,-5.24,10.59
27719,5.06,0.17,5488,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.44,0.00,-5.38,10.59
27766,5.10,0.18,5397,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.79,0.00,-5.39,10.59
27766,5.09,0.18,5373,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.72,0.00,-5.41,10.59
27922,4.99,0.18,5186,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.51,0.00,-5.49,10.59
27969,4.79,0.18,5135,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.44,0.00,-5.57,10.59
27969,4.79,0.18,5172,0.00,0.80,0.00,1.0000,24.00,126,3,4,4,39,15.58,0.00,-5.72,10.59
28109,4.79,0.18,5013,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.86,0.00,-5.72,10.59
28172,4.70,0.18,4984,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,14.82,0.00,-5.74,10.59
28172,4.54,0.19,4936,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.58,0.00,-5.78,10.59
28344,4.63,0.19,4865,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.37,0.00,-5.80,10.59
28375,4.45,0.20,4744,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.23,0.00,-5.82,10.59
28375,4.47,0.20,4704,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.65,0.00,-5.86,10.59
28469,4.43,0.20,4546,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,15.44,0.00,-5.86,10.59
28609,4.56,0.19,4427,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,14.08,0.00,-5.76,10.20
28609,4.63,0.19,4307,0.00,0.80,0.00,1.0000,24.00,127,3,4,4,39,14.08,0.00,-5.63,9.80
28750,5.25,0.19,4163,0.00,0.80,0.00,1.0000,24.00,129,3,4,4,39,13.42,0.00,-5.53,9.41
28812,5.67,0.19,4138,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,12.96,0.00,-5.51,9.41
28812,5.81,0.19,3989,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,12.63,0.00,-5.45,9.02
28984,5.75,0.18,3778,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,12.06,0.00,-5.39,9.02
28984,5.81,0.18,3887,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,11.75,0.00,-5.43,9.02
29031,5.66,0.17,4023,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,11.07,0.00,-5.39,8.63
29203,5.78,0.17,3961,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,11.13,0.00,-5.39,8.63
29250,5.75,0.20,3800,0.00,0.81,0.00,1.0000,24.00,129,3,4,4,39,12.00,0.00,-5.39,9.02
29250,5.68,0.20,3704,0.00,0.81,-1.50,1.0000,24.00,129,3,4,4,39,12.31,0.00,-5.39,8.63
29406,5.58,0.19,3563,0.00,0.82,-1.50,1.0000,24.00,129,3,4,4,39,11.13,0.00,-5.39,8.24
29469,5.33,0.19,3625,0.00,0.83,-1.50,1.0000,24.00,131,3,4,4,39,11.32,0.00,-5.39,8.24
29469,5.33,0.18,3764,0.00,0.81,-1.50,1.0000,24.00,131,3,4,4,39,11.38,0.00,-5.39,8.24
29640,5.41,0.19,3626,0.00,0.82,-1.50,1.0000,24.00,131,3,4,4,39,11.69,0.00,-5.41,8.24
29687,5.22,0.19,3564,0.00,0.83,-1.50,1.0000,24.00,131,3,4,4,39,11.63,0.00,-5.41,8.24
29687,5.01,0.19,3520,0.00,0.83,-1.50,1.0000,24.00,131,3,4,4,39,11.07,0.00,-5.39,8.24
29859,4.87,0.33,3606,0.00,0.83,-1.50,1.0000,28.50,131,3,4,4,39,17.48,0.00,-5.38,14.51
29905,4.24,0.56,3548,0.00,0.75,-1.50,1.0000,35.00,131,3,4,4,39,29.96,0.00,-5.41,20.39
29905,4.52,0.93,3635,0.00,0.64,-1.50,1.0000,39.00,131,3,4,4,39,51.69,0.00,-5.43,32.55
30062,11.63,1.12,3680,0.00,0.74,-1.50,1.0000,37.50,131,3,4,4,39,68.46,37.25,-5.41,82.35
30124,15.28,1.15,3632,0.00,0.90,-1.50,1.0000,36.00,131,3,4,4,39,69.20,54.12,8.80,100.00
30124,15.04,1.17,3621,0.00,0.93,-1.50,1.0000,34.50,131,3,4,4,39,70.67,54.51,14.50,100.00
30265,14.18,1.25,3655,0.00,0.91,-1.50,1.0000,28.50,131,3,4,4,39,74.61,52.94,14.62,100.00
30328,14.16,1.34,3663,0.00,0.90,-1.50,1.0000,27.00,131,3,4,4,39,81.37,54.90,14.21,100.00
30484,13.89,1.41,3776,0.00,0.88,-1.50,1.0000,30.50,131,3,4,4,39,86.44,56.08,14.66,100.00
30531,12.80,1.48,3730,0.00,0.88,-1.50,1.0000,27.50,131,3,4,4,39,91.87,56.08,14.93,100.00
30531,12.17,1.58,3718,0.00,0.87,0.00,1.0000,27.00,131,3,4,4,39,96.16,57.25,14.93,100.00
30703,11.51,1.66,3816,0.00,0.86,0.00,1.0000,27.00,131,3,4,4,39,104.12,57.25,15.22,100.00
30734,10.66,1.74,3782,0.00,0.85,0.00,1.0000,26.50,131,3,4,4,39,111.20,56.86,15.22,100.00
30734,9.76,1.82,3939,0.00,0.85,0.00,1.0000,25.00,131,3,4,4,39,117.75,56.86,15.18,100.00
30781,9.00,1.95,3976,0.00,0.84,0.00,1.0000,24.00,131,3,4,4,39,127.72,56.86,15.14,100.00
30937,7.38,2.07,4034,0.00,0.83,0.00,1.0000,22.00,131,3,4,4,39,137.41,54.51,15.14,100.00
30953,-0.41,2.18,4136,0.00,0.81,0.00,1.0000,21.00,129,3,4,4,39,148.95,47.45,14.54,100.00
31109,-0.49,2.27,4201,0.00,0.80,0.00,1.0000,19.50,129,3,4,4,39,158.28,39.22,12.26,100.00
31156,-0.92,2.33,4304,0.00,0.79,0.00,1.0000,19.50,129,3,4,4,39,166.32,38.82,9.96,100.00
31156,-1.70,2.40,4450,0.00,0.78,0.00,1.0000,18.50,129,3,4,4,39,171.58,35.29,10.60,100.00
31281,-2.50,2.36,4425,0.00,0.78,0.00,1.0000,18.50,129,3,4,4,39,174.14,31.37,10.36,100.00
31359,-3.25,2.29,4433,0.00,0.79,0.00,1.0000,18.00,127,3,4,4,39,171.26,24.71,9.96,100.00
31375,-2.04,2.19,4616,0.00,0.79,0.00,1.0000,20.50,127,3,4,4,39,169.83,29.02,9.34,100.00
31532,0.14,2.16,4675,0.00,0.81,0.00,1.0000,22.50,127,3,4,4,39,170.53,33.73,10.36,100.00
31594,0.26,2.15,4622,0.00,0.81,0.00,1.0000,22.50,127,3,4,4,39,167.37,34.90,11.31,100.00
31594,0.68,2.16,4753,0.00,0.81,0.00,1.0000,23.00,127,3,4,4,39,169.48,36.47,10.94,100.00
31750,1.86,2.19,4979,0.00,0.81,0.00,1.0000,23.00,127,3,4,4,40,177.52,43.14,11.16,100.00
31797,1.50,2.32,4825,-1.41,0.81,0.00,1.0000,21.50,126,3,4,4,40,183.53,42.75,12.30,100.00
