Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%)
2829,1.14,1.27,3078,0.00,0.98,0.00,1.0000,30.00,162,1,1,4,36,66.44,52.16,2.94,38.82
2923,1.09,1.27,3082,0.00,0.98,0.00,1.0000,29.00,162,1,1,4,36,65.94,54.12,2.71,39.22
3064,0.86,1.28,3053,0.00,0.98,0.00,1.0000,28.00,162,1,1,4,36,65.94,55.69,3.07,38.82
3110,0.82,1.31,3050,0.00,0.98,0.00,1.0000,27.50,162,1,1,4,36,65.44,57.65,3.04,38.82
3251,0.87,1.34,3015,0.00,0.98,0.00,1.0000,26.50,162,1,1,4,36,67.10,58.43,3.09,40.78
3297,1.10,1.37,3070,0.00,0.98,0.00,1.0000,26.00,162,1,1,4,36,69.80,58.43,3.23,47.06
3297,1.86,1.43,2993,0.00,0.98,0.00,1.0000,24.50,162,1,1,4,36,71.00,60.00,3.77,52.16
3438,1.86,1.41,2900,0.00,0.96,0.00,1.0000,24.00,162,1,1,4,36,69.60,61.18,4.95,49.41
3485,0.88,1.40,2798,0.00,0.94,0.00,1.0000,23.00,162,1,1,4,36,67.27,67.06,5.41,45.88
3485,1.31,1.39,2925,0.00,0.92,0.00,1.0000,24.00,162,1,1,4,36,66.44,71.76,4.66,50.59
3657,4.17,1.44,3241,0.00,0.92,0.00,1.0000,25.50,162,1,1,4,36,78.47,55.69,5.16,92.16
3704,3.43,1.48,3394,0.00,0.90,0.00,1.0000,26.00,162,1,1,4,36,82.63,43.14,8.18,85.49
3704,2.94,1.55,3454,0.00,0.90,0.00,1.0000,25.50,162,1,1,4,36,88.73,41.18,7.89,91.76
3860,3.02,1.54,3516,0.00,0.89,0.00,1.0000,25.00,162,1,1,4,36,91.06,41.18,7.60,100.00
3907,4.21,1.59,3710,0.00,0.88,0.00,1.0000,25.00,162,1,1,4,36,96.65,38.04,8.18,100.00
4032,6.21,1.72,3862,0.00,0.87,0.00,1.0000,24.50,163,1,1,4,36,110.64,40.00,9.65,100.00
4079,4.91,1.81,4080,0.00,0.86,0.00,1.0000,24.00,163,1,1,4,36,120.00,40.78,11.99,100.00
4079,3.52,1.91,4210,0.00,0.85,0.00,1.0000,23.50,163,1,1,4,36,131.05,36.86,11.66,100.00
4220,2.65,1.92,4300,0.00,0.84,0.00,1.0000,23.00,163,1,1,4,36,140.84,36.86,10.98,100.00
4266,1.90,1.99,4577,0.00,0.83,0.00,1.0000,23.00,162,1,1,4,36,151.23,37.25,10.98,100.00
4407,0.74,2.08,4779,0.00,0.82,0.00,1.0000,23.50,162,1,1,4,36,164.57,35.69,10.98,100.00
4438,-0.53,2.11,4935,0.00,0.82,0.00,1.0000,24.50,162,1,1,4,36,174.16,34.12,10.42,96.47
4454,-3.87,2.05,5112,0.00,0.82,-1.50,1.0000,24.00,162,1,1,4,36,179.02,22.75,9.63,56.86
4594,-5.29,1.92,5223,0.00,0.92,-1.50,1.0000,25.00,162,1,1,4,36,168.43,14.51,6.63,48.24
4641,-5.70,1.80,5309,0.00,0.84,-1.50,1.0000,28.00,162,1,1,4,36,158.96,9.02,3.79,53.73
4782,-5.33,1.76,5461,0.00,0.85,0.00,1.0000,32.00,162,1,1,4,36,160.01,9.02,2.09,55.69
4814,-4.99,1.67,5546,0.00,0.85,0.00,1.0000,33.00,162,1,1,4,36,155.83,9.02,2.19,49.41
4828,-3.98,1.66,5600,0.00,0.85,0.00,1.0000,33.50,160,1,1,4,36,154.82,9.02,1.43,53.33
4938,-1.92,1.74,5764,0.00,0.85,0.00,1.0000,33.00,160,1,3,4,36,166.32,12.94,1.26,100.00
5032,2.07,1.81,5892,0.00,0.84,-1.50,1.0000,33.00,160,1,3,4,36,177.52,28.63,3.15,100.00
5032,-0.61,1.87,6123,0.00,0.83,-1.50,1.0000,32.00,160,1,3,4,36,187.67,29.41,8.26,100.00
5094,-1.72,1.91,6178,0.00,0.82,-2.75,1.0000,30.00,160,1,4,4,36,197.91,18.04,8.22,100.00
5250,-12.12,1.71,6394,0.00,0.82,-2.75,1.0000,30.00,160,1,4,4,36,198.32,0.00,5.98,39.61
5250,-8.38,0.35,6503,0.00,1.02,-2.75,1.0000,38.00,160,1,4,4,36,56.84,0.00,-3.81,12.94
5391,2.52,0.05,6390,0.00,1.11,0.00,1.0000,46.50,158,1,4,4,36,7.37,0.00,-4.66,10.59
5469,4.87,0.07,6204,0.00,0.96,0.00,1.0000,44.50,158,1,4,4,36,5.85,0.00,-4.64,10.59
5469,5.37,0.93,6182,0.00,0.96,0.00,1.0000,49.50,158,1,4,4,36,45.59,0.00,-4.76,45.10
5610,10.97,1.33,5675,0.00,0.93,0.00,1.0000,42.00,158,1,4,4,36,116.63,36.08,-4.89,100.00
5657,10.98,1.68,4824,0.00,0.89,0.00,1.0000,36.00,158,1,4,4,36,130.45,51.76,7.68,100.00
5782,10.57,1.76,4192,0.00,0.86,0.00,1.0000,24.50,158,1,4,4,36,125.37,55.69,13.27,100.00
5829,9.06,1.72,3984,0.00,0.84,0.00,1.0000,24.00,156,1,4,4,36,117.75,55.29,14.70,100.00
5844,8.16,1.84,4430,0.00,0.87,0.00,1.0000,24.50,156,1,4,4,36,130.15,55.69,14.93,100.00
5985,7.38,2.06,4435,0.00,0.86,0.00,1.0000,22.00,156,1,4,4,37,148.95,55.69,14.93,100.00
6032,6.41,2.13,4289,-1.41,0.80,0.00,1.0000,19.50,156,1,4,4,37,152.87,55.69,14.75,100.00
6048,3.70,2.22,4582,-1.41,0.81,0.00,1.0000,20.50,156,1,4,4,37,167.02,55.69,14.93,100.00
6204,2.54,2.38,4584,-1.41,0.80,0.00,1.0000,18.50,156,1,4,4,37,178.27,55.29,14.93,100.00
6250,1.40,2.40,4585,-1.41,0.78,0.00,1.0000,16.50,156,1,4,4,37,182.41,55.29,14.43,100.00
6250,0.41,2.40,4864,-1.41,0.78,0.00,1.0000,17.50,154,1,4,4,37,191.10,53.73,14.54,100.00
6422,-0.27,2.44,4822,-1.41,0.78,0.00,1.0000,17.50,154,1,4,4,37,197.51,51.37,14.25,100.00
6485,-0.56,2.44,4804,-1.41,0.78,0.00,1.0000,17.00,154,1,4,4,37,197.11,50.59,13.86,100.00
6500,-1.11,2.36,4929,-1.41,0.79,0.00,1.0000,19.00,153,1,4,4,37,198.72,45.49,13.86,100.00
6642,-19.57,1.77,5060,-1.41,0.88,0.00,1.0000,19.00,153,1,4,4,37,194.70,29.80,13.40,38.04
6688,-8.47,0.54,5037,-1.41,1.11,-1.50,1.0000,28.50,151,1,4,4,37,57.81,0.00,10.69,16.47
6829,-0.83,0.24,4957,0.00,1.11,0.00,1.0000,42.50,151,1,4,4,37,21.27,0.00,-6.05,14.51
6876,2.20,0.21,5038,0.00,1.19,0.00,1.0000,44.00,151,1,4,4,37,17.26,0.00,-6.09,14.12
6876,3.36,0.21,5038,0.00,0.96,0.00,1.0000,42.50,151,1,4,4,37,18.15,0.00,-6.05,12.94
7016,3.82,0.17,4996,0.00,0.96,0.00,1.0000,40.50,149,1,4,4,37,15.86,0.00,-6.05,10.98
7048,4.25,0.16,5051,0.00,0.95,0.00,1.0000,38.50,149,1,4,4,37,13.29,0.00,-6.07,10.59
7063,4.50,0.16,4986,0.00,0.95,0.00,1.0000,36.50,149,1,4,4,37,13.35,0.00,-6.05,10.59
7125,4.44,0.17,4990,0.00,0.95,0.00,1.0000,35.00,149,1,4,4,37,14.28,0.00,-6.05,10.59
7298,4.42,0.18,4891,0.00,0.95,0.00,1.0000,33.00,149,1,4,4,37,15.10,0.00,-6.07,10.59
7314,4.30,0.19,4836,0.00,0.80,0.00,1.0000,31.00,149,1,4,4,37,15.03,0.00,-6.11,10.59
7454,4.29,0.19,4781,0.00,0.80,0.00,1.0000,29.50,149,1,4,4,37,14.75,0.00,-6.13,10.59
7501,4.23,0.19,4725,0.00,0.80,0.00,1.0000,27.50,149,1,4,4,37,14.96,0.00,-6.15,10.59
7501,4.16,0.19,4726,0.00,0.80,0.00,1.0000,25.50,147,1,4,4,37,14.82,0.00,-6.13,10.59
7673,4.18,0.19,4640,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,14.41,0.00,-6.09,10.59
7720,4.17,0.18,4605,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.82,0.00,-6.05,10.20
7720,4.21,0.18,4482,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.88,0.00,-5.96,10.20
7891,4.15,0.18,4542,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.88,0.00,-5.88,9.80
7907,4.09,0.18,4492,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.29,0.00,-5.88,9.80
8047,4.17,0.18,4436,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.35,0.00,-5.94,9.80
8063,4.17,0.18,4444,0.00,0.80,0.00,1.0000,24.00,147,1,4,4,37,13.35,0.00,-5.90,9.80
8188,4.22,0.27,4426,0.00,0.80,0.00,1.0000,27.00,147,1,4,4,37,15.58,0.00,-5.86,15.29
8251,2.92,0.52,4467,0.00,0.81,0.00,1.0000,33.50,147,1,4,4,37,35.33,0.00,-5.82,22.35
8251,1.11,0.45,4427,0.00,0.80,0.00,1.0000,41.50,147,1,4,4,37,40.20,0.00,-5.86,16.08
8391,2.08,0.31,4524,0.00,0.94,0.00,1.0000,40.00,147,1,4,4,37,23.17,0.00,-5.84,13.73
8438,3.59,0.30,4329,0.00,0.82,0.00,1.0000,38.00,147,1,4,4,37,21.68,0.00,-5.92,13.33
8563,3.94,0.28,4334,0.00,0.82,0.00,1.0000,36.50,147,1,4,4,37,20.71,0.00,-5.80,12.55
8610,4.07,0.25,4323,0.00,0.82,0.00,1.0000,34.50,147,1,4,4,37,18.66,0.00,-5.76,12.16
8610,4.21,0.24,4326,0.00,0.82,0.00,1.0000,32.50,147,1,4,4,37,17.56,0.00,-5.74,11.76
8750,4.55,0.24,4105,0.00,0.83,0.00,1.0000,30.50,147,1,4,4,37,16.13,0.00,-5.78,10.98
8797,4.54,0.23,3852,0.00,0.83,0.00,1.0000,29.00,147,1,4,4,37,14.89,0.00,-5.70,10.20
8938,4.52,0.21,3632,0.00,0.83,0.00,1.0000,25.50,147,1,4,4,37,13.42,0.00,-5.63,9.02
8970,4.61,0.22,3502,0.00,0.83,-1.50,1.0000,25.00,147,1,4,4,37,12.82,0.00,-5.63,9.02
8985,4.73,0.23,3239,0.00,0.83,-1.50,1.0000,24.00,147,1,4,4,37,11.75,0.00,-5.59,8.63
9063,4.85,0.23,2951,0.00,0.83,0.00,1.0000,24.00,147,1,4,4,37,11.25,0.00,-5.55,8.63
9158,4.79,0.23,2868,0.00,0.83,0.00,1.0000,24.00,147,1,4,4,37,11.19,0.00,-5.53,8.24
9298,4.74,0.22,2765,0.00,0.99,0.00,1.0000,24.00,147,1,4,4,37,10.46,0.00,-5.67,7.84
9329,4.84,0.20,2688,0.00,0.95,0.00,1.0000,24.00,147,1,4,4,37,9.38,0.00,-5.78,7.45
9345,4.88,0.22,2497,0.00,0.95,0.00,1.0000,24.00,147,1,4,4,37,9.07,0.00,-5.80,7.45
9469,4.90,0.20,2482,0.00,0.95,-2.75,1.0000,24.00,147,1,4,4,37,8.61,0.00,-5.90,7.06
9516,5.02,0.20,2482,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,8.10,0.00,-5.96,6.67
9657,5.08,0.21,2345,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,7.68,0.00,-5.94,6.27
9688,5.18,0.21,2155,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,7.55,0.00,-5.98,5.88
9704,5.14,0.20,2095,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,7.13,0.00,-5.96,5.49
9844,5.15,0.20,2080,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.64,0.00,-5.86,5.49
9891,5.18,0.19,1984,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.17,0.00,-5.84,5.10
9891,5.15,0.19,1963,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.01,0.00,-5.82,5.10
10064,5.20,0.18,2088,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.17,0.00,-5.82,5.10
10064,5.19,0.17,2105,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.04,0.00,-5.84,5.10
10141,5.21,0.20,2044,0.00,0.95,-2.75,1.0000,24.00,149,1,4,4,37,6.41,0.00,-5.84,5.10
10282,5.17,0.21,1901,0.00,0.95,0.00,1.0000,24.00,149,1,4,4,37,6.53,0.00,-5.84,5.10
10313,5.04,0.20,1850,0.00,0.95,0.00,1.0000,24.00,149,1,4,4,37,6.20,0.00,-5.80,5.10
10453,4.99,0.21,1856,0.00,0.95,0.00,1.0000,25.00,149,1,4,4,37,6.45,0.00,-5.92,6.67
10500,5.03,0.67,1934,0.00,0.95,0.00,1.0000,22.00,149,1,4,4,37,8.89,0.00,-5.92,21.96
10500,11.27,1.47,1987,0.00,0.64,0.00,1.0000,35.50,149,1,4,4,37,57.67,35.69,-5.84,92.94
10641,5.06,1.07,2056,0.00,0.76,-2.75,1.0000,25.50,149,1,4,4,37,37.69,52.16,1.68,100.00
10688,5.11,1.03,1862,0.00,0.89,-2.75,1.0000,20.00,149,1,4,4,37,33.49,54.12,4.41,100.00
10813,2.89,1.06,1957,0.00,0.90,0.00,1.0000,20.00,149,1,4,4,37,32.89,43.92,4.68,100.00
10876,5.44,1.02,2056,0.00,0.95,-2.75,1.0000,20.00,149,1,4,4,37,35.24,58.04,2.34,100.00
10876,4.87,1.10,1975,0.00,0.91,-2.75,1.0000,18.00,149,1,4,4,37,36.82,54.51,5.20,100.00
11016,3.71,1.07,2014,0.00,0.92,0.00,1.0000,19.00,149,1,4,4,37,36.20,49.80,4.72,100.00
11078,4.37,1.12,2140,0.00,0.92,-2.75,1.0000,20.50,149,1,4,4,37,39.31,51.76,3.67,100.00
11078,4.23,1.13,2073,0.00,0.92,-2.75,1.0000,20.00,149,1,4,4,37,39.83,51.76,4.37,100.00
11234,2.57,1.15,2145,0.00,0.93,-2.75,1.0000,19.50,149,1,4,4,37,40.32,45.49,4.33,100.00
11266,3.04,1.15,2225,0.00,0.93,-2.75,1.0000,19.00,149,1,4,4,37,42.36,49.02,2.80,100.00
11344,2.00,1.12,2177,0.00,0.93,-2.75,1.0000,19.00,149,1,4,4,37,41.84,43.92,3.65,100.00
11454,0.99,1.18,2224,0.00,0.93,-2.75,1.0000,19.00,149,1,4,4,37,43.13,39.22,2.48,59.22
11454,1.17,1.16,2310,0.00,0.94,-2.75,1.0000,19.00,149,1,4,4,37,44.81,41.96,1.59,56.86
11594,1.16,1.19,2327,0.00,0.94,-2.75,1.0000,18.50,149,1,4,4,37,45.20,43.14,1.76,49.41
11657,0.67,1.19,2332,0.00,0.94,-2.75,1.0000,17.50,147,1,4,4,37,45.59,41.96,1.78,45.88
11798,0.74,1.22,2389,0.00,0.95,-2.75,1.0000,17.00,147,1,4,4,37,48.58,41.57,1.33,50.98
11828,1.36,1.25,2403,0.00,0.97,-2.75,1.0000,16.50,147,1,4,4,37,49.15,43.92,1.41,58.43
11828,1.70,1.24,2424,0.00,0.98,-2.75,1.0000,16.50,147,1,4,4,37,50.00,46.27,1.93,75.69
11969,5.12,1.24,2507,0.00,0.98,-2.75,1.0000,16.00,147,1,4,4,37,51.97,63.14,2.90,100.00
12032,6.32,1.26,2530,0.00,0.98,0.00,1.0000,19.50,147,1,4,4,37,52.98,73.73,6.59,100.00
12032,6.13,1.28,2542,0.00,0.99,0.00,1.0000,19.50,147,1,4,4,37,55.01,73.73,7.91,100.00
12172,5.92,1.29,2619,0.00,0.98,0.00,1.0000,19.50,147,1,4,4,37,56.04,72.16,7.91,100.00
12219,6.00,1.31,2654,0.00,0.98,0.00,1.0000,22.00,147,1,4,4,37,57.96,75.29,7.83,100.00
12344,5.98,1.29,2727,0.00,0.93,0.00,1.0000,24.50,145,1,4,4,37,59.79,73.33,8.20,100.00
12344,5.93,1.33,2742,0.00,0.95,0.00,1.0000,24.00,145,1,4,4,37,58.70,76.08,8.06,100.00
12406,5.97,1.32,2780,0.00,0.93,0.00,1.0000,25.50,145,1,4,4,37,61.52,71.76,8.51,100.00
12547,6.07,1.34,2872,0.00,0.93,0.00,1.0000,26.50,145,1,4,4,37,61.82,69.80,8.66,100.00
12578,6.31,1.34,2873,0.00,0.93,0.00,1.0000,27.00,145,1,4,4,37,64.44,66.27,8.91,100.00
12594,6.24,1.37,2903,0.00,0.93,0.00,1.0000,27.00,145,1,4,4,37,66.27,63.92,9.32,100.00
12767,5.90,1.41,2896,0.00,0.92,0.00,1.0000,27.00,145,1,4,4,37,68.80,63.14,9.42,100.00
12813,5.54,1.43,3062,0.00,0.91,0.00,1.0000,27.00,145,1,4,4,37,70.63,61.18,9.20,100.00
12969,5.32,1.44,3056,0.00,0.91,0.00,1.0000,27.00,145,1,4,4,37,73.81,56.08,9.26,100.00
13000,4.86,1.50,3134,0.00,0.91,0.00,1.0000,27.00,144,1,4,4,37,76.03,54.51,9.26,100.00
13000,4.54,1.49,3182,0.00,0.90,0.00,1.0000,27.50,144,1,4,4,37,78.91,52.16,9.09,100.00
13125,4.22,1.52,3226,0.00,0.90,0.00,1.0000,28.00,144,1,4,4,37,81.79,49.80,8.95,100.00
13173,4.12,1.55,3220,0.00,0.89,0.00,1.0000,27.50,144,1,4,4,37,84.52,48.63,8.89,100.00
13313,3.71,1.60,3289,0.00,0.89,0.00,1.0000,27.50,144,1,4,4,37,88.76,46.67,9.09,100.00
13360,3.30,1.65,3346,0.00,0.87,0.00,1.0000,27.00,142,1,4,4,37,92.82,45.49,8.95,100.00
13360,0.74,1.72,3404,0.00,0.87,0.00,1.0000,26.00,142,1,4,4,37,96.95,41.18,8.84,100.00
13484,0.22,1.69,3500,0.00,0.86,0.00,1.0000,26.50,142,1,4,4,37,101.12,38.82,6.96,100.00
13547,-1.10,1.75,3563,0.00,0.85,0.00,1.0000,26.00,142,1,4,4,37,104.64,32.55,6.85,85.10
13579,-3.68,1.75,3584,0.00,0.85,0.00,1.0000,25.00,142,1,4,4,37,106.45,20.78,5.96,53.73
13719,-5.83,1.56,3677,0.00,0.85,0.00,1.0000,26.00,142,1,4,4,37,98.06,13.73,3.77,38.04
13750,-7.11,1.40,3751,0.00,0.86,0.00,1.0000,26.50,142,1,4,4,37,90.20,5.88,1.78,33.73
13876,-6.96,1.30,3784,0.00,0.89,0.00,1.0000,28.00,140,1,4,4,37,83.68,3.14,-0.14,31.37
13922,-6.41,1.21,3894,0.00,0.90,0.00,1.0000,31.00,140,1,4,4,37,79.47,0.00,-1.18,29.80
13922,-6.56,1.07,3900,0.00,0.91,0.00,1.0000,33.50,140,1,4,4,37,72.60,0.00,-2.92,25.10
14063,-5.99,0.84,3920,0.00,0.93,0.00,1.0000,37.00,140,1,4,4,37,56.78,0.00,-4.10,21.18
14110,-3.84,0.44,3908,0.00,1.09,0.00,1.0000,43.00,140,1,4,4,37,34.56,0.00,-5.63,13.73
14250,-0.01,0.32,3892,0.00,1.21,0.00,1.0000,46.00,138,1,4,4,37,21.56,0.00,-5.61,13.33
14282,1.84,0.30,3930,0.00,1.17,0.00,1.0000,45.50,138,1,4,4,37,19.98,0.00,-5.61,13.33
14282,2.76,0.30,3932,0.00,0.99,0.00,1.0000,43.50,138,1,4,4,37,19.77,0.00,-5.61,12.94
14437,3.65,0.30,3904,0.00,0.99,0.00,1.0000,41.50,138,1,4,4,37,19.57,0.00,-5.61,12.55
14516,3.90,0.28,3947,0.00,0.99,0.00,1.0000,39.50,138,1,4,4,37,19.26,0.00,-5.59,12.16
14516,4.18,0.29,3878,0.00,0.99,0.00,1.0000,37.50,138,1,4,4,37,18.51,0.00,-5.59,11.76
14594,4.33,0.27,3798,0.00,0.99,0.00,1.0000,36.00,138,1,4,4,37,18.22,0.00,-5.59,11.76
14719,4.32,0.26,3965,0.00,0.99,0.00,1.0000,34.50,138,1,4,4,37,17.12,0.00,-5.59,10.98
14719,4.43,0.26,3954,0.00,0.99,0.00,1.0000,32.50,138,1,4,4,37,16.75,0.00,-5.59,13.33
14782,4.55,0.45,3855,0.00,0.99,0.00,1.0000,39.50,138,1,4,4,37,26.89,0.00,-5.59,17.25
14953,5.33,0.89,3906,0.00,0.62,0.00,1.0000,46.50,138,1,4,4,37,44.94,0.00,-5.59,30.98
14953,4.91,1.17,3962,0.00,0.68,0.00,1.0000,42.50,138,1,4,4,37,74.41,30.20,-5.59,55.69
15110,6.38,1.24,3955,0.00,0.79,0.00,1.0000,34.00,138,1,4,4,37,80.74,34.12,2.07,100.00
15141,6.16,1.35,3908,0.00,0.95,0.00,1.0000,33.50,138,1,4,4,37,87.81,34.90,6.01,100.00
15297,4.97,1.41,3976,0.00,0.92,0.00,1.0000,34.00,138,1,4,4,37,92.35,34.12,6.56,100.00
15328,4.63,1.45,4063,0.00,0.91,0.00,1.0000,33.00,138,1,4,4,37,97.82,34.51,6.01,100.00
15328,3.84,1.56,4081,0.00,0.89,0.00,1.0000,30.50,138,1,4,4,37,104.64,34.51,6.34,88.24
15469,-9.32,1.30,4114,0.00,0.87,0.00,1.0000,29.50,138,1,4,4,37,103.87,32.94,6.19,29.02
15516,-4.69,0.50,4036,0.00,1.18,0.00,1.0000,36.00,138,1,4,4,37,36.70,0.00,4.74,14.51
15673,-0.04,0.31,4068,0.00,1.16,0.00,1.0000,45.50,138,1,4,4,37,22.34,0.00,-5.63,12.94
15704,2.28,0.28,4091,0.00,1.24,0.00,1.0000,45.50,136,1,4,4,37,18.92,0.00,-5.61,12.55
15704,3.26,0.27,4140,0.00,0.97,0.00,1.0000,43.00,136,1,4,4,37,18.88,0.00,-5.59,12.55
