Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
3438,3809,2.93,8.50,34,5,4,4,10,0.00,0.00,1.0000,185.79,0.98,29.02,12.53,100.00,-0.36
3531,3815,2.88,8.50,34,5,4,4,10,0.00,0.00,1.0000,183.53,0.98,29.02,12.47,100.00,-0.34
3625,3865,2.87,9.00,34,5,4,4,10,0.00,0.00,1.0000,186.54,0.97,29.02,12.45,100.00,-0.42
3672,3918,2.80,9.50,34,5,4,4,10,0.00,0.00,1.0000,186.57,0.95,28.63,12.38,100.00,-0.34
3781,3929,2.82,9.00,34,5,4,4,10,0.00,0.00,1.0000,186.94,0.92,29.02,12.34,100.00,-0.23
3859,3960,2.87,9.50,34,5,4,4,10,0.00,0.00,1.0000,189.60,0.90,28.63,12.30,100.00,-0.26
3907,4056,2.80,10.50,34,5,4,4,10,0.00,0.00,1.0000,190.00,0.86,28.63,12.28,100.00,-0.15
4016,4078,2.88,10.00,34,5,4,4,10,0.00,0.00,1.0000,190.73,0.84,29.02,12.32,100.00,0.01
4030,4099,2.84,10.00,34,5,4,4,10,0.00,0.00,1.0000,197.11,0.83,29.02,12.36,100.00,-0.04
4172,4150,2.88,10.00,34,5,4,4,10,0.00,0.00,1.0000,197.91,0.81,29.02,12.41,100.00,-0.00
4250,4183,2.85,11.00,34,5,4,4,10,0.00,0.00,1.0000,200.33,0.79,29.41,12.43,100.00,0.07
4344,4267,2.86,10.50,34,5,4,4,10,0.00,0.00,1.0000,201.53,0.76,29.41,12.53,100.00,0.12
4406,4296,2.81,11.00,34,5,4,4,10,0.00,0.00,1.0000,204.35,0.75,29.41,12.59,100.00,0.09
4556,4315,2.87,11.00,34,5,4,4,10,0.00,0.00,1.0000,207.16,0.74,29.80,12.61,100.00,0.27
4556,4357,2.86,11.50,34,5,4,4,10,0.00,0.00,1.0000,209.17,0.73,29.80,12.68,100.00,0.18
4655,4431,2.88,11.50,34,5,4,4,10,0.00,0.00,1.0000,210.86,0.70,29.80,12.74,100.00,0.14
4785,4463,2.84,12.00,34,5,4,4,10,0.00,0.00,1.0000,213.84,0.69,29.41,12.63,100.00,-0.02
4891,4496,2.84,12.00,34,5,4,4,10,0.00,0.00,1.0000,214.27,0.69,29.41,12.59,100.00,-0.05
4942,4535,2.88,13.00,34,5,4,4,10,0.00,0.00,1.0000,218.56,0.69,29.02,12.57,100.00,-0.09
5018,4581,2.94,12.50,34,5,4,4,10,0.00,0.00,1.0000,223.28,0.69,28.63,12.32,100.00,-0.30
5096,4621,2.86,13.50,34,5,4,4,10,0.00,0.00,1.0000,221.13,0.69,28.24,12.34,100.00,-0.40
5110,4653,2.87,14.00,34,5,4,4,10,0.00,0.00,1.0000,223.28,0.69,28.24,12.18,100.00,-0.41
5234,4683,2.86,14.50,34,5,4,4,10,0.00,0.00,1.0000,223.71,0.69,27.84,12.12,100.00,-0.45
5317,4722,2.86,15.00,34,5,4,4,10,0.00,0.00,1.0000,228.00,0.69,27.45,12.07,100.00,-0.46
5328,4799,2.88,15.50,34,5,4,4,10,0.00,0.00,1.0000,228.86,0.69,27.45,11.91,100.00,-0.33
5474,4814,2.87,15.50,34,5,4,4,10,0.00,0.00,1.0000,228.00,0.69,27.45,11.85,100.00,-0.29
5562,4842,2.86,15.50,34,5,4,4,10,0.00,0.00,1.0000,234.23,0.69,27.84,11.87,100.00,-0.20
5562,4916,2.90,15.50,34,5,4,4,10,0.00,0.00,1.0000,237.43,0.68,29.02,11.91,100.00,-0.02
5671,4921,2.88,15.50,34,5,4,4,10,0.00,0.00,1.0000,236.52,0.68,29.02,12.10,100.00,0.03
5782,4969,2.89,16.00,34,5,4,4,10,0.00,0.00,1.0000,241.54,0.68,29.41,12.14,100.00,0.12
5782,5029,2.87,16.00,34,5,4,4,10,0.00,0.00,1.0000,240.17,0.68,29.80,12.16,100.00,0.13
5953,5039,2.86,15.50,34,5,4,4,10,0.00,0.00,1.0000,243.83,0.67,30.20,12.24,100.00,0.03
6047,5086,2.84,16.00,34,5,4,4,10,0.00,0.00,1.0000,244.74,0.67,30.98,12.30,100.00,0.10
6047,5126,2.89,16.00,34,5,4,4,10,0.00,0.00,1.0000,247.94,0.67,30.59,12.38,100.00,0.01
6174,5194,2.89,16.00,34,5,4,4,10,0.00,0.00,1.0000,248.40,0.66,31.37,12.36,100.00,0.12
6272,5228,2.88,16.00,34,5,4,4,10,0.00,0.00,1.0000,252.06,0.66,31.37,12.45,100.00,-0.04
6297,5268,2.87,16.50,34,5,4,4,10,0.00,0.00,1.0000,252.56,0.66,31.76,12.45,100.00,-0.06
6391,5309,2.87,16.50,32,5,4,4,10,0.00,0.00,1.0000,253.48,0.66,31.76,12.41,100.00,-0.06
6485,5360,2.91,16.50,32,5,4,4,10,0.00,0.00,1.0000,258.77,0.66,32.16,12.43,100.00,-0.06
6522,5357,2.93,16.50,32,5,4,4,10,0.00,0.00,1.0000,257.32,0.66,31.76,12.39,100.00,-0.09
6646,5406,2.87,17.00,32,5,4,4,10,0.00,0.00,1.0000,258.77,0.66,32.16,12.39,100.00,-0.22
6724,5427,2.90,17.00,32,5,4,4,10,0.00,0.00,1.0000,260.21,0.66,31.76,12.38,100.00,-0.27
6749,5566,2.80,17.50,32,5,4,4,10,0.00,0.00,1.0000,263.58,0.67,32.55,12.38,100.00,-0.24
6891,5687,2.83,18.00,32,5,4,4,10,0.00,0.00,1.0000,264.06,0.67,32.16,12.32,100.00,-0.31
6975,5454,2.94,17.00,32,5,4,4,10,0.00,0.00,1.0000,262.14,0.66,31.76,12.36,100.00,-0.40
7001,5638,2.79,18.00,32,5,4,4,10,0.00,0.00,1.0000,264.06,0.67,32.16,12.36,100.00,-0.37
7114,5560,2.87,17.50,32,5,4,4,10,0.00,0.00,1.0000,265.50,0.66,31.37,12.32,100.00,-0.33
7140,5608,2.81,17.50,32,5,4,4,10,0.00,0.00,1.0000,265.98,0.66,0.00,12.34,95.29,-5.36
7265,5620,2.04,19.50,32,5,4,4,10,0.00,0.00,1.0000,154.74,0.98,0.00,-5.49,26.67,-8.67
7367,5388,0.74,0.00,32,5,4,4,10,0.00,0.00,1.0000,58.90,0.99,0.00,-5.63,18.82,-2.41
7442,5645,0.41,0.00,34,5,4,4,10,0.00,0.00,1.0000,34.99,1.06,0.00,-5.74,12.55,0.84
7500,5602,0.17,0.00,34,5,4,4,10,0.00,0.00,1.0000,13.88,1.51,0.00,-5.43,10.59,4.16
7614,5459,0.15,0.00,34,5,4,4,10,0.00,0.00,1.0000,16.13,0.95,0.00,-5.53,10.59,5.34
7691,5579,0.18,0.00,34,5,4,4,10,0.00,0.00,1.0000,15.79,0.95,0.00,-5.55,10.59,5.26
7721,5464,0.19,0.00,34,5,4,4,10,0.00,0.00,1.0000,17.12,0.95,0.00,-5.53,10.59,4.96
7844,5528,0.18,0.00,34,5,4,4,10,0.00,0.00,1.0000,16.62,0.95,0.00,-5.65,10.59,4.93
7925,5452,0.18,0.00,34,5,4,4,10,0.00,0.00,1.0000,16.68,0.95,0.00,-5.61,10.59,4.86
7939,5418,0.18,0.00,34,5,4,4,10,0.00,0.00,1.0000,17.34,0.95,0.00,-5.67,10.59,4.95
8079,5430,0.19,0.00,34,5,4,4,10,0.00,0.00,1.0000,17.48,0.80,0.00,-5.65,10.59,4.92
8140,5400,0.20,0.00,34,5,4,4,10,0.00,0.00,1.0000,17.56,0.80,0.00,-5.67,10.59,4.91
8192,5359,0.20,0.00,34,5,4,4,10,0.00,0.00,1.0000,17.48,0.80,0.00,-5.70,10.59,4.93
8314,5328,0.19,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.19,0.80,0.00,-5.74,10.59,4.90
8398,5274,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.63,0.80,0.00,-5.78,10.59,4.85
8472,5225,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.19,0.80,0.00,-5.84,10.59,4.83
8534,5206,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.63,0.80,0.00,-5.84,10.59,4.84
8630,5170,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,16.69,0.80,0.00,-5.86,10.59,4.84
8691,5092,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.19,0.80,0.00,-5.88,10.59,4.85
8797,5064,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,16.62,0.80,0.00,-5.90,10.59,4.85
8876,5070,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.12,0.80,0.00,-5.90,10.59,4.95
8911,4978,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.04,0.80,0.00,-5.90,10.59,4.91
9033,4963,0.21,24.00,34,5,4,4,10,0.00,0.00,1.0000,17.26,0.80,0.00,-5.94,10.59,4.89
9109,4952,0.20,24.00,34,5,4,4,10,0.00,0.00,1.0000,16.68,0.80,0.00,-5.92,10.59,4.91
9141,4887,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,16.13,0.80,0.00,-5.94,10.59,4.90
9265,4888,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,17.04,0.80,0.00,-5.96,10.59,4.83
9345,4802,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,17.19,0.80,0.00,-5.98,10.59,4.86
9392,4788,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,17.04,0.80,0.00,-5.99,10.59,4.87
9500,4771,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,16.55,0.80,0.00,-5.99,10.59,4.86
9552,4717,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,16.62,0.81,0.00,-5.96,10.59,4.87
9656,4666,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,16.27,0.81,0.00,-5.92,10.20,4.94
9755,4659,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.99,0.80,0.00,-5.90,10.20,4.95
9832,4624,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.44,0.80,0.00,-5.88,10.20,5.02
9861,4596,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.92,0.80,0.00,-5.82,10.20,5.07
9988,4551,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.72,0.81,0.00,-5.78,10.20,5.07
10079,4527,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.23,0.81,0.00,-5.74,9.80,5.12
10103,4491,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,15.10,0.80,0.00,-5.72,9.80,5.12
10235,4454,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.68,0.80,0.00,-5.67,9.80,5.17
10327,4409,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.68,0.80,0.00,-5.67,9.80,5.19
10327,4359,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.61,0.80,0.00,-5.61,9.80,5.19
10454,4370,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.61,0.80,0.00,-5.59,9.41,5.20
10552,4291,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.95,0.80,0.00,-5.59,9.41,5.22
10552,4332,0.21,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.54,0.81,0.00,-5.61,9.41,5.19
10641,4249,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,14.35,0.80,0.00,-5.57,9.41,5.23
10785,4250,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.62,0.81,0.00,-5.55,9.41,5.15
10876,4223,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.16,0.81,0.00,-5.55,9.41,5.26
10894,4209,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.95,0.81,0.00,-5.53,9.41,5.24
11000,4192,0.20,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.75,0.81,0.00,-5.51,9.41,5.20
11094,4122,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.22,0.81,0.00,-5.51,9.41,5.23
11131,4130,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.16,0.81,0.00,-5.49,9.02,5.27
11266,4096,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.16,0.81,0.00,-5.49,9.02,5.27
11346,4099,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,13.09,0.81,0.00,-5.47,9.02,5.30
11407,4083,0.18,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.44,0.81,0.00,-5.45,9.02,5.28
11505,4020,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.82,0.81,0.00,-5.47,9.02,5.32
11565,4024,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.50,0.81,0.00,-5.43,8.63,5.34
11609,3973,0.18,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.18,0.81,0.00,-5.43,8.63,5.35
11735,3949,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.50,0.81,0.00,-5.43,8.63,5.36
11813,3950,0.19,24.00,36,5,4,4,10,0.00,0.00,1.0000,12.18,0.81,0.00,-5.43,8.63,5.29
11859,3941,0.20,24.00,37,5,4,4,10,0.00,0.00,1.0000,12.76,0.81,0.00,-5.41,8.63,5.30
11974,3917,0.19,24.00,37,5,4,4,10,0.00,0.00,1.0000,12.50,0.81,0.00,-5.41,8.63,5.30
11989,3916,0.20,24.00,37,5,4,4,10,0.00,0.00,1.0000,12.18,0.81,0.00,-5.41,8.63,5.30
12125,3865,0.19,24.00,37,5,4,4,10,0.00,0.00,1.0000,12.12,0.81,0.00,-5.41,8.63,5.30
12203,3858,0.18,24.00,37,5,4,4,10,0.00,0.00,1.0000,11.25,0.81,0.00,-5.41,8.63,5.33
12285,3844,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.63,0.81,0.00,-5.41,8.63,5.32
12375,3831,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.25,0.81,0.00,-5.41,8.63,5.32
12453,3836,0.18,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.44,0.81,0.00,-5.41,8.63,5.33
12499,3821,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.06,0.81,0.00,-5.41,8.63,5.33
12579,3805,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.43,0.81,0.00,-5.41,8.63,5.32
12625,3791,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.18,0.81,0.00,-5.41,8.63,5.28
12766,3792,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.50,0.81,0.00,-5.41,8.63,5.31
12844,3777,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.50,0.81,0.00,-5.41,8.63,5.28
12883,3746,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.75,0.81,0.00,-5.41,8.63,5.27
13000,3747,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.06,0.81,0.00,-5.41,8.63,5.27
13094,3726,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.87,0.81,0.00,-5.41,8.63,5.27
13129,3694,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.56,0.81,0.00,-5.41,8.24,5.29
13238,3680,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.00,0.81,0.00,-5.41,8.24,5.32
13312,3675,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.81,0.81,0.00,-5.41,8.24,5.31
13395,3657,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.87,0.81,0.00,-5.41,8.24,5.31
13491,3661,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.00,0.82,0.00,-5.41,8.24,5.29
13571,3668,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.87,0.82,0.00,-5.41,8.24,5.28
13597,3635,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.75,0.82,0.00,-5.41,8.24,5.29
13640,3612,0.21,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.31,0.82,0.00,-5.41,8.24,5.25
13801,3585,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.69,0.83,0.00,-5.41,8.24,5.23
13875,3591,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.25,0.83,0.00,-5.41,8.24,5.23
13895,3584,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.75,0.83,0.00,-5.41,8.24,5.23
14032,3564,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.32,0.83,0.00,-5.39,8.24,5.23
14144,3547,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.44,0.83,0.00,-5.39,8.24,5.28
14222,3546,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.00,0.83,0.00,-5.38,8.24,5.28
14301,3520,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.38,0.83,0.00,-5.39,7.84,5.25
14381,3498,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.44,0.83,0.00,-5.38,7.84,5.27
14460,3532,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.50,0.83,0.00,-5.36,7.84,5.23
14460,3501,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,12.06,0.83,0.00,-5.38,7.84,5.25
14614,3467,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.63,0.83,0.00,-5.36,7.84,5.26
14687,3478,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,10.58,0.83,0.00,-5.34,7.84,5.25
14749,3448,0.21,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.56,0.83,0.00,-5.36,7.84,5.23
14832,3453,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.69,0.83,0.00,-5.34,7.84,5.21
14894,3423,0.21,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.75,0.83,0.00,-5.34,7.84,5.22
14956,3437,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.19,0.83,0.00,-5.34,7.84,5.24
15064,3394,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.38,0.83,0.00,-5.32,7.84,5.23
15142,3410,0.18,24.00,37,5,5,4,10,0.00,0.00,1.0000,10.88,0.83,0.00,-5.30,7.84,5.22
15218,3380,0.19,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.07,0.83,0.00,-5.30,7.84,5.21
15247,3378,0.20,24.00,37,5,5,4,10,0.00,0.00,1.0000,11.13,0.83,0.00,-5.32,7.84,5.21
