Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
4001,4699,2.56,16.50,37,5,4,3,7,0.00,0.00,1.0000,201.93,0.80,32.55,12.51,100.00,2.86
4049,4709,2.68,16.00,37,5,4,3,7,0.00,0.00,1.0000,212.55,0.72,31.37,12.39,100.00,2.14
4176,4816,2.85,14.50,37,5,4,3,7,0.00,0.00,1.0000,230.63,0.70,29.41,12.22,100.00,0.68
4201,4745,2.81,15.50,37,5,4,3,7,0.00,0.00,1.0000,223.28,0.70,30.59,12.26,100.00,1.35
4294,4800,2.88,14.50,37,5,4,3,7,0.00,0.00,1.0000,229.71,0.68,29.41,12.10,100.00,0.04
4387,4903,2.87,14.50,37,5,4,3,7,0.00,0.00,1.0000,235.60,0.68,29.80,12.22,100.00,-0.02
4474,4884,2.90,14.50,37,5,4,3,7,0.00,0.00,1.0000,237.89,0.68,29.41,12.30,100.00,-0.10
4543,5000,2.90,14.50,37,5,4,3,7,0.00,0.00,1.0000,240.63,0.68,30.59,12.24,100.00,0.16
4638,4973,2.87,15.00,37,5,4,3,7,0.00,0.00,1.0000,239.26,0.68,31.76,12.39,100.00,0.46
4720,5030,2.87,15.00,37,5,4,3,7,0.00,0.00,1.0000,242.46,0.68,32.16,12.45,100.00,0.46
4778,5084,2.86,15.00,37,5,4,3,7,0.00,0.00,1.0000,242.00,0.67,32.94,12.49,100.00,0.61
4871,5095,2.84,15.00,37,5,4,3,7,0.00,0.00,1.0000,245.20,0.67,32.94,12.53,100.00,0.54
4950,5153,2.90,15.00,37,5,4,3,7,0.00,0.00,1.0000,245.20,0.67,34.12,12.53,100.00,0.61
5012,5191,2.85,15.00,37,5,4,3,7,0.00,0.00,1.0000,247.49,0.67,34.51,12.61,100.00,0.58
5106,5227,2.85,15.00,37,5,4,3,7,0.00,0.00,1.0000,247.03,0.66,34.51,12.65,100.00,0.38
5184,5258,2.87,15.00,37,5,4,3,7,0.00,0.00,1.0000,250.69,0.66,34.90,12.63,100.00,0.37
5247,5307,2.86,15.50,37,5,4,3,7,0.00,0.00,1.0000,254.44,0.66,34.90,12.61,100.00,0.28
5340,5338,2.84,15.50,36,5,4,3,7,0.00,0.00,1.0000,253.48,0.66,35.29,12.59,100.00,0.17
5418,5370,2.88,16.00,36,5,4,3,7,0.00,0.00,1.0000,253.48,0.66,35.29,12.57,100.00,0.14
5496,5399,2.79,16.00,36,5,4,3,7,0.00,0.00,1.0000,255.40,0.66,35.29,12.55,100.00,0.20
5578,5427,2.84,15.50,36,5,4,3,7,0.00,0.00,1.0000,258.77,0.66,0.00,12.55,100.00,-1.44
5670,5446,2.82,16.00,36,5,4,3,7,0.00,0.00,1.0000,257.81,0.70,0.00,5.34,72.16,-15.10
5739,5456,1.72,21.50,36,5,4,3,7,0.00,0.00,1.0000,120.84,0.85,0.00,-3.52,25.10,-10.38
5831,5276,0.64,41.50,36,5,4,3,7,0.00,0.00,1.0000,51.97,1.14,0.00,-5.74,17.65,-2.41
5892,5666,0.25,45.50,36,5,4,3,7,0.00,0.00,1.0000,18.37,1.54,0.00,-5.78,11.37,1.71
5985,5580,0.14,43.00,36,5,4,3,7,0.00,0.00,1.0000,13.68,0.95,0.00,-5.47,10.20,5.38
6005,5496,0.16,41.00,36,5,4,3,7,0.00,0.00,1.0000,14.28,0.95,0.00,-5.53,10.20,5.54
6138,5321,0.17,39.00,36,5,4,3,7,0.00,0.00,1.0000,15.44,0.95,0.00,-5.59,10.20,5.60
6220,5158,0.18,37.00,36,5,4,3,7,0.00,0.00,1.0000,15.37,0.95,0.00,-5.70,9.80,5.44
6316,5020,0.17,35.00,36,5,4,3,7,0.00,0.00,1.0000,14.28,0.95,0.00,-5.86,9.41,5.28
6390,4825,0.17,33.00,37,5,4,3,7,0.00,0.00,1.0000,13.68,0.95,0.00,-5.90,9.41,5.29
6465,4683,0.17,31.00,37,5,4,3,7,0.00,0.00,1.0000,13.02,0.95,0.00,-5.94,9.02,5.36
6574,4527,0.17,29.00,37,5,4,3,7,0.00,0.00,1.0000,12.56,0.96,0.00,-5.82,8.63,5.49
6645,4369,0.16,27.00,37,5,4,3,7,0.00,0.00,1.0000,11.56,0.80,0.00,-5.63,8.63,5.60
6688,4198,0.16,25.00,37,5,4,3,7,0.00,0.00,1.0000,11.13,0.81,0.00,-5.55,8.63,5.60
6781,4076,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,10.20,0.81,0.00,-5.49,7.84,5.71
6860,3940,0.16,24.00,37,5,4,3,7,0.00,0.00,1.0000,10.46,0.81,0.00,-5.43,7.84,5.70
6938,3766,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,9.43,0.81,0.00,-5.41,7.06,5.73
7012,3663,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,8.78,0.83,0.00,-5.41,7.06,5.77
7090,3520,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,8.74,0.83,0.00,-5.41,6.67,5.80
7146,3363,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,8.61,0.83,0.00,-5.36,6.27,5.82
7266,3245,0.15,24.00,37,5,4,3,7,0.00,0.00,1.0000,8.02,0.83,0.00,-5.32,5.88,5.85
7344,3120,0.14,24.00,37,5,4,3,7,0.00,0.00,1.0000,7.47,0.83,0.00,-5.24,5.88,5.69
7355,2992,0.14,24.00,37,5,4,3,7,0.00,0.00,1.0000,6.94,0.83,0.00,-5.36,5.10,5.57
7497,2862,0.14,24.00,37,5,4,3,7,0.00,0.00,1.0000,6.83,0.83,0.00,-5.43,5.10,5.54
7579,2729,0.14,24.00,37,5,4,3,7,0.00,0.00,1.0000,6.20,0.83,0.00,-5.53,4.71,5.57
7607,2623,0.14,24.00,39,5,4,3,7,0.00,0.00,1.0000,5.98,0.83,0.00,-5.65,4.31,5.64
7731,2482,0.14,24.00,39,5,4,3,7,0.00,0.00,1.0000,5.49,0.83,0.00,-5.69,3.92,5.71
7808,2371,0.14,24.00,39,5,4,3,7,0.00,0.00,1.0000,5.08,0.83,0.00,-5.72,3.53,5.78
7856,2253,0.13,24.00,39,5,4,3,7,0.00,0.00,1.0000,4.89,0.83,0.00,-5.74,3.14,6.06
7981,2132,0.13,24.00,39,5,4,3,7,0.00,0.00,1.0000,4.54,0.83,0.00,-5.65,2.75,6.16
7981,2005,0.12,24.00,39,5,4,3,7,0.00,0.00,1.0000,3.89,0.83,0.00,-5.61,2.75,6.24
8137,1903,0.12,24.00,39,5,4,3,7,0.00,0.00,1.0000,3.82,0.83,0.00,-5.57,2.75,6.13
8218,1774,0.13,22.50,39,5,4,3,7,0.00,0.00,1.0000,3.72,0.83,0.00,-5.65,2.75,5.91
8263,1673,0.15,20.50,39,5,4,3,7,0.00,0.00,1.0000,3.94,0.83,0.00,-5.82,2.75,5.82
8390,1566,0.16,19.00,39,5,4,3,7,0.00,0.00,1.0000,4.10,0.83,0.00,-5.90,2.75,5.88
8407,1449,0.18,18.00,39,5,4,3,7,0.00,0.00,1.0000,4.23,0.83,0.00,-5.84,2.75,5.98
8527,1325,0.20,17.50,39,5,4,3,7,0.00,0.00,1.0000,4.31,0.83,0.00,-5.70,3.14,6.03
8606,1231,0.23,17.00,39,5,4,3,7,0.00,0.00,1.0000,4.65,0.83,0.00,-5.45,3.53,6.04
8656,1112,0.28,17.00,39,5,4,3,7,0.00,0.00,1.0000,5.08,0.83,0.00,-5.34,3.92,6.08
8762,994,0.32,17.00,39,5,4,3,7,0.00,0.00,1.0000,5.40,0.76,0.00,-5.09,3.92,6.04
