Time (msec),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Boost Error* (psi),Feedback Knock Correction (1-byte)** (degrees),IAM (multiplier),Ignition Total Timing (degrees),Throttle Plate Opening Angle (2-byte)** (%),Final Fueling Base (2-byte)* (lambda),Throttle Opening Angle (%)
503855,0.27,656,0.00,0.00,33.33,0.00,46,1,0,1,26,3.13,0.00,-4.93,5.25,0.00,1.0000,20.00,1.76,1.00,1.96
503949,0.28,608,0.00,0.00,0.00,0.00,46,1,0,1,26,3.02,0.00,-4.93,5.18,0.00,1.0000,21.50,1.76,1.00,1.96
504043,0.33,511,0.00,0.00,0.00,0.00,46,1,0,1,26,3.11,0.00,-4.93,5.12,0.00,1.0000,21.50,1.76,0.99,1.96
504136,0.36,458,0.00,0.00,0.00,0.00,46,1,0,1,26,3.15,0.00,-4.93,4.90,0.00,1.0000,21.50,1.91,0.99,1.96
504230,0.51,390,0.00,0.00,0.00,0.00,46,1,0,1,26,3.29,0.00,-4.93,4.72,0.00,1.0000,21.50,1.91,0.91,1.96
504292,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.88,1.96
504402,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504511,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504589,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504668,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504777,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.93,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504871,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.91,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
504964,0.63,311,0.00,0.00,0.00,0.00,46,1,0,1,26,3.28,0.00,-4.91,3.98,0.00,1.0000,21.50,1.91,0.69,1.96
505058,0.00,0,0.00,0.00,0.00,0.00,46,1,0,1,26,2.20,0.00,-4.91,-2.09,0.00,1.0000,21.50,4.38,0.69,1.96
505152,0.00,0,0.00,0.00,0.00,0.00,46,1,0,1,26,2.20,0.00,-4.29,-2.72,0.00,1.0000,21.50,1.33,0.69,1.57
505230,0.00,0,0.00,0.00,0.00,0.00,46,1,0,1,26,2.20,0.00,-4.29,-2.96,0.00,1.0000,21.50,0.16,0.69,0.00
505308,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.11,0.00,1.0000,21.50,0.16,0.69,0.00
505418,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.54,0.00,1.0000,21.50,4.99,0.69,2.35
505511,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.88,0.00,1.0000,21.50,6.88,0.69,7.06
505605,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.88,0.00,1.0000,21.50,7.17,0.69,7.45
505699,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.88,0.00,1.0000,21.50,8.04,0.69,7.84
505792,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.88,0.00,1.0000,21.50,8.04,0.69,8.63
505854,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.93,0.00,1.0000,21.50,11.68,0.69,10.98
505948,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.93,0.00,1.0000,21.50,14.58,0.69,15.29
506058,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.88,0.00,1.0000,21.50,19.09,0.69,18.43
506152,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.29,-3.92,0.00,1.0000,21.50,21.71,0.69,22.35
506246,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.27,-3.87,0.00,1.0000,21.50,39.87,0.69,34.51
506324,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.27,-3.92,0.00,1.0000,21.50,47.28,0.69,49.02
506433,0.00,0,0.00,0.00,0.00,0.00,48,1,0,1,26,2.20,0.00,-4.27,-3.87,0.00,1.0000,21.50,47.57,0.69,49.80
